harvest,year,season,date,numb_yrs_grow,location,wall,point,spp,origin,basal,height
sta_rd,2020,2020,2021.06.14,3,i,protected,356,sb,s,0.12,28
sta_rd,2020,2020,2021.06.14,3,i,protected,357,sb,s,0.25,62
sta_rd,2020,2020,2021.06.14,3,i,protected,357,sb,s,0.25,66
sta_rd,2020,2020,2021.06.11,3,i,protected,358,sb,s,0.7,98
sta_rd,2020,2020,2021.06.10,3,i,protected,366,sb,s,0.6,80
sta_rd,2020,2020,2021.06.20,3,i,protected,372,sb,s,0.5,72
sta_rd,2020,2020,2021.06.20,3,i,protected,374,sb,s,0.2,35
sta_rd,2020,2020,2021.06.20,3,i,protected,374,sb,s,0.18,37.5
sta_rd,2020,2020,2021.06.14,3,p,protected,951,sb,s,0.5,78
sta_rd,2020,2020,2021.06.10,3,p,protected,956,sb,s,0.6,76
sta_rd,2020,2020,2021.06.10,3,p,protected,957,sb,s,0.2,50
sta_rd,2020,2020,2021.06.10,3,p,protected,958,sb,s,0.3,63
sta_rd,2020,2020,2021.06.10,3,p,protected,958,sb,s,0.45,67
sta_rd,2020,2020,2021.06.10,3,p,protected,959,sb,s,0.4,66.5
sta_rd,2020,2020,2021.06.14,3,p,protected,962,sb,s,0.6,75
sta_rd,2020,2020,2021.06.14,3,p,protected,962,sb,s,0.45,64
sta_rd,2020,2020,2021.06.14,3,p,protected,962,sb,s,0.2,49
sta_rd,2020,2020,2021.06.17,3,p,protected,971,sb,s,0.5,60
sta_rd,2020,2020,2021.06.17,3,p,protected,972,sb,s,0.5,73
sta_rd,2020,2020,2021.06.23,3,c,control,386,sb,s,0.5,64
sta_rd,2020,2020,2021.06.23,3,c,control,386,sb,s,0.6,53
sta_rd,2020,2020,2021.06.23,3,c,control,386,sb,s,0.2,40.5
sta_rd,2020,2020,2021.06.23,3,c,control,387,sb,s,0.25,44
sta_rd,2020,2020,2021.06.23,3,c,control,387,sb,s,0.25,35
sta_rd,2020,2020,2021.06.23,3,c,control,387,sb,s,0.18,33
sta_rd,2020,2020,2021.06.23,3,c,control,387,sb,s,0.2,24
sta_rd,2020,2020,2021.06.23,3,c,control,388,sb,s,0.5,41.5
sta_rd,2020,2020,2021.06.23,3,c,control,388,sb,s,0.18,28
sta_rd,2020,2020,2021.06.23,3,c,control,388,sb,s,0.25,46
sta_rd,2020,2020,2021.06.23,3,c,control,389,sb,s,0.2,26
sta_rd,2020,2020,2021.06.23,3,c,control,389,sb,s,0.18,23.5
sta_rd,2020,2020,2021.06.23,3,c,control,389,sb,s,0.25,46
sta_rd,2020,2020,2021.06.23,3,c,control,389,sb,s,0.25,30
sta_rd,2020,2020,2021.06.23,3,c,control,390,sb,s,0.25,36
sta_rd,2020,2020,2021.06.23,3,c,control,390,sb,s,0.3,39
sta_rd,2020,2020,2021.06.23,3,c,control,390,sb,s,0.18,19.5
sta_rd,2020,2020,2021.06.23,3,c,control,390,sb,s,0.25,40
sta_rd,2020,2020,2021.06.23,3,c,control,391,sb,s,0.5,42.5
sta_rd,2020,2020,2021.06.23,3,c,control,391,sb,s,0.2,24
sta_rd,2020,2020,2021.06.23,3,c,control,391,sb,s,0.35,45.5
sta_rd,2020,2020,2021.06.23,3,c,control,392,sb,s,0.35,37
sta_rd,2020,2020,2021.06.23,3,c,control,392,sb,s,0.2,30
sta_rd,2020,2020,2021.06.23,3,c,control,392,sb,s,0.15,13.5
sta_rd,2020,2020,2021.06.23,3,c,control,392,sb,s,0.3,45
sta_rd,2020,2020,2021.06.23,3,c,control,393,sb,s,0.3,51.5
sta_rd,2020,2020,2021.06.23,3,c,control,393,sb,s,0.25,54
sta_rd,2020,2020,2021.06.23,3,c,control,393,sb,s,0.4,47
sta_rd,2020,2020,2021.06.23,3,c,control,393,sb,s,0.25,47
sta_rd,2020,2020,2021.06.24,3,c,control,394,sb,s,0.18,24
sta_rd,2020,2020,2021.06.24,3,c,control,397,sb,s,0.4,63
sta_rd,2020,2020,2021.06.24,3,c,control,397,sb,s,0.25,44
sta_rd,2020,2020,2021.06.24,3,c,control,397,sb,s,0.3,66
sta_rd,2020,2020,2021.06.25,3,c,control,702,sb,s,0.5,61.5
sta_rd,2020,2020,2021.06.25,3,c,control,702,sb,s,0.5,59.5
sta_rd,2020,2020,2021.06.25,3,c,control,702,sb,s,0.3,42
sta_rd,2020,2020,2021.06.24,3,c,control,705,sb,s,0.3,53
sta_rd,2020,2020,2021.06.24,3,c,control,705,sb,s,0.3,51
sta_rd,2020,2020,2021.06.24,3,c,control,705,sb,s,0.5,61
sta_rd,2020,2020,2021.06.24,3,c,control,705,sb,s,0.25,51
sta_rd,2020,2020,2021.06.24,3,c,control,706,sb,s,0.15,21.5
sta_rd,2020,2020,2021.06.24,3,c,control,706,sb,s,0.25,59
sta_rd,2020,2020,2021.06.24,3,c,control,707,sb,s,0.65,69
sta_rd,2020,2020,2021.06.25,3,c,control,711,sb,s,0.12,23
sta_rd,2020,2020,2021.06.25,3,c,control,711,sb,s,0.12,20
sta_rd,2020,2020,2021.06.25,3,c,control,711,sb,s,0.12,20
sta_rd,2020,2020,2021.06.10,3,p,protected,959,pb,s,0.5,80
sta_rd,2020,2020,2021.06.14,3,i,protected,351,ab,r,0.15,13.5
sta_rd,2020,2020,2021.06.14,3,i,protected,351,ab,r,0.12,9
sta_rd,2020,2020,2021.06.11,3,i,protected,353,ab,r,0.5,34
sta_rd,2020,2020,2021.06.11,3,i,protected,353,ab,t,0.4,41
sta_rd,2020,2020,2021.06.14,3,i,protected,357,ab,s,0.7,59
sta_rd,2020,2020,2021.06.14,3,i,protected,357,ab,t,0.2,16
sta_rd,2020,2020,2021.06.11,3,i,protected,358,ab,r,0.6,19
sta_rd,2020,2020,2021.06.11,3,i,protected,360,ab,t,0.4,28
sta_rd,2020,2020,2021.06.11,3,i,protected,360,ab,r,0.25,28
sta_rd,2020,2020,2021.06.11,3,i,protected,360,ab,r,1,48
sta_rd,2020,2020,2021.06.10,3,i,protected,361,ab,t,0.4,32
sta_rd,2020,2020,2021.06.11,3,i,protected,364,ab,t,0.25,36
sta_rd,2020,2020,2021.06.10,3,i,protected,366,ab,r,0.2,18.5
sta_rd,2020,2020,2021.06.10,3,i,protected,366,ab,t,0.7,47
sta_rd,2020,2020,2021.06.10,3,i,protected,366,ab,r,0.25,22
sta_rd,2020,2020,2021.06.10,3,i,protected,368,ab,t,0.7,40
sta_rd,2020,2020,2021.06.10,3,i,protected,369,ab,r,0.2,22
sta_rd,2020,2020,2021.06.10,3,i,protected,369,ab,r,0.3,31
sta_rd,2020,2020,2021.06.17,3,i,protected,370,ab,r,0.2,24
sta_rd,2020,2020,2021.06.17,3,i,protected,370,ab,r,0.3,26
sta_rd,2020,2020,2021.06.17,3,i,protected,370,ab,r,0.2,29
sta_rd,2020,2020,2021.06.20,3,i,protected,372,ab,r,0.4,40
sta_rd,2020,2020,2021.06.20,3,i,protected,372,ab,r,0.4,37
sta_rd,2020,2020,2021.06.20,3,i,protected,372,ab,r,0.3,35
sta_rd,2020,2020,2021.06.16,3,i,protected,373,ab,r,0.4,32.5
sta_rd,2020,2020,2021.06.16,3,i,protected,373,ab,r,0.4,32
sta_rd,2020,2020,2021.06.16,3,i,protected,373,ab,r,0.4,24
sta_rd,2020,2020,2021.06.16,3,i,protected,373,ab,r,0.5,17
sta_rd,2020,2020,2021.06.16,3,i,protected,377,ab,s,0.2,23
sta_rd,2020,2020,2021.06.16,3,i,protected,377,ab,s,0.5,45
sta_rd,2020,2020,2021.06.17,3,i,protected,381,ab,s,0.5,51
sta_rd,2020,2020,2021.06.14,3,p,protected,950,ab,r,0.5,16
sta_rd,2020,2020,2021.06.14,3,p,protected,950,ab,r,0.6,44
sta_rd,2020,2020,2021.06.14,3,p,protected,950,ab,r,0.8,41
sta_rd,2020,2020,2021.06.14,3,p,protected,951,ab,s,0.8,58
sta_rd,2020,2020,2021.06.11,3,p,protected,952,ab,s,0.4,20
sta_rd,2020,2020,2021.06.11,3,p,protected,953,ab,r,0.7,30
sta_rd,2020,2020,2021.06.11,3,p,protected,953,ab,r,0.65,34.5
sta_rd,2020,2020,2021.06.10,3,p,protected,954,ab,r,0.3,18.5
sta_rd,2020,2020,2021.06.11,3,p,protected,961,ab,r,0.4,46
sta_rd,2020,2020,2021.06.11,3,p,protected,961,ab,t,0.4,36
sta_rd,2020,2020,2021.06.16,3,p,protected,965,ab,s,0.3,19.5
sta_rd,2020,2020,2021.06.16,3,p,protected,967,ab,t,0.25,29
sta_rd,2020,2020,2021.06.16,3,p,protected,968,ab,r,0.3,45
sta_rd,2020,2020,2021.06.16,3,p,protected,968,ab,t,0.25,41
sta_rd,2020,2020,2021.06.17,3,p,protected,969,ab,r,0.11,16
sta_rd,2020,2020,2021.06.17,3,p,protected,970,ab,r,1.1,58
sta_rd,2020,2020,2021.06.17,3,p,protected,970,ab,t,0.4,32
sta_rd,2020,2020,2021.06.16,3,p,protected,974,ab,s,0.5,25
sta_rd,2020,2020,2021.06.16,3,p,protected,975,ab,r,0.5,29
sta_rd,2020,2020,2021.06.16,3,p,protected,975,ab,r,0.25,15
sta_rd,2020,2020,2021.06.16,3,p,protected,975,ab,r,0.4,37
sta_rd,2020,2020,2021.06.16,3,p,protected,975,ab,r,0.5,39
sta_rd,2020,2020,2021.06.23,3,c,control,386,ab,t,0.65,36
sta_rd,2020,2020,2021.06.23,3,c,control,386,ab,t,0.35,27
sta_rd,2020,2020,2021.06.23,3,c,control,386,ab,t,0.4,24
sta_rd,2020,2020,2021.06.23,3,c,control,388,ab,t,0.25,30
sta_rd,2020,2020,2021.06.23,3,c,control,389,ab,t,0.25,17
sta_rd,2020,2020,2021.06.23,3,c,control,391,ab,r,1.2,63
sta_rd,2020,2020,2021.06.23,3,c,control,392,ab,r,1,52
sta_rd,2020,2020,2021.06.23,3,c,control,393,ab,s,1.3,94
sta_rd,2020,2020,2021.06.24,3,c,control,395,ab,r,1.15,60
sta_rd,2020,2020,2021.06.24,3,c,control,395,ab,r,1.1,57.5
sta_rd,2020,2020,2021.06.24,3,c,control,397,ab,s,1,48
sta_rd,2020,2020,2021.06.24,3,c,control,398,ab,t,0.25,32
sta_rd,2020,2020,2021.06.24,3,c,control,398,ab,r,0.9,55
sta_rd,2020,2020,2021.06.24,3,c,control,399,ab,t,0.25,37
sta_rd,2020,2020,2021.06.24,3,c,control,399,ab,r,0.25,43
sta_rd,2020,2020,2021.06.24,3,c,control,400,ab,t,0.25,32
sta_rd,2020,2020,2021.06.24,3,c,control,400,ab,r,0.75,42
sta_rd,2020,2020,2021.06.24,3,c,control,400,ab,r,0.5,54
sta_rd,2020,2020,2021.06.24,3,c,control,400,ab,r,0.3,50
sta_rd,2020,2020,2021.06.24,3,c,control,701,ab,r,0.25,34
sta_rd,2020,2020,2021.06.24,3,c,control,701,ab,r,0.5,42
sta_rd,2020,2020,2021.06.24,3,c,control,701,ab,r,0.25,29
sta_rd,2020,2020,2021.06.24,3,c,control,701,ab,r,0.5,32
sta_rd,2020,2020,2021.06.25,3,c,control,702,ab,t,0.4,37
sta_rd,2020,2020,2021.06.25,3,c,control,702,ab,t,0.25,31
sta_rd,2020,2020,2021.06.24,3,c,control,704,ab,t,0.2,29
sta_rd,2020,2020,2021.06.24,3,c,control,706,ab,r,0.4,53
sta_rd,2020,2020,2021.06.24,3,c,control,706,ab,t,0.5,51
sta_rd,2020,2020,2021.06.24,3,c,control,709,ab,r,0.9,61.5
sta_rd,2020,2020,2021.06.24,3,c,control,709,ab,r,0.7,63
sta_rd,2020,2020,2021.06.24,3,c,control,709,ab,r,0.9,68
sta_rd,2020,2020,2021.06.25,3,c,control,710,ab,r,0.6,44
sta_rd,2020,2020,2021.06.25,3,c,control,710,ab,r,0.4,26
sta_rd,2020,2020,2021.06.25,3,c,control,712,ab,r,1.1,109
sta_rd,2020,2020,2021.06.25,3,c,control,712,ab,r,0.7,83
sta_rd,2020,2020,2021.06.25,3,c,control,713,ab,t,0.35,31
sta_rd,2020,2020,2021.06.25,3,c,control,713,ab,t,0.4,51.5
sta_rd,2020,2020,2021.06.25,3,c,control,713,ab,t,0.5,53
sta_rd,2020,2020,2021.06.23,3,c,control,947,ab,r,1.25,107
sta_rd,2020,2020,2021.06.16,3,i,protected,349,wa,s,0.2,20
sta_rd,2020,2020,2021.06.16,3,i,protected,349,wa,s,0.2,22
sta_rd,2020,2020,2021.06.16,3,i,protected,350,wa,s,0.5,23
sta_rd,2020,2020,2021.06.16,3,i,protected,350,wa,s,0.35,17
sta_rd,2020,2020,2021.06.16,3,i,protected,350,wa,s,0.5,27
sta_rd,2020,2020,2021.06.14,3,i,protected,351,wa,s,0.18,9.5
sta_rd,2020,2020,2021.06.14,3,i,protected,351,wa,s,0.15,9
sta_rd,2020,2020,2021.06.14,3,i,protected,352,wa,s,0.3,27
sta_rd,2020,2020,2021.06.14,3,i,protected,352,wa,s,0.25,15
sta_rd,2020,2020,2021.06.11,3,i,protected,353,wa,s,0.2,25
sta_rd,2020,2020,2021.06.14,3,i,protected,354,wa,s,0.4,32
sta_rd,2020,2020,2021.06.14,3,i,protected,354,wa,s,0.2,23
sta_rd,2020,2020,2021.06.16,3,i,protected,355,wa,s,0.15,18
sta_rd,2020,2020,2021.06.16,3,i,protected,355,wa,s,0.12,13
sta_rd,2020,2020,2021.06.16,3,i,protected,355,wa,s,0.15,14.5
sta_rd,2020,2020,2021.06.11,3,i,protected,358,wa,s,0.25,17
sta_rd,2020,2020,2021.06.11,3,i,protected,359,wa,s,0.25,17
sta_rd,2020,2020,2021.06.11,3,i,protected,359,wa,s,0.2,19.5
sta_rd,2020,2020,2021.06.11,3,i,protected,359,wa,s,0.25,27
sta_rd,2020,2020,2021.06.11,3,i,protected,359,wa,s,0.25,31
sta_rd,2020,2020,2021.06.11,3,i,protected,360,wa,s,0.12,11
sta_rd,2020,2020,2021.06.11,3,i,protected,360,wa,s,0.2,18
sta_rd,2020,2020,2021.06.10,3,i,protected,361,wa,s,0.2,25
sta_rd,2020,2020,2021.06.10,3,i,protected,361,wa,s,0.5,41
sta_rd,2020,2020,2021.06.10,3,i,protected,361,wa,s,0.5,53.5
sta_rd,2020,2020,2021.06.11,3,i,protected,362,wa,s,0.25,32
sta_rd,2020,2020,2021.06.11,3,i,protected,362,wa,s,0.25,34.5
sta_rd,2020,2020,2021.06.11,3,i,protected,362,wa,s,0.2,24
sta_rd,2020,2020,2021.06.11,3,i,protected,362,wa,s,0.4,45
sta_rd,2020,2020,2021.06.11,3,i,protected,363,wa,s,0.2,25
sta_rd,2020,2020,2021.06.11,3,i,protected,363,wa,s,0.15,13.5
sta_rd,2020,2020,2021.06.11,3,i,protected,363,wa,s,0.5,45
sta_rd,2020,2020,2021.06.11,3,i,protected,364,wa,s,0.15,18
sta_rd,2020,2020,2021.06.11,3,i,protected,364,wa,s,0.12,17
sta_rd,2020,2020,2021.06.10,3,i,protected,365,wa,s,0.25,30
sta_rd,2020,2020,2021.06.10,3,i,protected,365,wa,s,0.25,32
sta_rd,2020,2020,2021.06.10,3,i,protected,365,wa,s,0.2,31
sta_rd,2020,2020,2021.06.10,3,i,protected,365,wa,s,0.2,32.5
sta_rd,2020,2020,2021.06.10,3,i,protected,367,wa,s,0.2,23
sta_rd,2020,2020,2021.06.10,3,i,protected,367,wa,s,0.25,31
sta_rd,2020,2020,2021.06.10,3,i,protected,367,wa,s,0.4,52
sta_rd,2020,2020,2021.06.10,3,i,protected,368,wa,s,0.25,27.5
sta_rd,2020,2020,2021.06.10,3,i,protected,368,wa,s,0.2,20
sta_rd,2020,2020,2021.06.10,3,i,protected,368,wa,s,0.2,22.5
sta_rd,2020,2020,2021.06.10,3,i,protected,368,wa,s,0.25,35.5
sta_rd,2020,2020,2021.06.10,3,i,protected,369,wa,s,0.18,13.5
sta_rd,2020,2020,2021.06.17,3,i,protected,370,wa,s,0.11,7.5
sta_rd,2020,2020,2021.06.17,3,i,protected,370,wa,s,0.12,14
sta_rd,2020,2020,2021.06.17,3,i,protected,370,wa,s,0.15,21.5
sta_rd,2020,2020,2021.06.17,3,i,protected,371,wa,s,0.12,7
sta_rd,2020,2020,2021.06.17,3,i,protected,371,wa,s,0.15,12
sta_rd,2020,2020,2021.06.17,3,i,protected,375,wa,s,0.25,23
sta_rd,2020,2020,2021.06.17,3,i,protected,375,wa,s,0.35,30
sta_rd,2020,2020,2021.06.17,3,i,protected,375,wa,s,0.2,20
sta_rd,2020,2020,2021.06.17,3,i,protected,375,wa,s,0.18,17
sta_rd,2020,2020,2021.06.16,3,i,protected,376,wa,s,0.12,11
sta_rd,2020,2020,2021.06.16,3,i,protected,376,wa,s,0.12,14
sta_rd,2020,2020,2021.06.20,3,i,protected,378,wa,s,0.15,13
sta_rd,2020,2020,2021.06.20,3,i,protected,378,wa,s,0.4,35
sta_rd,2020,2020,2021.06.20,3,i,protected,378,wa,s,0.4,44.5
sta_rd,2020,2020,2021.06.20,3,i,protected,378,wa,s,0.25,29
sta_rd,2020,2020,2021.06.17,3,i,protected,379,wa,s,0.2,18.5
sta_rd,2020,2020,2021.06.17,3,i,protected,379,wa,s,0.2,12
sta_rd,2020,2020,2021.06.17,3,i,protected,379,wa,s,0.2,17
sta_rd,2020,2020,2021.06.16,3,i,protected,380,wa,s,0.3,37
sta_rd,2020,2020,2021.06.16,3,i,protected,380,wa,s,0.25,21
sta_rd,2020,2020,2021.06.16,3,i,protected,380,wa,s,0.45,37.5
sta_rd,2020,2020,2021.06.16,3,i,protected,380,wa,s,0.4,31
sta_rd,2020,2020,2021.06.16,3,i,protected,380,wa,s,0.4,31
sta_rd,2020,2020,2021.06.17,3,i,protected,381,wa,s,0.18,12.5
sta_rd,2020,2020,2021.06.17,3,i,protected,381,wa,s,0.3,26
sta_rd,2020,2020,2021.06.17,3,i,protected,381,wa,s,0.15,12
sta_rd,2020,2020,2021.06.17,3,i,protected,382,wa,s,0.12,17.5
sta_rd,2020,2020,2021.06.17,3,i,protected,382,wa,s,0.15,22
sta_rd,2020,2020,2021.06.17,3,i,protected,382,wa,s,0.3,29
sta_rd,2020,2020,2021.06.17,3,i,protected,383,wa,s,0.2,22.5
sta_rd,2020,2020,2021.06.17,3,i,protected,383,wa,s,0.2,15
sta_rd,2020,2020,2021.06.17,3,i,protected,383,wa,s,0.18,15
sta_rd,2020,2020,2021.06.14,3,p,protected,950,wa,s,0.5,20
sta_rd,2020,2020,2021.06.14,3,p,protected,951,wa,s,0.25,43
sta_rd,2020,2020,2021.06.11,3,p,protected,952,wa,s,0.2,19
sta_rd,2020,2020,2021.06.11,3,p,protected,952,wa,s,0.3,44.5
sta_rd,2020,2020,2021.06.11,3,p,protected,953,wa,s,0.15,15
sta_rd,2020,2020,2021.06.11,3,p,protected,953,wa,s,0.25,24
sta_rd,2020,2020,2021.06.11,3,p,protected,953,wa,s,0.35,44
sta_rd,2020,2020,2021.06.10,3,p,protected,954,wa,s,0.25,30.5
sta_rd,2020,2020,2021.06.10,3,p,protected,954,wa,s,0.2,21.5
sta_rd,2020,2020,2021.06.10,3,p,protected,955,wa,s,0.18,18.5
sta_rd,2020,2020,2021.06.10,3,p,protected,955,wa,s,0.18,31.5
sta_rd,2020,2020,2021.06.10,3,p,protected,955,wa,s,0.2,25.5
sta_rd,2020,2020,2021.06.10,3,p,protected,956,wa,s,0.15,20
sta_rd,2020,2020,2021.06.10,3,p,protected,957,wa,s,0.2,23.5
sta_rd,2020,2020,2021.06.10,3,p,protected,957,wa,s,0.2,38
sta_rd,2020,2020,2021.06.10,3,p,protected,958,wa,s,0.15,18
sta_rd,2020,2020,2021.06.10,3,p,protected,959,wa,s,0.15,14
sta_rd,2020,2020,2021.06.10,3,p,protected,959,wa,s,0.25,35.5
sta_rd,2020,2020,2021.06.10,3,p,protected,960,wa,s,0.2,29
sta_rd,2020,2020,2021.06.10,3,p,protected,960,wa,s,0.2,37.5
sta_rd,2020,2020,2021.06.10,3,p,protected,960,wa,s,0.3,50
sta_rd,2020,2020,2021.06.10,3,p,protected,960,wa,s,0.4,52
sta_rd,2020,2020,2021.06.11,3,p,protected,961,wa,s,0.15,13
