harvest,season,date,point,spp,origin,basal,height,location,wall,year,cut,number_yrs_grow
campridge,2022,2023.03.29,460,sb,s,1,105,p,protected,2022,2019,4
campridge,2022,2023.03.29,460,ab,v,0.75,76,p,protected,2022,2019,4
campridge,2022,2023.03.29,460,ab,v,0.65,69,p,protected,2022,2019,4
campridge,2022,2023.03.29,460,wa,s,0.65,82.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,461,rm,s,0.5,55.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,461,rm,s,0.5,53,p,protected,2022,2019,4
campridge,2022,2023.03.29,461,sb,s,1.35,102.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,461,sb,s,1.15,88.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,rm,s,0.5,60,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,rm,s,0.5,60,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,rm,s,0.25,59,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,wa,s,0.25,49.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,wa,s,0.65,59,p,protected,2022,2019,4
campridge,2022,2023.03.29,462,cu,s,0.75,58,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,rm,s,0.2,42,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,rm,s,0.15,33,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,sb,s,0.75,74,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,ab,v,0.5,54,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,wa,s,0.3,38,p,protected,2022,2019,4
campridge,2022,2023.03.29,463,wa,s,0.3,44,p,protected,2022,2019,4
campridge,2022,2023.03.29,464,rm,s,0.2,47.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,464,rm,s,0.2,47,p,protected,2022,2019,4
campridge,2022,2023.03.29,464,sb,s,0.75,72,p,protected,2022,2019,4
campridge,2022,2023.03.29,464,ab,v,0.75,80,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,rm,s,0.35,64,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,rm,s,0.25,57,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,ab,v,0.25,67.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,wa,s,0.75,69,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,ro,s,0.3,29,p,protected,2022,2019,4
campridge,2022,2023.03.29,465,ro,s,0.5,53.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,466,rm,s,0.2,47.5,p,protected,2022,2019,4
campridge,2022,2023.03.29,466,rm,s,0.25,45,p,protected,2022,2019,4
campridge,2022,2023.03.29,466,sb,s,0.85,94,p,protected,2022,2019,4
campridge,2022,2023.03.29,466,ab,v,0.3,39,p,protected,2022,2019,4
campridge,2022,2023.03.29,466,ro,s,0.35,62,p,protected,2022,2019,4
campridge,2022,2023.03.29,467,sb,s,0.2,53,i,protected,2022,2019,4
campridge,2022,2023.03.29,467,ab,v,0.2,37.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,467,ab,v,0.2,36,i,protected,2022,2019,4
campridge,2022,2023.03.29,467,ab,v,0.2,41,i,protected,2022,2019,4
campridge,2022,2023.03.29,468,sb,s,0.65,75,i,protected,2022,2019,4
campridge,2022,2023.03.29,468,sb,s,0.5,70.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,468,ab,v,1,59,i,protected,2022,2019,4
campridge,2022,2023.03.29,468,ab,v,0.25,48,i,protected,2022,2019,4
campridge,2022,2023.03.29,469,sb,s,0.25,57,i,protected,2022,2019,4
campridge,2022,2023.03.29,469,sb,s,0.25,63,i,protected,2022,2019,4
campridge,2022,2023.03.29,469,sb,s,0.25,61,i,protected,2022,2019,4
campridge,2022,2023.03.29,469,ab,v,0.2,36,i,protected,2022,2019,4
campridge,2022,2023.03.29,470,ro,s,0.15,28.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,470,ro,s,0.2,35,i,protected,2022,2019,4
campridge,2022,2023.03.29,470,ro,s,0.2,35,i,protected,2022,2019,4
campridge,2022,2023.03.29,470,ro,s,0.25,31,i,protected,2022,2019,4
campridge,2022,2023.03.29,470,ro,s,0.3,46,i,protected,2022,2019,4
campridge,2022,2023.03.29,471,ab,v,0.2,42,i,protected,2022,2019,4
campridge,2022,2023.03.29,471,ab,v,0.3,42,i,protected,2022,2019,4
campridge,2022,2023.03.29,471,ab,v,0.65,58.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,471,ro,s,0.2,31.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,472,sb,s,0.5,71,i,protected,2022,2019,4
campridge,2022,2023.03.29,472,ab,v,0.85,55,i,protected,2022,2019,4
campridge,2022,2023.03.29,472,ab,v,0.65,47,i,protected,2022,2019,4
campridge,2022,2023.03.29,472,ro,s,0.2,32,i,protected,2022,2019,4
campridge,2022,2023.03.29,473,ab,v,1.25,82,i,protected,2022,2019,4
campridge,2022,2023.03.29,473,ab,v,1.5,91,i,protected,2022,2019,4
campridge,2022,2023.03.29,473,ab,v,0.5,44.5,i,protected,2022,2019,4
campridge,2022,2023.03.29,473,ab,v,1.15,65,i,protected,2022,2019,4
campridge,2022,2023.03.29,474,rm,s,0.15,34,i,protected,2022,2019,4
campridge,2022,2023.03.29,474,ab,v,0.65,50,i,protected,2022,2019,4
campridge,2022,2023.03.29,474,ab,v,0.35,50,i,protected,2022,2019,4
campridge,2022,2023.03.29,474,ro,s,0.25,36,i,protected,2022,2019,4
campridge,2022,2023.03.28,475,sb,s,0.5,80,i,protected,2022,2019,4
campridge,2022,2023.03.28,475,sb,s,0.5,64,i,protected,2022,2019,4
campridge,2022,2023.03.28,475,ab,v,0.6,68,i,protected,2022,2019,4
campridge,2022,2023.03.28,475,ab,v,0.5,56,i,protected,2022,2019,4
campridge,2022,2023.03.28,475,ab,v,1,77,i,protected,2022,2019,4
campridge,2022,2023.03.28,476,sb,s,0.5,63,i,protected,2022,2019,4
campridge,2022,2023.03.28,476,sb,s,0.35,65,i,protected,2022,2019,4
campridge,2022,2023.03.28,476,ab,v,0.6,50,i,protected,2022,2019,4
campridge,2022,2023.03.28,476,ab,v,1,66.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,476,ab,v,0.75,66,i,protected,2022,2019,4
campridge,2022,2023.03.28,477,sb,s,0.25,52,i,protected,2022,2019,4
campridge,2022,2023.03.28,477,sb,s,0.25,50.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,477,ab,v,0.5,51,i,protected,2022,2019,4
campridge,2022,2023.03.28,477,ro,s,0.25,29,i,protected,2022,2019,4
campridge,2022,2023.03.28,477,ro,s,0.2,23,i,protected,2022,2019,4
campridge,2022,2023.03.28,478,sb,s,0.5,70,i,protected,2022,2019,4
campridge,2022,2023.03.28,478,ab,v,0.5,48,i,protected,2022,2019,4
campridge,2022,2023.03.28,478,ab,v,0.6,49,i,protected,2022,2019,4
campridge,2022,2023.03.28,478,ab,v,0.6,54,i,protected,2022,2019,4
campridge,2022,2023.03.28,479,rm,s,0.2,35,i,protected,2022,2019,4
campridge,2022,2023.03.28,479,sb,s,0.65,94,i,protected,2022,2019,4
campridge,2022,2023.03.28,479,sb,s,0.6,77,i,protected,2022,2019,4
campridge,2022,2023.03.28,479,ab,v,0.6,54,i,protected,2022,2019,4
campridge,2022,2023.03.28,479,ab,v,1,89,i,protected,2022,2019,4
campridge,2022,2023.03.28,480,sb,s,0.25,58.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,480,ab,v,0.5,49,i,protected,2022,2019,4
campridge,2022,2023.03.28,480,ab,v,0.75,61,i,protected,2022,2019,4
campridge,2022,2023.03.28,480,ab,v,0.2,52,i,protected,2022,2019,4
campridge,2022,2023.03.28,481,sb,s,0.25,53,i,protected,2022,2019,4
campridge,2022,2023.03.28,481,sb,s,0.25,63,i,protected,2022,2019,4
campridge,2022,2023.03.28,481,ab,v,1.25,86,i,protected,2022,2019,4
campridge,2022,2023.03.28,481,ab,v,0.5,45,i,protected,2022,2019,4
campridge,2022,2023.03.28,482,ab,v,1.5,84,i,protected,2022,2019,4
campridge,2022,2023.03.28,482,ab,v,0.65,54,i,protected,2022,2019,4
campridge,2022,2023.03.28,482,ab,v,0.25,43,i,protected,2022,2019,4
campridge,2022,2023.03.28,482,ro,s,0.25,31,i,protected,2022,2019,4
campridge,2022,2023.03.28,483,ab,v,0.5,48,i,protected,2022,2019,4
campridge,2022,2023.03.28,483,ab,v,1,72,i,protected,2022,2019,4
campridge,2022,2023.03.28,483,ab,v,0.5,40,i,protected,2022,2019,4
campridge,2022,2023.03.28,483,ab,v,0.25,40,i,protected,2022,2019,4
campridge,2022,2023.03.28,484,sb,s,0.3,77,i,protected,2022,2019,4
campridge,2022,2023.03.28,484,ab,v,0.75,56,i,protected,2022,2019,4
campridge,2022,2023.03.28,484,ab,v,0.75,46,i,protected,2022,2019,4
campridge,2022,2023.03.28,484,ab,v,0.5,56,i,protected,2022,2019,4
campridge,2022,2023.03.28,485,rm,a,0.12,17,i,protected,2022,2019,4
campridge,2022,2023.03.28,485,ab,v,0.65,41,i,protected,2022,2019,4
campridge,2022,2023.03.28,485,ab,v,0.25,40,i,protected,2022,2019,4
campridge,2022,2023.03.28,485,ro,s,0.5,44,i,protected,2022,2019,4
campridge,2022,2023.03.28,486,ab,v,0.5,43.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,486,ab,v,0.5,42,i,protected,2022,2019,4
campridge,2022,2023.03.28,486,ab,v,0.25,43,i,protected,2022,2019,4
campridge,2022,2023.03.28,486,ab,v,0.3,47,i,protected,2022,2019,4
campridge,2022,2023.03.28,487,sb,s,0.35,64,i,protected,2022,2019,4
campridge,2022,2023.03.28,487,ab,v,0.5,45,i,protected,2022,2019,4
campridge,2022,2023.03.28,487,ab,v,0.5,43,i,protected,2022,2019,4
campridge,2022,2023.03.28,487,ab,v,0.75,69,i,protected,2022,2019,4
campridge,2022,2023.03.28,488,sb,s,0.35,61,i,protected,2022,2019,4
campridge,2022,2023.03.28,488,ab,v,0.5,49,i,protected,2022,2019,4
campridge,2022,2023.03.28,488,ab,v,0.35,44.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,488,ab,v,0.25,43,i,protected,2022,2019,4
campridge,2022,2023.03.28,489,sb,s,0.25,63.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,489,sb,s,0.5,73.5,i,protected,2022,2019,4
campridge,2022,2023.03.28,489,ab,v,0.85,60,i,protected,2022,2019,4
campridge,2022,2023.03.28,489,ab,v,1.25,95,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,sb,s,0.65,85,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,sb,s,0.6,83,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,ab,v,1.15,70,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,eh,s,1,122,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,ro,s,0.5,65,i,protected,2022,2019,4
campridge,2022,2023.03.22,490,ro,s,0.5,51,i,protected,2022,2019,4
campridge,2022,2023.03.22,491,sb,s,0.75,97,i,protected,2022,2019,4
campridge,2022,2023.03.22,491,sb,s,0.65,97,i,protected,2022,2019,4
campridge,2022,2023.03.22,491,ab,v,1.75,134,i,protected,2022,2019,4
campridge,2022,2023.03.22,491,ab,v,0.25,75,i,protected,2022,2019,4
campridge,2022,2023.03.22,492,rm,s,0.15,25.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,492,sb,s,0.75,92,i,protected,2022,2019,4
campridge,2022,2023.03.22,492,ab,v,1.25,140,i,protected,2022,2019,4
campridge,2022,2023.03.22,492,ab,v,1.15,134,i,protected,2022,2019,4
campridge,2022,2023.03.22,493,ab,v,0.6,62,i,protected,2022,2019,4
campridge,2022,2023.03.22,493,eh,v,0.6,67,i,protected,2022,2019,4
campridge,2022,2023.03.22,493,ro,s,0.2,28.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,493,ro,s,0.2,30,i,protected,2022,2019,4
campridge,2022,2023.03.22,494,sb,s,0.25,72,i,protected,2022,2019,4
campridge,2022,2023.03.22,494,sb,s,0.3,85.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,494,ab,v,1.15,76,i,protected,2022,2019,4
campridge,2022,2023.03.22,494,ab,v,1.75,125,i,protected,2022,2019,4
campridge,2022,2023.03.22,494,ab,v,0.75,74,i,protected,2022,2019,4
campridge,2022,2023.03.22,496,sb,s,0.5,82.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,496,ab,v,0.85,40,i,protected,2022,2019,4
campridge,2022,2023.03.22,496,ab,v,0.65,71,i,protected,2022,2019,4
campridge,2022,2023.03.22,496,ab,v,1,87,i,protected,2022,2019,4
campridge,2022,2023.03.22,496,wa,s,0.5,57.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,497,rm,s,0.5,60,i,protected,2022,2019,4
campridge,2022,2023.03.22,497,ab,v,0.35,46,i,protected,2022,2019,4
campridge,2022,2023.03.22,497,ab,v,0.25,45,i,protected,2022,2019,4
campridge,2022,2023.03.22,497,ab,v,0.5,53,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,rm,s,0.2,33.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,wa,s,0.15,30.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,wa,s,0.5,55,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,eh,v,1,103,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,eh,v,0.85,91,i,protected,2022,2019,4
campridge,2022,2023.03.22,498,ro,s,0.25,36,i,protected,2022,2019,4
campridge,2022,2023.03.22,499,sb,s,0.35,62,i,protected,2022,2019,4
campridge,2022,2023.03.22,499,ab,v,0.65,64,i,protected,2022,2019,4
campridge,2022,2023.03.22,499,ab,v,1,80,i,protected,2022,2019,4
campridge,2022,2023.03.22,499,ab,v,1.5,105,i,protected,2022,2019,4
campridge,2022,2023.03.22,500,ab,v,1,78,i,protected,2022,2019,4
campridge,2022,2023.03.22,500,ab,v,0.85,74,i,protected,2022,2019,4
campridge,2022,2023.03.22,500,ab,v,1.25,96,i,protected,2022,2019,4
campridge,2022,2023.03.22,76,sb,s,0.75,78,i,protected,2022,2019,4
campridge,2022,2023.03.22,76,ab,v,0.2,43,i,protected,2022,2019,4
campridge,2022,2023.03.22,76,ab,v,0.25,45,i,protected,2022,2019,4
campridge,2022,2023.03.22,76,eh,v,0.5,86,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,rm,s,0.25,53,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,rm,s,0.15,42,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,rm,s,0.25,56.5,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,wa,s,0.25,47,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,eh,s,0.25,72,i,protected,2022,2019,4
campridge,2022,2023.03.22,77,eh,v,1,112,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,sb,s,0.65,63,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,sb,s,0.65,70,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,ab,v,0.75,55,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,ab,v,1,58,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,wa,s,0.5,46,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,eh,s,0.5,44,i,protected,2022,2019,4
campridge,2022,2023.03.22,78,ro,s,0.35,45,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,rm,s,0.2,65,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,rm,s,0.6,82,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,rm,s,0.25,69,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,rm,s,0.25,64,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,eh,v,1.1,130.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,eh,v,0.65,112,i,protected,2022,2019,4
campridge,2022,2023.03.21,79,ba,s,1,78,i,protected,2022,2019,4
campridge,2022,2023.03.21,80,rm,s,0.25,38,i,protected,2022,2019,4
campridge,2022,2023.03.21,80,rm,s,0.15,27,i,protected,2022,2019,4
campridge,2022,2023.03.21,80,wa,s,0.25,28,i,protected,2022,2019,4
campridge,2022,2023.03.21,80,eh,v,0.25,62,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,rm,s,0.5,57,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,sb,s,1.25,84,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,sh,s,0.5,54.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,ro,s,0.5,38.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,ro,s,0.25,35,i,protected,2022,2019,4
campridge,2022,2023.03.21,81,ro,s,0.5,54.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,rm,s,0.25,48,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,rm,s,0.25,51,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,sh,s,0.65,37.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,eh,v,0.75,120,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,eh,s,1,121,i,protected,2022,2019,4
campridge,2022,2023.03.21,82,ba,s,1,65.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,83,rm,s,0.25,45,i,protected,2022,2019,4
campridge,2022,2023.03.21,83,sm,s,0.35,52,i,protected,2022,2019,4
campridge,2022,2023.03.21,83,wa,s,0.5,53,i,protected,2022,2019,4
campridge,2022,2023.03.21,83,eh,v,1.25,142,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,rm,s,0.25,41.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,rm,s,0.2,50,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,rm,s,0.35,51,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,sb,s,0.75,77,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,ab,v,0.5,64,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,ab,v,0.25,58,i,protected,2022,2019,4
campridge,2022,2023.03.21,84,wa,s,0.6,67,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,rm,s,0.2,42.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,rm,s,0.2,43.5,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,rm,s,0.5,60,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,rm,s,0.25,48,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,ab,v,0.5,40,i,protected,2022,2019,4
campridge,2022,2023.03.21,85,ab,v,0.75,62,i,protected,2022,2019,4
campridge,2022,2023.03.07,86,sb,s,1.25,113,p,protected,2022,2019,4
campridge,2022,2023.03.07,86,wa,s,0.5,57,p,protected,2022,2019,4
campridge,2022,2023.03.07,86,eh,s,1,96,p,protected,2022,2019,4
campridge,2022,2023.03.07,86,eh,v,1.15,109,p,protected,2022,2019,4
campridge,2022,2023.03.07,86,ba,s,0.35,52,p,protected,2022,2019,4
campridge,2022,2023.03.07,86,ba,s,1.1,85.5,p,protected,2022,2019,4
campridge,2022,2023.03.07,87,rm,s,0.35,38,i,protected,2022,2019,4
campridge,2022,2023.03.07,87,rm,s,0.25,37,i,protected,2022,2019,4
campridge,2022,2023.03.07,87,ab,v,0.25,38,i,protected,2022,2019,4
campridge,2022,2023.03.07,87,wa,s,0.5,63.5,i,protected,2022,2019,4
campridge,2022,2023.03.07,87,eh,s,1.25,109,i,protected,2022,2019,4
campridge,2022,2023.03.07,87,ro,s,0.6,51.5,i,protected,2022,2019,4
campridge,2022,2023.03.07,88,wa,s,0.6,59,i,protected,2022,2019,4
campridge,2022,2023.03.07,88,ro,s,0.75,64,i,protected,2022,2019,4
campridge,2022,2023.03.07,88,ro,s,0.25,55,i,protected,2022,2019,4
campridge,2022,2023.03.07,88,ba,s,1.15,72,i,protected,2022,2019,4
campridge,2022,2023.03.07,88,ba,s,0.6,60,i,protected,2022,2019,4
campridge,2022,2023.03.07,89,sb,s,0.6,73.5,i,protected,2022,2019,4
campridge,2022,2023.03.07,89,ab,v,0.6,41.5,i,protected,2022,2019,4
campridge,2022,2023.03.07,89,ab,v,0.3,43,i,protected,2022,2019,4
campridge,2022,2023.03.07,89,ab,v,0.25,50,i,protected,2022,2019,4
campridge,2022,2023.03.07,89,ab,v,0.3,47,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,ab,v,0.85,63.5,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,ab,v,0.75,67,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,ab,v,1,65,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,wa,s,0.6,61,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,eh,v,0.75,117,i,protected,2022,2019,4
campridge,2022,2023.03.07,90,ba,s,1.15,75,i,protected,2022,2019,4
campridge,2022,2023.03.07,91,sb,s,0.5,58,i,protected,2022,2019,4
campridge,2022,2023.03.07,91,ab,v,1.25,105,i,protected,2022,2019,4
campridge,2022,2023.03.07,91,ab,v,0.5,55,i,protected,2022,2019,4
campridge,2022,2023.03.07,91,ab,v,0.5,65,i,protected,2022,2019,4
campridge,2022,2023.03.07,91,eh,s,0.2,44,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,sb,s,0.65,102,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,ab,v,1.25,78,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,ab,v,1,87,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,ab,v,2.25,141,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,wa,s,0.5,65,i,protected,2022,2019,4
campridge,2022,2023.03.07,92,wa,s,0.75,69,i,protected,2022,2019,4
campridge,2022,2023.03.08,93,ab,v,0.65,79,i,protected,2022,2019,4
campridge,2022,2023.03.08,93,ab,v,0.65,80,i,protected,2022,2019,4
campridge,2022,2023.03.08,93,ab,v,0.75,60,i,protected,2022,2019,4
campridge,2022,2023.03.08,93,wa,s,0.6,46.5,i,protected,2022,2019,4
campridge,2022,2023.03.08,93,eh,s,0.75,138,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,sb,s,0.5,80,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,sb,s,0.25,69.5,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,ab,v,0.65,86,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,ab,v,0.75,90,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,ab,v,0.65,75,i,protected,2022,2019,4
campridge,2022,2023.03.08,94,ro,s,0.35,44,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,wp,s,1.1,64,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,rm,s,0.2,42,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,sb,s,0.85,105,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,ab,v,0.75,103,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,ab,v,0.75,106,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,ab,v,0.65,108,i,protected,2022,2019,4
campridge,2022,2023.03.08,95,ro,s,0.35,42,i,protected,2022,2019,4
campridge,2022,2023.03.08,96,rm,s,0.25,54,i,protected,2022,2019,4
campridge,2022,2023.03.08,96,sb,s,1,97,i,protected,2022,2019,4
campridge,2022,2023.03.08,96,ab,v,0.75,75,i,protected,2022,2019,4
campridge,2022,2023.03.08,96,ab,v,2.25,108,i,protected,2022,2019,4
campridge,2022,2023.03.08,97,ab,v,0.5,40,i,protected,2022,2019,4
campridge,2022,2023.03.08,97,wa,s,0.25,34,i,protected,2022,2019,4
campridge,2022,2023.03.08,97,eh,v,0.65,80,i,protected,2022,2019,4
campridge,2022,2023.03.08,97,ro,s,0.25,48,i,protected,2022,2019,4
campridge,2022,2023.03.08,97,ro,s,0.25,38.5,i,protected,2022,2019,4
campridge,2022,2023.03.08,98,ab,v,0.35,41,i,protected,2022,2019,4
campridge,2022,2023.03.08,98,wa,s,1,92,i,protected,2022,2019,4
campridge,2022,2023.03.08,98,wa,s,0.75,54,i,protected,2022,2019,4
campridge,2022,2023.03.08,98,wa,s,0.65,58,i,protected,2022,2019,4
campridge,2022,2023.03.08,98,eh,s,0.75,75,i,protected,2022,2019,4
circle,2022,2022.09.27,284,rm,s,0.2,25,i,protected,2022,2020,3
circle,2022,2022.09.27,284,ab,v,0.5,65,i,protected,2022,2020,3
circle,2022,2022.09.27,284,ab,v,0.25,36,i,protected,2022,2020,3
circle,2022,2022.09.27,284,ro,s,0.25,40,i,protected,2022,2020,3
circle,2022,2022.09.27,284,ro,s,0.25,37,i,protected,2022,2020,3
circle,2022,2022.09.27,284,ro,s,0.25,30.5,i,protected,2022,2020,3
circle,2022,2022.09.27,285,rm,s,0.15,20.5,i,protected,2022,2020,3
circle,2022,2022.09.27,285,ab,v,0.75,67,i,protected,2022,2020,3
circle,2022,2022.09.27,285,ab,v,0.65,58,i,protected,2022,2020,3
circle,2022,2022.09.27,285,wa,s,0.35,55,i,protected,2022,2020,3
circle,2022,2022.09.27,285,ro,s,0.2,30.5,i,protected,2022,2020,3
circle,2022,2022.09.27,286,rm,s,0.12,20,i,protected,2022,2020,3
circle,2022,2022.09.27,286,rm,s,0.15,29,i,protected,2022,2020,3
circle,2022,2022.09.27,286,ab,v,0.25,28.5,i,protected,2022,2020,3
circle,2022,2022.09.27,286,ab,v,0.2,35.5,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ab,v,0.25,26,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ab,v,0.2,34,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ab,v,0.25,34.5,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ab,v,0.6,50,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ro,s,0.25,44,i,protected,2022,2020,3
circle,2022,2022.09.27,287,ro,s,0.3,49,i,protected,2022,2020,3
circle,2022,2022.09.27,288,rm,s,0.2,38,i,protected,2022,2020,3
circle,2022,2022.09.27,288,rm,s,0.2,34,i,protected,2022,2020,3
circle,2022,2022.09.27,288,ab,v,0.5,50,i,protected,2022,2020,3
circle,2022,2022.09.27,288,ab,v,0.6,47,i,protected,2022,2020,3
circle,2022,2022.09.27,288,ab,v,0.5,49,i,protected,2022,2020,3
circle,2022,2022.09.27,288,ro,s,0.25,39,i,protected,2022,2020,3
circle,2022,2022.09.27,288,ro,s,0.5,78,i,protected,2022,2020,3
circle,2022,2022.09.27,290,rm,s,0.2,33,i,protected,2022,2020,3
circle,2022,2022.09.27,290,rm,s,0.25,37,i,protected,2022,2020,3
circle,2022,2022.09.27,290,ab,v,0.6,57.5,i,protected,2022,2020,3
circle,2022,2022.09.27,290,ro,s,0.5,58,i,protected,2022,2020,3
circle,2022,2022.09.27,290,ro,s,0.6,77,i,protected,2022,2020,3
circle,2022,2022.09.27,290,ro,s,0.35,60,i,protected,2022,2020,3
circle,2022,2022.09.27,291,rm,s,0.25,39,i,protected,2022,2020,3
circle,2022,2022.09.27,291,rm,s,0.15,32,i,protected,2022,2020,3
circle,2022,2022.09.27,291,rm,s,0.2,45,i,protected,2022,2020,3
circle,2022,2022.09.27,291,ab,v,0.25,35,i,protected,2022,2020,3
circle,2022,2022.09.27,291,ro,s,0.85,85,i,protected,2022,2020,3
circle,2022,2022.09.27,291,ro,s,0.4,58.9,i,protected,2022,2020,3
circle,2022,2022.09.27,292,rm,s,0.15,24,i,protected,2022,2020,3
circle,2022,2022.09.27,292,sm,s,0.12,12.5,i,protected,2022,2020,3
circle,2022,2022.09.27,292,ro,s,0.25,58,i,protected,2022,2020,3
