harvest,date,location,point,spp,origin,radius.01,radius.other,sup.seed01,sup.seed02,sup.seed03,sup.sapl,exp.seed01,exp.seed02,exp.seed03,exp.sapl,top4,other
rp,2020.06.09,perimeter,890,375,s,3.7,6,,,,,1,1,,,1,
rp,2020.06.09,perimeter,891,375,s,3.7,6,1,,,,1,,,,,
rp,2020.06.09,perimeter,892,375,s,3.7,6,,,,,1,,,,,
gl,2020.04.08,interior,838,375,t,3.7,6,,,,,,2,,,2,
crp,2020.07.16,control,754,375,s,3.7,6,,,,,1,,,,,
boot,2020.06.19,interior,358,379,s,3.7,6,2,,,,,2,,,2,
gl,2020.04.15,perimeter,813,379,s,3.7,6,,,,,,,1,,1,
cgl,2020.07.14,control,731,391,s,3.7,6,,,,,4,,,,1,
cgl,2020.07.14,control,734,391,s,3.7,6,,,,,3,,,,,
cgl,2020.07.13,control,737,391,s,3.7,6,,,,,1,,,,,
gl,2020.04.14,interior,840,391,s,3.7,6,,,,,2,,,,,
rp,2020.06.08,interior,340,391,s,3.7,6,,,,,,1,,,,
cgl,2020.07.14,control,734,391,t,3.7,6,,,,,4,,,,2,
cgl,2020.07.14,control,735,391,t,3.7,6,,,,,2,,,,,
cgl,2020.07.13,control,737,391,t,3.7,6,,,,,3,,,,1,
cgl,2020.07.14,control,731,500,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,738,500,s,3.7,6,,,,,1,,,,,
wedge,2020.06.23,perimeter,967,531,r,3.7,6,1,,,,,,,,,
boot,2020.06.16,interior,350,531,r,3.7,6,,,,,8,1,,,3,
boot,2020.06.12,interior,366,531,r,3.7,6,,,,,2,,,,,
boot,2020.06.15,interior,369,531,r,3.7,6,4,,,,,,,,,
cgl,2020.07.14,control,729,531,r,3.7,6,,,,,2,,,,,
cgl,2020.07.14,control,733,531,r,3.7,6,3,,,,,,,,,
cgl,2020.07.14,control,734,531,r,3.7,6,,,,,6,,,,1,
cgl,2020.07.13,control,737,531,r,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,738,531,r,3.7,6,,,,,2,,,,1,
cgl,2020.07.13,control,739,531,r,3.7,6,2,,,,,,,,,
cgl,2020.07.13,control,740,531,r,3.7,6,,,,,3,,,,1,
cgl,2020.07.10,control,742,531,r,3.7,6,,,,,2,,,,1,
cgl,2020.07.13,control,744,531,r,3.7,6,,,,,4,,,,2,
crp,2020.07.16,control,752,531,r,3.7,6,,,,,6,,,,,
crp,2020.07.16,control,753,531,r,3.7,6,,,,,4,,,,,
crp,2020.07.16,control,754,531,r,3.7,6,1,,,,3,,,,,
crp,2020.07.16,control,755,531,r,3.7,6,,,,,8,,,,,
crp,2020.07.16,control,756,531,r,3.7,6,1,,,,6,,,,,
crp,2020.07.16,control,757,531,r,3.7,6,,,,,11,,,,,
crp,2020.07.16,control,758,531,r,3.7,6,3,,,,7,,,,,
crp,2020.07.16,control,762,531,r,3.7,6,,,,,2,,,,,
crp,2020.07.17,control,764,531,r,3.7,6,,,,,6,,,,4,
crp,2020.07.16,control,766,531,r,3.7,6,1,,,,,,,,,
crp,2020.07.15,control,769,531,r,3.7,6,,,,,1,,,,,
crp,2020.07.15,control,770,531,r,3.7,6,,,,,1,,,,1,
cwb,2020.07.09,control,702,531,r,3.7,6,,,,,,1,,,1,
cwb,2020.07.09,control,710,531,r,3.7,6,2,,,,4,,,,4,
cwb,2020.07.09,control,712,531,r,3.7,6,2,,,,,,,,,
cwb,2020.07.06,control,947,531,r,3.7,6,,,,,,3,,,2,
gl,2020.04.14,perimeter,803,531,r,3.7,6,,,,,7,,,,,
gl,2020.04.15,perimeter,805,531,r,3.7,6,9,,,,,,,,,
gl,2020.04.15,perimeter,806,531,r,3.7,6,6,,,,,,,,,
gl,2020.04.15,perimeter,808,531,r,3.7,6,3,,,,3,,,,,
gl,2020.04.15,perimeter,810,531,r,3.7,6,2,,,,,,,,,
gl,2020.04.15,perimeter,811,531,r,3.7,6,18,,,,14,,,,,
gl,2020.04.15,perimeter,812,531,r,3.7,6,5,,,,9,,,,,
gl,2020.04.17,perimeter,817,531,r,3.7,6,1,,,,1,,,,,
gl,2020.04.17,perimeter,819,531,r,3.7,6,16,,,,,,,,,
gl,2020.04.17,perimeter,821,531,r,3.7,6,3,,,,,,,,,
gl,2020.04.10,perimeter,826,531,r,3.7,6,,,,,7,,,,,
gl,2020.04.14,interior,840,531,r,3.7,6,,,,,1,,,,,
gl,2020.05.05,interior,854,531,r,3.7,6,13,,,,6,,,,,
gl,2020.04.06,interior,866,531,r,3.7,6,4,,,,2,,,,,
gl,2020.04.20,interior,867,531,r,3.7,6,,,,,3,,,,,
gl,2020.04.20,interior,876,531,r,3.7,6,2,,,,,,,,,
rp,2020.06.09,interior,342,531,r,3.7,6,,,,,3,,,,,
rp,2020.06.09,interior,343,531,r,3.7,6,,,,,5,,,,,
wedge,2020.06.29,interior,371,531,r,3.7,6,1,,,,1,,,,,
wedge,2020.06.25,interior,375,531,r,3.7,6,,,,,1,,,,1,
wedge,2020.06.25,perimeter,969,531,r,3.7,6,3,,,,,,,,,
wedge,2020.06.29,perimeter,974,531,r,3.7,6,2,,,,,,,,,
wedge,2020.06.23,perimeter,975,531,r,3.7,6,,,,,4,,,,,
boot,2020.06.12,interior,367,531,s,3.7,6,1,,,,,,,,,
boot,2020.06.15,interior,369,531,s,3.7,6,,,,,1,,,,,
boot,2020.06.19,perimeter,952,531,s,3.7,6,1,,,,,,,,,
cgl,2020.07.13,control,737,531,s,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,759,531,s,3.7,6,,,,,,,,1,1,
crp,2020.07.15,control,773,531,s,3.7,6,,,,,,1,,,,
cwb,2020.06.29,control,393,531,s,3.7,6,,,,,,1,,,1,
cwb,2020.07.09,control,400,531,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,808,531,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,810,531,s,3.7,6,1,,,,,3,,1,3,
gl,2020.04.15,perimeter,811,531,s,3.7,6,,,,,,,,,,
gl,2020.04.17,perimeter,817,531,s,3.7,6,,,,,1,,,,,
gl,2020.04.10,perimeter,825,531,s,3.7,6,1,,,,1,,,,,
gl,2020.04.16,perimeter,829,531,s,3.7,6,1,,,,,,,,,
gl,2020.05.05,interior,854,531,s,3.7,6,1,,,,,3,,,1,
gl,2020.04.06,interior,864,531,s,3.7,6,1,2,,,,,,1,1,
gl,2020.04.20,interior,867,531,s,3.7,6,,,,,,2,,,2,
gl,2020.04.20,interior,876,531,s,3.7,6,1,,,,,,,,,
rp,2020.06.09,interior,342,531,s,3.7,6,,,,,,,,,,
rp,2020.06.01,perimeter,883,531,s,3.7,6,1,,,,,,,,,
rp,2020.06.08,perimeter,887,531,s,3.7,6,,,,,1,,,,,
rp,2020.06.09,perimeter,891,531,s,3.7,6,2,,,,,,,,,
wedge,2020.06.25,perimeter,970,531,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,729,531,t,3.7,6,,,,,4,,,,3,
cgl,2020.07.14,control,732,531,t,3.7,6,,,,,4,1,,,1,
cgl,2020.07.13,control,737,531,t,3.7,6,,,,,4,,,,1,
cgl,2020.07.13,control,740,531,t,3.7,6,,,,,4,,,,2,
cgl,2020.07.10,control,745,531,t,3.7,6,,,,,6,,,,3,
crp,2020.07.16,control,752,531,t,3.7,6,,,,,4,,,,2,
crp,2020.07.16,control,753,531,t,3.7,6,,,,,6,,,,4,
crp,2020.07.16,control,756,531,t,3.7,6,,,,,4,,,,,
crp,2020.07.17,control,757,531,t,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,758,531,t,3.7,6,,,,,3,,,,2,
crp,2020.07.16,control,759,531,t,3.7,6,,,,,4,,,,2,
crp,2020.07.16,control,760,531,t,3.7,6,,,,,2,,,,,
crp,2020.07.16,control,761,531,t,3.7,6,,,,,1,,,,,
crp,2020.07.16,control,762,531,t,3.7,6,,,,,1,,,,,
crp,2020.07.17,control,764,531,t,3.7,6,,,,,6,,,,,
crp,2020.07.17,control,765,531,t,3.7,6,,,,,4,,,,3,
crp,2020.07.16,control,766,531,t,3.7,6,,,,,3,,,,,
crp,2020.07.15,control,769,531,t,3.7,6,,,,,5,,,,3,
crp,2020.07.15,control,773,531,t,3.7,6,,,,,3,,,,3,
cwb,2020.07.09,control,400,531,t,3.7,6,,,,,,4,,,4,
cwb,2020.07.09,control,710,531,t,3.7,6,,,,,3,,,,,
cwb,2020.07.06,control,947,531,t,3.7,6,,,,,,3,,,2,
gl,2020.04.14,perimeter,803,531,t,3.7,6,,,,,1,,,,,
gl,2020.04.15,perimeter,805,531,t,3.7,6,,,,,5,,,,,
gl,2020.04.15,perimeter,806,531,t,3.7,6,1,,,,,,,,,
gl,2020.04.15,perimeter,808,531,t,3.7,6,,,,,,,,,,
gl,2020.04.15,perimeter,811,531,t,3.7,6,,,,,4,1,,,,
gl,2020.04.17,perimeter,819,531,t,3.7,6,,,,,8,,,,,
gl,2020.04.17,perimeter,820,531,t,3.7,6,5,,,,,,,,,
gl,2020.04.10,perimeter,826,531,t,3.7,6,,,,,,,,,,
gl,2020.04.16,perimeter,829,531,t,3.7,6,,,,,4,,,,,
gl,2020.04.16,perimeter,831,531,t,3.7,6,2,,,,,,,,,
gl,2020.04.14,interior,840,531,t,3.7,6,,,,,4,,,,,
gl,2020.05.08,interior,849,531,t,3.7,6,,,,,,1,,,,
gl,2020.05.05,interior,854,531,t,3.7,6,12,,,,,,,,,
gl,2020.04.06,interior,862,531,t,3.7,6,2,,,,,,,,,
gl,2020.04.20,interior,867,531,t,3.7,6,,,,,3,,,,,
gl,2020.04.22,interior,872,531,t,3.7,6,,,,,1,,,,,
rp,2020.05.28,interior,348,531,t,3.7,6,,,,,4,,,,,
rp,2020.06.08,perimeter,887,531,t,3.7,6,,,,,4,1,,,,
gl,2020.04.22,interior,878,541,r,3.7,6,2,,,,4,6,,,,
boot,2020.06.16,interior,349,541,s,3.7,6,,,,,1,,,,1,
boot,2020.06.16,interior,350,541,s,3.7,6,1,,,,3,,,,,
boot,2020.06.16,interior,355,541,s,3.7,6,2,,,,,,,,,
boot,2020.06.22,interior,359,541,s,3.7,6,2,,,,,,,,,
boot,2020.06.12,interior,361,541,s,3.7,6,,,,,2,,,,2,
boot,2020.06.15,interior,362,541,s,3.7,6,21,,,,,,,,,
boot,2020.06.22,interior,364,541,s,3.7,6,1,,,,2,,,,,
boot,2020.06.22,interior,365,541,s,3.7,6,9,,,,,,,,,
boot,2020.06.12,interior,367,541,s,3.7,6,1,,,,,,,,,
boot,2020.06.12,interior,368,541,s,3.7,6,,,,,2,,,,,
boot,2020.06.15,interior,369,541,s,3.7,6,1,,,,,,,,,
boot,2020.06.19,perimeter,952,541,s,3.7,6,1,,,,,,,,,
boot,2020.06.19,perimeter,953,541,s,3.7,6,3,,,,1,,,,,
boot,2020.06.12,perimeter,954,541,s,3.7,6,1,,,,1,,,,,
boot,2020.06.15,perimeter,958,541,s,3.7,6,1,,,,,,,,,
boot,2020.06.15,perimeter,959,541,s,3.7,6,1,,,,1,,,,,
boot,2020.06.22,perimeter,960,541,s,3.7,6,10,,,,,,,,,
boot,2020.06.16,perimeter,965,541,s,3.7,6,,,,,2,,,,,
cgl,2020.07.14,control,730,541,s,3.7,6,,,,,5,,,,,
cgl,2020.07.14,control,731,541,s,3.7,6,1,,,,1,,,,,
cgl,2020.07.14,control,732,541,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,735,541,s,3.7,6,,,,,5,,,,,
cgl,2020.07.14,control,738,541,s,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,763,541,s,3.7,6,,,,,1,,,,,
crp,2020.07.15,control,767,541,s,3.7,6,,,,,3,,,,,
crp,2020.07.15,control,771,541,s,3.7,6,3,,,,,,,,,
cwb,2020.07.06,control,384,541,s,3.7,6,,,,,3,,,,3,
cwb,2020.07.06,control,385,541,s,3.7,6,,,,,4,,,,1,
cwb,2020.07.07,control,395,541,s,3.7,6,,,,,2,,,,2,
cwb,2020.07.09,control,400,541,s,3.7,6,1,,,,,,,,,
cwb,2020.07.07,control,707,541,s,3.7,6,1,,,,,,,,1,
cwb,2020.07.07,control,708,541,s,3.7,6,1,,,,1,,,,,
cwb,2020.07.09,control,710,541,s,3.7,6,,,,,2,,,,,
cwb,2020.07.09,control,712,541,s,3.7,6,2,,,,1,,,,,
cwb,2020.07.09,control,713,541,s,3.7,6,2,,,,,,,,,
cwb,2020.07.06,control,947,541,s,3.7,6,1,,,,3,,,,,
cwb,2020.07.06,control,948,541,s,3.7,6,4,,,,20,,,,3,
cwb,2020.07.06,control,949,541,s,3.7,6,2,,,,1,,,,3,
gl,2020.04.14,perimeter,802,541,s,3.7,6,22,1,,,,,,,,
gl,2020.04.14,perimeter,803,541,s,3.7,6,,,,,1,4,,,4,
gl,2020.04.15,perimeter,804,541,s,3.7,6,1,,,,2,1,,,4,
gl,2020.04.15,perimeter,805,541,s,3.7,6,1,,,,1,,,,1,
gl,2020.04.15,perimeter,808,541,s,3.7,6,,,,,,1,,,,
gl,2020.04.17,perimeter,817,541,s,3.7,6,,,,,1,,,,,
gl,2020.04.17,perimeter,818,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.10,perimeter,823,541,s,3.7,6,2,,,,1,,,,,
gl,2020.04.10,perimeter,824,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.17,perimeter,829,541,s,3.7,6,,,,,1,,,,1,
gl,2020.04.16,perimeter,835,541,s,3.7,6,,,,,1,4,,,2,
gl,2020.04.08,interior,836,541,s,3.7,6,,,,,1,,,,1,
gl,2020.04.14,interior,839,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.14,interior,842,541,s,3.7,6,,,,,,1,,,,
gl,2020.04.14,interior,843,541,s,3.7,6,,,,,,10,,,1,
gl,2020.05.04,interior,844,541,s,3.7,6,1,,,,1,,,,,
gl,2020.05.05,interior,845,541,s,3.7,6,1,,,,1,1,,,,
gl,2020.05.08,interior,847,541,s,3.7,6,1,,,,,1,,,,
gl,2020.05.08,interior,850,541,s,3.7,6,,,,,1,,,,1,
gl,2020.05.08,interior,851,541,s,3.7,6,3,,,,,1,,,,
gl,2020.05.05,interior,852,541,s,3.7,6,,,,,,10,,,3,
gl,2020.05.05,interior,853,541,s,3.7,6,4,,,,2,3,,,,
gl,2020.05.08,interior,855,541,s,3.7,6,5,,,,2,,,,,
gl,2020.04.06,interior,857,541,s,3.7,6,,,,,,1,,,1,
gl,2020.04.06,interior,857,541,s,3.7,6,2,,,,1,,,,,
gl,2020.04.23,interior,859,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.22,interior,860,541,s,3.7,6,1,,,,1,3,,,,
gl,2020.04.23,interior,861,541,s,3.7,6,3,,,,,3,,,,
gl,2020.04.06,interior,864,541,s,3.7,6,5,,,,,,,,,
gl,2020.04.06,interior,865,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.20,interior,868,541,s,3.7,6,1,,,,2,3,,,,
gl,2020.04.22,interior,869,541,s,3.7,6,3,,,,2,,,,2,
gl,2020.04.22,interior,872,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.20,interior,876,541,s,3.7,6,1,,,,,,,,,
gl,2020.04.22,interior,878,541,s,3.7,6,1,,,,,7,,,,
rp,2020.06.01,interior,335,541,s,3.7,6,2,,,,,,,,,
rp,2020.06.01,interior,336,541,s,3.7,6,,,,,1,1,,,,
rp,2020.06.03,interior,338,541,s,3.7,6,,,,,4,,,,,
rp,2020.06.03,interior,339,541,s,3.7,6,,,,,4,,,,1,
rp,2020.06.08,interior,340,541,s,3.7,6,3,,,,6,7,,,,
rp,2020.06.09,interior,343,541,s,3.7,6,1,,,,,,,,,
rp,2020.05.28,interior,345,541,s,3.7,6,,,,,3,,,,2,
rp,2020.05.28,interior,346,541,s,3.7,6,1,,,,1,,,,,
rp,2020.05.28,interior,347,541,s,3.7,6,,,,,1,,,,,
rp,2020.05.28,interior,348,541,s,3.7,6,1,,,,1,,,,,
rp,2020.06.01,perimeter,883,541,s,3.7,6,1,,,,,1,,,1,
rp,2020.06.08,perimeter,889,541,s,3.7,6,,,,,2,,,,2,
rp,2020.06.09,perimeter,890,541,s,3.7,6,1,,,,2,,,,,
wedge,2020.06.25,interior,375,541,s,3.7,6,2,,,,,,,,,
wedge,2020.06.25,interior,378,541,s,3.7,6,1,,,,1,,,,,
wedge,2020.06.23,interior,380,541,s,3.7,6,,,,,1,,,,,
wedge,2020.06.23,interior,381,541,s,3.7,6,1,,,,1,,,,2,
wedge,2020.06.25,interior,382,541,s,3.7,6,3,,,,,,,,,
wedge,2020.06.23,perimeter,967,541,s,3.7,6,2,,,,,,,,,
wedge,2020.06.23,perimeter,968,541,s,3.7,6,,,,,3,,,,,
cgl,2020.07.14,control,730,541,t,3.7,6,1,,,,1,1,,,,
cgl,2020.07.14,control,735,541,t,3.7,6,,,,,4,,,,,
gl,2020.04.15,perimeter,804,541,t,3.7,6,,,,,,3,,,,
gl,2020.04.10,perimeter,828,541,t,3.7,6,,,,,,4,,,1,
gl,2020.05.05,interior,845,541,t,3.7,6,,,,,,1,,,,
gl,2020.05.08,interior,847,541,t,3.7,6,,,,,,4,1,,1,
gl,2020.05.08,interior,851,541,t,3.7,6,,,,,,1,,,,
gl,2020.04.06,interior,857,541,t,3.7,6,,,,,3,,,,,
rp,2020.05.28,interior,345,541,t,3.7,6,,,,,4,,,,2,
rp,2020.05.28,interior,348,541,t,3.7,6,,,,,2,,,,,
gl,2020.04.20,interior,875,541,s,3.7,6,,,,,3,,,,,
wedge,2020.06.25,interior,383,372,s,3.7,6,1,,,,1,,,,,
rp,2020.06.08,perimeter,887,375,t,3.7,6,,,,,,3,,,,
gl,2020.04.17,perimeter,820,621,r,3.7,6,7,,,,,,,,,
gl,2020.04.15,perimeter,812,621,s,3.7,6,1,,,,4,2,,,1,
gl,2020.04.20,interior,875,621,s,3.7,6,,,,,11,,,,,
cgl,2020.07.10,control,743,701,s,3.7,6,1,,,,,,,,,
crp,2020.07.15,control,767,701,s,3.7,6,,,,,4,,,,2,
rp,2020.06.08,interior,340,701,s,3.7,6,,,,,,1,,,,
rp,2020.06.08,perimeter,886,701,s,3.7,6,,1,,,,,,,,
cgl,2020.07.13,control,739,701,t,3.7,6,1,,,,1,,,,,
cgl,2020.07.10,control,745,701,t,3.7,6,2,,,,1,,,,,
crp,2020.07.15,control,767,701,t,3.7,6,,,,,2,,,,1,
gl,2020.05.08,interior,849,701,t,3.7,6,,,,,,8,,,,
rp,2020.06.08,perimeter,887,701,t,3.7,6,,,,,,13,,,2,
gl,2020.04.08,interior,836,701,s,3.7,6,,,,,2,,,,,
gl,2020.04.15,perimeter,805,743,r,3.7,6,,,,,,1,,,,
gl,2020.04.17,perimeter,817,743,r,3.7,6,,1,,,,11,,,3,
gl,2020.04.17,perimeter,818,743,r,3.7,6,1,,,,,2,2,,1,
gl,2020.04.17,perimeter,820,743,r,3.7,6,2,6,,,,9,5,,3,
gl,2020.04.10,perimeter,827,743,r,3.7,6,8,2,,,2,9,1,,3,
gl,2020.04.16,perimeter,833,743,r,3.7,6,2,2,,,15,,,,3,
gl,2020.04.22,interior,870,743,r,3.7,6,,,,,,2,,,2,
gl,2020.04.22,interior,871,743,r,3.7,6,15,,,,,14,2,,,
gl,2020.04.22,interior,872,743,r,3.7,6,,,,,,8,,,4,
gl,2020.04.22,interior,878,743,r,3.7,6,,,,,,7,2,,3,
gl,2020.04.22,interior,879,743,r,3.7,6,4,,,,5,8,,,2,
rp,2020.06.01,interior,336,743,r,3.7,6,,,,,,11,4,,4,
rp,2020.05.27,interior,341,743,r,3.7,6,1,,,,1,4,1,,4,
rp,2020.05.28,interior,347,743,r,3.7,6,,,,,1,8,,,3,
rp,2020.05.26,perimeter,882,743,r,3.7,6,,,,,5,5,,,4,
rp,2020.06.01,perimeter,883,743,r,3.7,6,,,,,,2,,,2,
rp,2020.06.01,perimeter,884,743,r,3.7,6,,,,,,1,,,1,
rp,2020.06.01,perimeter,885,743,r,3.7,6,2,,,,,15,4,,,
gl,2020.04.14,perimeter,801,743,s,3.7,6,1,,,,,1,,,1,
gl,2020.04.14,perimeter,802,743,s,3.7,6,,,,,,5,,,2,
gl,2020.04.15,perimeter,805,743,s,3.7,6,,,,,,2,,,2,
gl,2020.04.15,perimeter,806,743,s,3.7,6,,,,,2,,,,,
gl,2020.04.15,perimeter,807,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,811,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,812,743,s,3.7,6,,,,,,1,,,1,
gl,2020.04.20,perimeter,815,743,s,3.7,6,,,,,5,3,,,2,
gl,2020.04.17,perimeter,819,743,s,3.7,6,1,1,,,,4,,,,
gl,2020.04.17,perimeter,821,743,s,3.7,6,,,,,1,16,2,,1,
gl,2020.04.17,perimeter,822,743,s,3.7,6,,,,,4,6,,,2,
gl,2020.04.10,perimeter,823,743,s,3.7,6,,,,,1,8,2,,2,
gl,2020.04.10,perimeter,824,743,s,3.7,6,,2,,,,2,1,,,
gl,2020.04.10,perimeter,825,743,s,3.7,6,1,1,,,,,,,,
gl,2020.04.10,perimeter,826,743,s,3.7,6,2,,,,12,,,,3,
gl,2020.04.10,perimeter,828,743,s,3.7,6,5,,,,8,7,1,,3,
gl,2020.04.16,perimeter,829,743,s,3.7,6,,,,,,1,,,1,
gl,2020.04.16,perimeter,830,743,s,3.7,6,2,,,,6,9,,,3,
gl,2020.04.16,perimeter,831,743,s,3.7,6,,2,,,,5,,,1,
gl,2020.04.16,perimeter,832,743,s,3.7,6,,,,,2,3,,,3,
gl,2020.04.16,perimeter,834,743,s,3.7,6,5,,,,4,2,,,2,
gl,2020.04.08,interior,836,743,s,3.7,6,,,,,2,,,,2,
gl,2020.05.05,interior,845,743,s,3.7,6,,,,,,2,,,,
gl,2020.05.08,interior,846,743,s,3.7,6,,,,,,2,,,2,
gl,2020.05.08,interior,848,743,s,3.7,6,2,,,,,5,,,3,
gl,2020.05.08,interior,849,743,s,3.7,6,,1,,,,,,,,
gl,2020.05.08,interior,850,743,s,3.7,6,,,,,2,1,,,3,
gl,2020.05.08,interior,851,743,s,3.7,6,,,,,1,2,,,2,
gl,2020.05.05,interior,852,743,s,3.7,6,,,,,,2,,,,
gl,2020.05.05,interior,853,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.23,interior,858,743,s,3.7,6,4,,,,7,5,,,4,
gl,2020.04.22,interior,860,743,s,3.7,6,10,,,,7,28,2,,4,
gl,2020.04.23,interior,861,743,s,3.7,6,,,,,,,1,,,
gl,2020.04.06,interior,865,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.22,interior,869,743,s,3.7,6,1,,,,,,,,,
rp,2020.05.27,interior,337,743,s,3.7,6,,,,,3,,,,,
rp,2020.05.28,interior,346,743,s,3.7,6,,,,,,1,,,1,
rp,2020.05.26,perimeter,881,743,s,3.7,6,,,,,,1,,,,
wedge,2020.06.25,interior,375,743,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,731,743,r,3.7,6,2,,,,2,1,,,1,
cgl,2020.07.14,control,733,743,r,3.7,6,,,,,1,4,,,4,
cgl,2020.07.14,control,734,743,r,3.7,6,,,,,3,,,,,
cgl,2020.07.14,control,735,743,r,3.7,6,1,,,,,,,,,
cgl,2020.07.13,control,737,743,r,3.7,6,,,,,1,,,,,
cgl,2020.07.13,control,740,743,r,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,752,743,r,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,758,743,r,3.7,6,1,,,,2,,,,,
crp,2020.07.16,control,759,743,r,3.7,6,,,,,,,1,,1,
crp,2020.07.16,control,760,743,r,3.7,6,,,,,3,6,,1,4,
crp,2020.07.16,control,761,743,r,3.7,6,,,,,3,3,2,,4,
crp,2020.07.16,control,762,743,r,3.7,6,,,,,2,2,,,4,
crp,2020.07.16,control,763,743,r,3.7,6,,,,,9,,,,,
crp,2020.07.17,control,764,743,r,3.7,6,,,,,2,,,,,
crp,2020.07.17,control,765,743,r,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,766,743,r,3.7,6,,,,,1,3,,1,4,
cwb,2020.06.29,control,392,743,r,3.7,6,1,,,,,,2,,2,
gl,2020.04.08,interior,837,743,r,3.7,6,,,,,,8,,,2,
rp,2020.06.01,interior,335,743,r,3.7,6,2,1,,,,,,,,
rp,2020.06.09,interior,342,743,r,3.7,6,,,,,,1,1,1,2,
rp,2020.06.09,interior,343,743,r,3.7,6,,,,,1,2,,,2,
rp,2020.06.08,perimeter,886,743,r,3.7,6,,,,,,4,3,,1,
rp,2020.06.09,perimeter,890,743,r,3.7,6,,,,,3,,,,,
rp,2020.06.09,perimeter,891,743,r,3.7,6,,,,,,3,,,2,
wedge,2020.06.29,interior,370,743,r,3.7,6,,,,,,7,4,,4,
wedge,2020.06.29,perimeter,973,743,r,3.7,6,,,,,3,7,,,4,
wedge,2020.06.29,perimeter,974,743,r,3.7,6,,,,,3,2,,,4,
wedge,2020.06.23,perimeter,975,743,r,3.7,6,,,,,3,6,,,4,
cgl,2020.07.10,control,742,743,s,3.7,6,,,,,2,,,,,
gl,2020.04.23,interior,859,743,s,3.7,6,1,2,,,3,8,,,2,
crp,2020.07.16,control,752,743,t,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,757,743,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,729,746,r,3.7,6,,,,,,1,,,1,
cgl,2020.07.14,control,731,746,r,3.7,6,,,,,1,1,,,1,
cgl,2020.07.14,control,733,746,r,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,735,746,r,3.7,6,,,,,2,6,,,3,
cgl,2020.07.13,control,740,746,r,3.7,6,,,,,1,,,,,
cgl,2020.07.10,control,743,746,r,3.7,6,,,,,1,,,,,
cgl,2020.07.13,control,744,746,r,3.7,6,1,,,,10,,,,,
crp,2020.07.17,control,746,746,r,3.7,6,,,,,2,,,,,
gl,2020.04.14,interior,839,746,r,3.7,6,3,4,,,,8,2,,4,
gl,2020.04.14,interior,840,746,r,3.7,6,,,,,,1,,,1,
rp,2020.06.01,interior,335,746,r,3.7,6,4,14,,,,4,16,2,,
rp,2020.06.09,interior,342,746,r,3.7,6,,,,,,,,1,,
rp,2020.06.09,interior,344,746,r,3.7,6,,,,,,4,,3,,
rp,2020.06.08,perimeter,886,746,r,3.7,6,2,,,,,13,15,1,3,
boot,2020.06.17,interior,353,746,s,3.7,6,,,,,1,,,,1,
boot,2020.06.12,perimeter,956,746,s,3.7,6,,,,,1,,,,,
boot,2020.06.16,perimeter,963,746,s,3.7,6,1,,,,3,,,,2,
cgl,2020.07.10,control,742,746,s,3.7,6,,,,,1,,,,,
gl,2020.04.14,interior,841,746,s,3.7,6,5,,,,2,4,,,1,
wedge,2020.06.29,interior,370,746,s,3.7,6,1,,,,,,,,,
rp,2020.05.28,interior,346,761,r,3.7,6,,,,,,4,1,,3,
boot,2020.06.16,interior,350,761,s,3.7,6,,,,,1,,,,1,
boot,2020.06.16,interior,355,761,s,3.7,6,,,,,,2,6,1,4,
boot,2020.06.22,interior,359,761,s,3.7,6,,2,,,,4,7,,4,
boot,2020.06.22,interior,360,761,s,3.7,6,,,,,5,9,,,4,
boot,2020.06.15,interior,362,761,s,3.7,6,,,,,,,2,,2,
boot,2020.06.22,interior,364,761,s,3.7,6,,,,,,10,,,4,
boot,2020.06.22,interior,365,761,s,3.7,6,,,,,,1,1,,2,
boot,2020.06.12,interior,368,761,s,3.7,6,,,,,1,,,,,
boot,2020.06.17,perimeter,951,761,s,3.7,6,1,,,,,,4,,4,
