harvest,location,point,type,spp,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl
sta_rd,control,385,commercial,sb,0,0,0,0,0,1155.4768968283274,0,0
sta_rd,control,385,commercial,wa,0,0,0,0,4051.3433928239374,0,0,0
sta_rd,control,386,commercial,sb,2025.6716964119687,0,0,0,18231.04526770772,0,0,0
sta_rd,control,387,commercial,sb,8102.686785647875,0,0,0,23295.22450873764,0,0,0
sta_rd,control,388,commercial,sb,4051.3433928239374,0,0,0,0,0,0,0
sta_rd,control,389,commercial,rm,4051.3433928239374,0,0,0,0,0,0,0
sta_rd,control,389,commercial,sb,1012.8358482059843,0,0,0,8102.686785647875,0,0,0
sta_rd,control,390,commercial,sb,9115.52263385386,0,0,0,22282.388660531655,0,0,0
sta_rd,control,391,commercial,sb,3038.507544617953,0,0,0,5064.179241029922,0,0,0
sta_rd,control,392,commercial,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,393,commercial,sb,35449.25468720945,0,0,0,30385.07544617953,0,0,0
sta_rd,control,394,commercial,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,395,commercial,sb,0,0,0,0,0,0,0,0
sta_rd,control,395,commercial,wa,0,0,0,0,2025.6716964119687,0,0,0
sta_rd,control,396,commercial,rm,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,397,commercial,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,399,commercial,rm,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,400,commercial,wa,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,702,commercial,sb,1012.8358482059843,0,0,0,8102.686785647875,0,0,0
sta_rd,control,705,commercial,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,706,commercial,sb,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,707,commercial,wa,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,708,commercial,sb,1012.8358482059843,0,0,0,16205.37357129575,0,0,0
sta_rd,control,708,commercial,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,710,commercial,wa,0,0,0,0,2025.6716964119687,0,0,0
sta_rd,control,711,commercial,sb,3038.507544617953,0,0,0,6077.015089235906,0,0,0
sta_rd,control,712,commercial,wa,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,713,commercial,wa,2025.6716964119687,0,0,0,0,0,0,0
sta_rd,control,947,commercial,wa,1012.8358482059843,0,0,0,3038.507544617953,0,0,0
sta_rd,control,948,commercial,rm,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,948,commercial,sb,0,0,0,0,0,385.1589656094425,0,0
sta_rd,control,948,commercial,wa,4051.3433928239374,0,0,0,20256.71696411969,0,0,0
sta_rd,control,949,commercial,wa,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
wedge,interior,370,commercial,sb,6077.015089235906,0,0,0,12154.030178471812,0,0,0
wedge,interior,371,commercial,sb,6077.015089235906,0,0,0,16205.37357129575,0,0,0
wedge,interior,372,commercial,sb,3038.507544617953,0,0,0,0,0,0,0
wedge,interior,373,commercial,sb,0,0,0,0,98245.07727598048,0,0,0
wedge,interior,375,commercial,rm,1012.8358482059843,0,0,0,0,0,0,0
wedge,interior,375,commercial,sb,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
wedge,interior,375,commercial,wa,2025.6716964119687,0,0,0,0,0,0,0
wedge,interior,378,commercial,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,378,commercial,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,380,commercial,sb,1012.8358482059843,0,0,0,0,0,0,0
wedge,interior,380,commercial,wa,0,0,0,0,1012.8358482059843,0,0,0
wedge,interior,381,commercial,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,382,commercial,wa,3038.507544617953,0,0,0,0,0,0,0
wedge,interior,383,commercial,ba,0,0,0,0,0,1540.63586243777,1155.4768968283274,0
wedge,interior,383,commercial,bc,0,0,0,0,1012.8358482059843,0,0,0
wedge,interior,383,commercial,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,perimeter,966,commercial,sb,3038.507544617953,0,0,0,1012.8358482059843,0,0,0
wedge,perimeter,967,commercial,rm,4051.3433928239374,0,0,0,0,0,0,0
wedge,perimeter,967,commercial,sb,2025.6716964119687,0,0,0,5064.179241029922,0,0,0
wedge,perimeter,967,commercial,sm,1012.8358482059843,0,0,0,0,0,0,0
wedge,perimeter,967,commercial,wa,2025.6716964119687,0,0,0,0,0,0,0
wedge,perimeter,968,commercial,ba,0,0,0,0,4051.3433928239374,1540.63586243777,385.1589656094425,0
wedge,perimeter,968,commercial,wa,0,0,0,0,3038.507544617953,0,0,0
wedge,perimeter,972,commercial,sb,11141.194330265827,0,0,0,2025.6716964119687,385.1589656094425,0,0
wedge,perimeter,974,commercial,sb,5064.179241029922,0,0,0,0,0,0,0
wedge,perimeter,975,commercial,sb,0,0,0,0,13166.866026677797,0,0,0
