harvest,location,point,spp,origin,sup.seed01A,sup.seed02A,sup.seed03A,sup.saplA,exp.seed01A,exp.seed02A,exp.seed03A,exp.saplA,suppressed,exposed,top4A
gl,perimeter,834,743,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,770.317931218885
gl,interior,836,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,845,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,846,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,848,743,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,interior,849,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,850,743,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,interior,851,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,852,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,853,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,858,743,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,1540.63586243777
gl,interior,860,743,s,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,21683.127450343116,21683.127450343116,1540.63586243777
gl,interior,861,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,865,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,869,743,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,337,743,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,346,743,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,881,743,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,375,743,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,731,743,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,385.1589656094425
cgl,control,733,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
cgl,control,734,743,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,735,743,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,737,743,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,740,743,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,752,743,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,758,743,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,759,743,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,760,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,761,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,762,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,763,743,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,764,743,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,765,743,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,766,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
cwb,control,392,743,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,770.317931218885
gl,interior,837,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,interior,335,743,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
rp,interior,342,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,interior,343,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,perimeter,886,743,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,890,743,r,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,891,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
wedge,interior,370,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,973,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,974,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,975,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
cgl,control,742,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,859,743,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,770.317931218885
crp,control,752,743,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,757,743,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,729,746,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,731,746,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,733,746,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,735,746,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cgl,control,740,746,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,743,746,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,744,746,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,746,746,r,0,0,0,0,0,0,0,0,0,0,0
gl,interior,839,746,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1540.63586243777
gl,interior,840,746,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,335,746,r,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
rp,interior,342,746,r,0,0,0,0,0,0,0,0,0,0,0
rp,interior,344,746,r,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,886,746,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
boot,interior,353,746,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
boot,perimeter,956,746,s,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,963,746,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,770.317931218885
cgl,control,742,746,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,841,746,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,385.1589656094425
wedge,interior,370,746,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,346,761,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
boot,interior,350,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
boot,interior,355,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,interior,359,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,interior,360,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,interior,362,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
boot,interior,364,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,interior,365,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
boot,interior,368,761,s,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,951,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
boot,perimeter,953,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
boot,perimeter,954,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
boot,perimeter,955,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1155.4768968283274
boot,perimeter,957,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,perimeter,958,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,perimeter,959,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,perimeter,960,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
boot,perimeter,962,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,perimeter,964,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,740,761,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,756,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
crp,control,757,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,387,761,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
cwb,control,388,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,389,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cwb,control,392,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cwb,control,704,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cwb,control,705,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,805,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,806,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1540.63586243777
gl,perimeter,807,761,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,1540.63586243777
gl,perimeter,809,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
gl,perimeter,810,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,perimeter,811,761,s,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,17346.501960274494,17346.501960274494,0
gl,perimeter,812,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,813,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,815,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,816,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,817,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,818,761,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,perimeter,819,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,perimeter,820,761,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,385.1589656094425
gl,perimeter,821,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1155.4768968283274
gl,perimeter,823,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,824,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
gl,perimeter,825,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,perimeter,828,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,829,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,835,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,837,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,838,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,839,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,841,761,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,770.317931218885
gl,interior,842,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,846,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,847,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,849,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,interior,854,761,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,interior,855,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,859,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,860,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,863,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,864,761,s,35449.25468720945,13480.563796330487,13480.563796330487,13480.563796330487,35449.25468720945,13480.563796330487,13480.563796330487,13480.563796330487,75890.94607620093,75890.94607620093,1155.4768968283274
gl,interior,865,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,866,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,871,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
gl,interior,872,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,875,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,interior,879,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,770.317931218885
rp,interior,334,761,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,340,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
rp,interior,341,761,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,347,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,348,761,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,880,761,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1540.63586243777
rp,perimeter,881,761,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
rp,perimeter,882,761,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,884,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,perimeter,886,761,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,887,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
rp,perimeter,891,761,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,892,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,370,761,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
wedge,interior,371,761,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
wedge,interior,372,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,373,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,374,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,375,761,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
wedge,interior,376,761,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1540.63586243777
wedge,interior,377,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,378,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,interior,379,761,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,380,761,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,382,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,interior,383,761,s,0,0,0,0,0,0,0,0,0,0,0
wedge,perimeter,966,761,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,1540.63586243777
wedge,perimeter,967,761,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1540.63586243777
wedge,perimeter,969,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,970,761,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
wedge,perimeter,972,761,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,974,761,s,0,0,0,0,0,0,0,0,0,0,0
wedge,perimeter,975,761,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,843,761,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,perimeter,890,761,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
boot,perimeter,959,762,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,730,762,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,731,762,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,738,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,770,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,801,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,802,762,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,perimeter,804,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,805,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,817,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,835,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,838,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,839,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,842,762,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,872,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,875,762,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,335,762,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
rp,interior,336,762,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,348,762,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,891,762,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,383,762,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,801,762,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,847,762,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
rp,interior,336,763,r,0,0,0,0,0,0,0,0,0,0,0
rp,interior,340,763,r,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,959,763,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,733,763,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,340,763,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,890,763,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,339,802,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,774,802,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,752,832,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,763,832,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,340,832,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,754,832,t,0,0,0,0,0,0,0,0,0,0,0
rp,interior,346,833,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,730,833,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,731,833,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,735,833,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,737,833,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,740,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,771,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,772,833,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,773,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,774,833,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,775,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,810,833,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,813,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,817,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,818,833,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,819,833,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,820,833,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,perimeter,826,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,829,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,838,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,841,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,842,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,847,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,849,833,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,interior,864,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,879,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,334,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,339,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,340,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,346,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,347,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,348,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,883,833,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,887,833,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
rp,perimeter,891,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,892,833,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,738,833,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,877,833,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,766,832,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,742,920,s,0,0,0,0,0,0,0,0,0,0,0
wedge,perimeter,974,920,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,802,951,r,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,955,951,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,802,951,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,844,951,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,847,951,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,365,951,t,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,770.317931218885
boot,interior,367,951,t,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,1540.63586243777
gl,interior,853,951,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
wedge,interior,383,951,t,0,0,0,0,0,0,0,0,0,0,1540.63586243777
wedge,perimeter,968,951,t,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,interior,851,999,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,857,999,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,865,999,s,0,0,0,0,0,0,0,0,0,0,0
