harvest,location,point,spp,origin,sup.seed01A,sup.seed02A,sup.seed03A,sup.saplA,exp.seed01A,exp.seed02A,exp.seed03A,exp.saplA,suppressed,exposed,top4A
cwb,control,390,372,s,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,19514.814705308807,19514.814705308807,1540.63586243777
cwb,control,394,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
boot,perimeter,951,372,r,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,17346.501960274494,17346.501960274494,0
boot,interior,350,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,351,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,352,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,353,372,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,1155.4768968283274
boot,interior,354,372,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
boot,interior,355,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,357,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
boot,interior,360,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,365,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,366,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
boot,interior,367,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,369,372,s,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,21683.127450343116,21683.127450343116,1540.63586243777
boot,perimeter,951,372,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
boot,perimeter,952,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,953,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,perimeter,956,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,958,372,s,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,21683.127450343116,21683.127450343116,0
boot,perimeter,959,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,perimeter,962,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,963,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,964,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1155.4768968283274
boot,perimeter,965,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,385.1589656094425
cgl,control,731,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,732,372,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cgl,control,733,372,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,734,372,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,735,372,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,737,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,738,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,740,372,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,742,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cgl,control,743,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cgl,control,744,372,s,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,15178.189215240183,15178.189215240183,770.317931218885
cgl,control,745,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,746,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,747,372,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,748,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,750,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,752,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,753,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,754,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,755,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,756,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,758,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,761,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,762,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,763,372,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,764,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,766,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,768,372,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,769,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,770,372,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,771,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,385,372,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cwb,control,386,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1540.63586243777
cwb,control,387,372,s,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,17346.501960274494,17346.501960274494,1540.63586243777
cwb,control,388,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,770.317931218885
cwb,control,390,372,s,0,0,0,0,0,0,0,0,0,0,0
cwb,control,391,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1540.63586243777
cwb,control,392,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,393,372,s,35449.25468720945,13480.563796330487,13480.563796330487,13480.563796330487,35449.25468720945,13480.563796330487,13480.563796330487,13480.563796330487,75890.94607620093,75890.94607620093,385.1589656094425
cwb,control,395,372,s,0,0,0,0,0,0,0,0,0,0,0
cwb,control,397,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,702,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1155.4768968283274
cwb,control,705,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,706,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
cwb,control,708,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
cwb,control,711,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,1540.63586243777
cwb,control,948,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,806,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,808,372,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,perimeter,809,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,810,372,s,22282.388660531655,8473.497243407735,8473.497243407735,8473.497243407735,22282.388660531655,8473.497243407735,8473.497243407735,8473.497243407735,47702.88039075486,47702.88039075486,385.1589656094425
gl,perimeter,811,372,s,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,13009.876470205872,13009.876470205872,1540.63586243777
gl,perimeter,812,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,perimeter,815,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,816,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,770.317931218885
gl,perimeter,817,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,818,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,819,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,849,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,858,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,865,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,866,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1540.63586243777
gl,interior,867,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,869,372,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,385.1589656094425
gl,interior,871,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,875,372,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,876,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,interior,877,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,334,372,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,336,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,344,372,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,346,372,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,880,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,885,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,889,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,890,372,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,370,372,s,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,13009.876470205872,13009.876470205872,0
wedge,interior,371,372,s,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,13009.876470205872,13009.876470205872,0
wedge,interior,372,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
wedge,interior,373,372,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,375,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,385.1589656094425
wedge,interior,378,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,interior,380,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,perimeter,966,372,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
wedge,perimeter,967,372,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
wedge,perimeter,972,372,s,11141.194330265827,4236.748621703868,4236.748621703868,4236.748621703868,11141.194330265827,4236.748621703868,4236.748621703868,4236.748621703868,23851.44019537743,23851.44019537743,0
wedge,perimeter,974,372,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
wedge,perimeter,975,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,366,372,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,757,372,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,766,372,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,822,372,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,865,372,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,interior,850,372,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,349,372,s,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,15178.189215240183,15178.189215240183,0
boot,perimeter,959,375,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,736,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
cgl,control,744,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,746,375,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,747,375,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,748,375,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,752,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,805,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,819,375,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,820,375,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,perimeter,821,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,822,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,826,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,827,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,828,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,830,375,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,perimeter,832,375,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,833,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,841,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,871,375,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
rp,perimeter,885,375,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,890,375,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,891,375,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,892,375,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,838,375,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,754,375,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,358,379,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,770.317931218885
gl,perimeter,813,379,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,731,391,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,734,391,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,737,391,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,840,391,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,340,391,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,734,391,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
cgl,control,735,391,t,0,0,0,0,0,0,0,0,0,0,0
cgl,control,737,391,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,731,500,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,738,500,s,0,0,0,0,0,0,0,0,0,0,0
wedge,perimeter,967,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,350,531,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
boot,interior,366,531,r,0,0,0,0,0,0,0,0,0,0,0
boot,interior,369,531,r,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
cgl,control,729,531,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,733,531,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
cgl,control,734,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,737,531,r,0,0,0,0,0,0,0,0,0,0,0
cgl,control,738,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,739,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cgl,control,740,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,742,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,744,531,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,752,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,753,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,754,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,755,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,756,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,757,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,758,531,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
crp,control,762,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,764,531,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,766,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,769,531,r,0,0,0,0,0,0,0,0,0,0,0
crp,control,770,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cwb,control,702,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cwb,control,710,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1540.63586243777
cwb,control,712,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cwb,control,947,531,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,803,531,r,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,805,531,r,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,19514.814705308807,19514.814705308807,0
gl,perimeter,806,531,r,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,6077.015089235906,2310.953793656655,2310.953793656655,2310.953793656655,13009.876470205872,13009.876470205872,0
gl,perimeter,808,531,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,perimeter,810,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,perimeter,811,531,r,18231.04526770772,6932.861380969965,6932.861380969965,6932.861380969965,18231.04526770772,6932.861380969965,6932.861380969965,6932.861380969965,39029.629410617614,39029.629410617614,0
gl,perimeter,812,531,r,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
gl,perimeter,817,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,819,531,r,16205.37357129575,6162.54344975108,6162.54344975108,6162.54344975108,16205.37357129575,6162.54344975108,6162.54344975108,6162.54344975108,34693.00392054899,34693.00392054899,0
gl,perimeter,821,531,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,perimeter,826,531,r,0,0,0,0,0,0,0,0,0,0,0
gl,interior,840,531,r,0,0,0,0,0,0,0,0,0,0,0
gl,interior,854,531,r,13166.866026677797,5007.066552922752,5007.066552922752,5007.066552922752,13166.866026677797,5007.066552922752,5007.066552922752,5007.066552922752,28188.065685446054,28188.065685446054,0
gl,interior,866,531,r,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
gl,interior,867,531,r,0,0,0,0,0,0,0,0,0,0,0
gl,interior,876,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
rp,interior,342,531,r,0,0,0,0,0,0,0,0,0,0,0
rp,interior,343,531,r,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,371,531,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,interior,375,531,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
wedge,perimeter,969,531,r,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
wedge,perimeter,974,531,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
wedge,perimeter,975,531,r,0,0,0,0,0,0,0,0,0,0,0
boot,interior,367,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,369,531,s,0,0,0,0,0,0,0,0,0,0,0
boot,perimeter,952,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,737,531,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
