"harvest"	"location"	"spp"	"origin"	"point"	"sup.seed01A"	"sup.seed02A"	"sup.seed03A"	"sup.saplA"	"exp.seed01A"	"exp.seed02A"	"exp.seed03A"	"exp.saplA"	"suppressed"	"exposed"	"top4A"
"194"	"rp"	"interior"	"356"	"s"	339	0	0	0	0	0	0	0	0	0	0	0
"195"	"rp"	"interior"	"356"	"s"	341	0	0	0	0	0	0	0	0	0	0	0
"196"	"rp"	"interior"	"356"	"s"	343	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"197"	"rp"	"perimeter"	"356"	"s"	881	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	21683.1274503431	21683.1274503431	0
"198"	"rp"	"perimeter"	"356"	"s"	883	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"199"	"rp"	"perimeter"	"356"	"s"	885	0	0	0	0	0	0	0	0	0	0	0
"200"	"rp"	"perimeter"	"356"	"s"	888	0	0	0	0	0	0	0	0	0	0	0
"201"	"rp"	"perimeter"	"356"	"s"	892	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"202"	"crp"	"control"	"356"	"t"	748	0	0	0	0	0	0	0	0	0	0	0
"203"	"crp"	"control"	"356"	"t"	757	0	0	0	0	0	0	0	0	0	0	0
"204"	"crp"	"control"	"356"	"t"	757	0	0	0	0	0	0	0	0	0	0	0
"205"	"crp"	"control"	"356"	"t"	765	0	0	0	0	0	0	0	0	0	0	0
"206"	"crp"	"control"	"356"	"t"	767	0	0	0	0	0	0	0	0	0	0	0
"207"	"crp"	"control"	"356"	"t"	775	0	0	0	0	0	0	0	0	0	0	0
"208"	"rp"	"interior"	"356"	"t"	335	0	0	0	0	0	0	0	0	0	0	0
"209"	"rp"	"interior"	"356"	"t"	336	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"210"	"rp"	"interior"	"356"	"t"	344	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"211"	"rp"	"perimeter"	"356"	"t"	880	0	0	0	0	0	0	0	0	0	0	0
"212"	"rp"	"perimeter"	"356"	"t"	881	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"213"	"rp"	"perimeter"	"356"	"t"	887	0	0	0	0	0	0	0	0	0	0	0
"214"	"gl"	"perimeter"	"356"	"s"	810	0	0	0	0	0	0	0	0	0	0	0
"215"	"gl"	"perimeter"	"356"	"s"	819	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"216"	"gl"	"perimeter"	"356"	"s"	826	0	0	0	0	0	0	0	0	0	0	0
"217"	"gl"	"perimeter"	"356"	"s"	829	0	0	0	0	0	0	0	0	0	0	0
"218"	"gl"	"perimeter"	"356"	"s"	830	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"219"	"gl"	"interior"	"356"	"s"	842	0	0	0	0	0	0	0	0	0	0	0
"220"	"gl"	"perimeter"	"356"	"t"	810	0	0	0	0	0	0	0	0	0	0	0
"221"	"gl"	"interior"	"356"	"t"	838	0	0	0	0	0	0	0	0	0	0	0
"222"	"gl"	"interior"	"356"	"t"	842	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"223"	"crp"	"control"	"356"	"s"	755	0	0	0	0	0	0	0	0	0	0	0
"224"	"gl"	"perimeter"	"356"	"s"	835	0	0	0	0	0	0	0	0	0	0	0
"225"	"gl"	"interior"	"372"	"s"	848	0	0	0	0	0	0	0	0	0	0	0
"226"	"boot"	"perimeter"	"372"	"s"	958	0	0	0	0	0	0	0	0	0	0	0
"227"	"cwb"	"control"	"372"	"s"	388	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	8673.25098013725
"228"	"cwb"	"control"	"372"	"s"	389	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"229"	"cwb"	"control"	"372"	"s"	390	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	19514.8147053088	19514.8147053088	78059.2588212352
"230"	"cwb"	"control"	"372"	"s"	394	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"231"	"boot"	"perimeter"	"372"	"r"	951	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	17346.5019602745	17346.5019602745	0
"232"	"boot"	"interior"	"372"	"s"	350	0	0	0	0	0	0	0	0	0	0	0
"233"	"boot"	"interior"	"372"	"s"	351	0	0	0	0	0	0	0	0	0	0	0
"234"	"boot"	"interior"	"372"	"s"	352	0	0	0	0	0	0	0	0	0	0	0
"235"	"boot"	"interior"	"372"	"s"	353	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	32524.6911755147
"236"	"boot"	"interior"	"372"	"s"	354	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"237"	"boot"	"interior"	"372"	"s"	355	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"238"	"boot"	"interior"	"372"	"s"	357	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"239"	"boot"	"interior"	"372"	"s"	360	0	0	0	0	0	0	0	0	0	0	0
"240"	"boot"	"interior"	"372"	"s"	365	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"241"	"boot"	"interior"	"372"	"s"	366	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"242"	"boot"	"interior"	"372"	"s"	367	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"243"	"boot"	"interior"	"372"	"s"	369	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	21683.1274503431	21683.1274503431	86732.5098013725
"244"	"boot"	"perimeter"	"372"	"s"	951	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"245"	"boot"	"perimeter"	"372"	"s"	952	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"246"	"boot"	"perimeter"	"372"	"s"	953	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"247"	"boot"	"perimeter"	"372"	"s"	956	0	0	0	0	0	0	0	0	0	0	0
"248"	"boot"	"perimeter"	"372"	"s"	958	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	21683.1274503431	21683.1274503431	0
"249"	"boot"	"perimeter"	"372"	"s"	959	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"250"	"boot"	"perimeter"	"372"	"s"	962	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"251"	"boot"	"perimeter"	"372"	"s"	963	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"252"	"boot"	"perimeter"	"372"	"s"	964	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	19514.8147053088
"253"	"boot"	"perimeter"	"372"	"s"	965	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	4336.62549006862
"254"	"cgl"	"control"	"372"	"s"	731	0	0	0	0	0	0	0	0	0	0	0
"255"	"cgl"	"control"	"372"	"s"	732	0	0	0	0	0	0	0	0	0	0	0
"256"	"cgl"	"control"	"372"	"s"	733	0	0	0	0	0	0	0	0	0	0	0
"257"	"cgl"	"control"	"372"	"s"	734	0	0	0	0	0	0	0	0	0	0	0
"258"	"cgl"	"control"	"372"	"s"	735	0	0	0	0	0	0	0	0	0	0	0
"259"	"cgl"	"control"	"372"	"s"	737	0	0	0	0	0	0	0	0	0	0	0
"260"	"cgl"	"control"	"372"	"s"	738	0	0	0	0	0	0	0	0	0	0	0
"261"	"cgl"	"control"	"372"	"s"	740	0	0	0	0	0	0	0	0	0	0	0
"262"	"cgl"	"control"	"372"	"s"	742	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"263"	"cgl"	"control"	"372"	"s"	743	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"264"	"cgl"	"control"	"372"	"s"	744	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	15178.1892152402	15178.1892152402	30356.3784304804
"265"	"cgl"	"control"	"372"	"s"	745	0	0	0	0	0	0	0	0	0	0	0
"266"	"crp"	"control"	"372"	"s"	746	0	0	0	0	0	0	0	0	0	0	0
"267"	"crp"	"control"	"372"	"s"	747	0	0	0	0	0	0	0	0	0	0	0
"268"	"crp"	"control"	"372"	"s"	748	0	0	0	0	0	0	0	0	0	0	0
"269"	"crp"	"control"	"372"	"s"	750	0	0	0	0	0	0	0	0	0	0	0
"270"	"crp"	"control"	"372"	"s"	752	0	0	0	0	0	0	0	0	0	0	0
"271"	"crp"	"control"	"372"	"s"	753	0	0	0	0	0	0	0	0	0	0	0
"272"	"crp"	"control"	"372"	"s"	754	0	0	0	0	0	0	0	0	0	0	0
"273"	"crp"	"control"	"372"	"s"	755	0	0	0	0	0	0	0	0	0	0	0
"274"	"crp"	"control"	"372"	"s"	756	0	0	0	0	0	0	0	0	0	0	0
"275"	"crp"	"control"	"372"	"s"	758	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"276"	"crp"	"control"	"372"	"s"	761	0	0	0	0	0	0	0	0	0	0	0
"277"	"crp"	"control"	"372"	"s"	762	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"278"	"crp"	"control"	"372"	"s"	763	0	0	0	0	0	0	0	0	0	0	0
"279"	"crp"	"control"	"372"	"s"	764	0	0	0	0	0	0	0	0	0	0	0
"280"	"crp"	"control"	"372"	"s"	766	0	0	0	0	0	0	0	0	0	0	0
"281"	"crp"	"control"	"372"	"s"	768	0	0	0	0	0	0	0	0	0	0	0
"282"	"crp"	"control"	"372"	"s"	769	0	0	0	0	0	0	0	0	0	0	0
"283"	"crp"	"control"	"372"	"s"	770	0	0	0	0	0	0	0	0	0	0	0
"284"	"crp"	"control"	"372"	"s"	771	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"285"	"cwb"	"control"	"372"	"s"	385	0	0	0	0	0	0	0	0	0	0	0
"286"	"cwb"	"control"	"372"	"s"	386	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	17346.5019602745
"287"	"cwb"	"control"	"372"	"s"	387	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	17346.5019602745	17346.5019602745	69386.007841098
"288"	"cwb"	"control"	"372"	"s"	388	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	8673.25098013725
"289"	"cwb"	"control"	"372"	"s"	390	0	0	0	0	0	0	0	0	0	0	0
"290"	"cwb"	"control"	"372"	"s"	391	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	26019.7529404117
"291"	"cwb"	"control"	"372"	"s"	392	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"292"	"cwb"	"control"	"372"	"s"	393	35449.2546872095	13480.5637963305	13480.5637963305	13480.5637963305	35449.2546872095	13480.5637963305	13480.5637963305	13480.5637963305	75890.9460762009	75890.9460762009	75890.9460762009
"293"	"cwb"	"control"	"372"	"s"	395	0	0	0	0	0	0	0	0	0	0	0
"294"	"cwb"	"control"	"372"	"s"	397	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"295"	"cwb"	"control"	"372"	"s"	702	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	6504.93823510294
"296"	"cwb"	"control"	"372"	"s"	705	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"297"	"cwb"	"control"	"372"	"s"	706	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"298"	"cwb"	"control"	"372"	"s"	708	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"299"	"cwb"	"control"	"372"	"s"	711	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	26019.7529404117
"300"	"cwb"	"control"	"372"	"s"	948	0	0	0	0	0	0	0	0	0	0	0
"301"	"gl"	"perimeter"	"372"	"s"	806	0	0	0	0	0	0	0	0	0	0	0
"302"	"gl"	"perimeter"	"372"	"s"	808	0	0	0	0	0	0	0	0	0	0	0
"303"	"gl"	"perimeter"	"372"	"s"	809	0	0	0	0	0	0	0	0	0	0	0
"304"	"gl"	"perimeter"	"372"	"s"	810	22282.3886605317	8473.49724340774	8473.49724340774	8473.49724340774	22282.3886605317	8473.49724340774	8473.49724340774	8473.49724340774	47702.8803907549	47702.8803907549	47702.8803907549
"305"	"gl"	"perimeter"	"372"	"s"	811	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	13009.8764702059	13009.8764702059	52039.5058808235
"306"	"gl"	"perimeter"	"372"	"s"	812	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"307"	"gl"	"perimeter"	"372"	"s"	815	0	0	0	0	0	0	0	0	0	0	0
"308"	"gl"	"perimeter"	"372"	"s"	816	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	4336.62549006862
"309"	"gl"	"perimeter"	"372"	"s"	817	0	0	0	0	0	0	0	0	0	0	0
"310"	"gl"	"perimeter"	"372"	"s"	818	0	0	0	0	0	0	0	0	0	0	0
"311"	"gl"	"perimeter"	"372"	"s"	819	0	0	0	0	0	0	0	0	0	0	0
"312"	"gl"	"interior"	"372"	"s"	849	0	0	0	0	0	0	0	0	0	0	0
"313"	"gl"	"interior"	"372"	"s"	858	0	0	0	0	0	0	0	0	0	0	0
"314"	"gl"	"interior"	"372"	"s"	865	0	0	0	0	0	0	0	0	0	0	0
"315"	"gl"	"interior"	"372"	"s"	866	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	17346.5019602745
"316"	"gl"	"interior"	"372"	"s"	867	0	0	0	0	0	0	0	0	0	0	0
"317"	"gl"	"interior"	"372"	"s"	869	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	10841.5637251716
"318"	"gl"	"interior"	"372"	"s"	871	0	0	0	0	0	0	0	0	0	0	0
"319"	"gl"	"interior"	"372"	"s"	875	0	0	0	0	0	0	0	0	0	0	0
"320"	"gl"	"interior"	"372"	"s"	876	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"321"	"gl"	"interior"	"372"	"s"	877	0	0	0	0	0	0	0	0	0	0	0
"322"	"rp"	"interior"	"372"	"s"	334	0	0	0	0	0	0	0	0	0	0	0
"323"	"rp"	"interior"	"372"	"s"	336	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"324"	"rp"	"interior"	"372"	"s"	344	0	0	0	0	0	0	0	0	0	0	0
"325"	"rp"	"interior"	"372"	"s"	346	0	0	0	0	0	0	0	0	0	0	0
"326"	"rp"	"perimeter"	"372"	"s"	880	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"327"	"rp"	"perimeter"	"372"	"s"	885	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"328"	"rp"	"perimeter"	"372"	"s"	889	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"329"	"rp"	"perimeter"	"372"	"s"	890	0	0	0	0	0	0	0	0	0	0	0
"330"	"wedge"	"interior"	"372"	"s"	370	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	13009.8764702059	13009.8764702059	0
"331"	"wedge"	"interior"	"372"	"s"	371	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	13009.8764702059	13009.8764702059	0
"332"	"wedge"	"interior"	"372"	"s"	372	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"333"	"wedge"	"interior"	"372"	"s"	373	0	0	0	0	0	0	0	0	0	0	0
"334"	"wedge"	"interior"	"372"	"s"	375	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	4336.62549006862
"335"	"wedge"	"interior"	"372"	"s"	378	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"336"	"wedge"	"interior"	"372"	"s"	380	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"337"	"wedge"	"perimeter"	"372"	"s"	966	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"338"	"wedge"	"perimeter"	"372"	"s"	967	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"339"	"wedge"	"perimeter"	"372"	"s"	972	11141.1943302658	4236.74862170387	4236.74862170387	4236.74862170387	11141.1943302658	4236.74862170387	4236.74862170387	4236.74862170387	23851.4401953774	23851.4401953774	0
"340"	"wedge"	"perimeter"	"372"	"s"	974	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"341"	"wedge"	"perimeter"	"372"	"s"	975	0	0	0	0	0	0	0	0	0	0	0
"342"	"boot"	"interior"	"372"	"t"	366	0	0	0	0	0	0	0	0	0	0	0
"343"	"crp"	"control"	"372"	"t"	757	0	0	0	0	0	0	0	0	0	0	0
"344"	"crp"	"control"	"372"	"t"	766	0	0	0	0	0	0	0	0	0	0	0
"345"	"gl"	"perimeter"	"372"	"t"	822	0	0	0	0	0	0	0	0	0	0	0
"346"	"gl"	"interior"	"372"	"t"	865	0	0	0	0	0	0	0	0	0	0	0
"347"	"gl"	"interior"	"372"	"s"	850	0	0	0	0	0	0	0	0	0	0	0
"348"	"boot"	"interior"	"372"	"s"	349	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	15178.1892152402	15178.1892152402	0
"349"	"boot"	"perimeter"	"375"	"s"	959	0	0	0	0	0	0	0	0	0	0	0
"350"	"cgl"	"control"	"375"	"s"	736	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"351"	"cgl"	"control"	"375"	"s"	744	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"352"	"crp"	"control"	"375"	"s"	746	0	0	0	0	0	0	0	0	0	0	0
"353"	"crp"	"control"	"375"	"s"	747	0	0	0	0	0	0	0	0	0	0	0
"354"	"crp"	"control"	"375"	"s"	748	0	0	0	0	0	0	0	0	0	0	0
"355"	"crp"	"control"	"375"	"s"	752	0	0	0	0	0	0	0	0	0	0	0
"356"	"gl"	"perimeter"	"375"	"s"	805	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"357"	"gl"	"perimeter"	"375"	"s"	819	0	0	0	0	0	0	0	0	0	0	0
"358"	"gl"	"perimeter"	"375"	"s"	820	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"359"	"gl"	"perimeter"	"375"	"s"	821	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"360"	"gl"	"perimeter"	"375"	"s"	822	0	0	0	0	0	0	0	0	0	0	0
"361"	"gl"	"perimeter"	"375"	"s"	826	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"362"	"gl"	"perimeter"	"375"	"s"	827	0	0	0	0	0	0	0	0	0	0	0
"363"	"gl"	"perimeter"	"375"	"s"	828	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"364"	"gl"	"perimeter"	"375"	"s"	830	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"365"	"gl"	"perimeter"	"375"	"s"	832	0	0	0	0	0	0	0	0	0	0	0
"366"	"gl"	"perimeter"	"375"	"s"	833	0	0	0	0	0	0	0	0	0	0	0
"367"	"gl"	"interior"	"375"	"s"	841	0	0	0	0	0	0	0	0	0	0	0
"368"	"gl"	"interior"	"375"	"s"	871	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"369"	"rp"	"perimeter"	"375"	"s"	885	0	0	0	0	0	0	0	0	0	0	0
"370"	"rp"	"perimeter"	"375"	"s"	890	0	0	0	0	0	0	0	0	0	0	0
"371"	"rp"	"perimeter"	"375"	"s"	891	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"372"	"rp"	"perimeter"	"375"	"s"	892	0	0	0	0	0	0	0	0	0	0	0
"373"	"gl"	"interior"	"375"	"t"	838	0	0	0	0	0	0	0	0	0	0	0
"374"	"crp"	"control"	"375"	"s"	754	0	0	0	0	0	0	0	0	0	0	0
"375"	"boot"	"interior"	"379"	"s"	358	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	8673.25098013725
"376"	"gl"	"perimeter"	"379"	"s"	813	0	0	0	0	0	0	0	0	0	0	0
"377"	"cgl"	"control"	"391"	"s"	731	0	0	0	0	0	0	0	0	0	0	0
"378"	"cgl"	"control"	"391"	"s"	734	0	0	0	0	0	0	0	0	0	0	0
"379"	"cgl"	"control"	"391"	"s"	737	0	0	0	0	0	0	0	0	0	0	0
"380"	"gl"	"interior"	"391"	"s"	840	0	0	0	0	0	0	0	0	0	0	0
"381"	"rp"	"interior"	"391"	"s"	340	0	0	0	0	0	0	0	0	0	0	0
"382"	"cgl"	"control"	"391"	"t"	734	0	0	0	0	0	0	0	0	0	0	0
"383"	"cgl"	"control"	"391"	"t"	735	0	0	0	0	0	0	0	0	0	0	0
"384"	"cgl"	"control"	"391"	"t"	737	0	0	0	0	0	0	0	0	0	0	0
"385"	"cgl"	"control"	"500"	"s"	731	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"386"	"cgl"	"control"	"500"	"s"	738	0	0	0	0	0	0	0	0	0	0	0
