"harvest"	"location"	"spp"	"origin"	"point"	"sup.seed01A"	"sup.seed02A"	"sup.seed03A"	"sup.saplA"	"exp.seed01A"	"exp.seed02A"	"exp.seed03A"	"exp.saplA"	"suppressed"	"exposed"	"top4A"
"387"	"wedge"	"perimeter"	"531"	"r"	967	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"388"	"boot"	"interior"	"531"	"r"	350	0	0	0	0	0	0	0	0	0	0	0
"389"	"boot"	"interior"	"531"	"r"	366	0	0	0	0	0	0	0	0	0	0	0
"390"	"boot"	"interior"	"531"	"r"	369	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"391"	"cgl"	"control"	"531"	"r"	729	0	0	0	0	0	0	0	0	0	0	0
"392"	"cgl"	"control"	"531"	"r"	733	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"393"	"cgl"	"control"	"531"	"r"	734	0	0	0	0	0	0	0	0	0	0	0
"394"	"cgl"	"control"	"531"	"r"	737	0	0	0	0	0	0	0	0	0	0	0
"395"	"cgl"	"control"	"531"	"r"	738	0	0	0	0	0	0	0	0	0	0	0
"396"	"cgl"	"control"	"531"	"r"	739	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"397"	"cgl"	"control"	"531"	"r"	740	0	0	0	0	0	0	0	0	0	0	0
"398"	"cgl"	"control"	"531"	"r"	742	0	0	0	0	0	0	0	0	0	0	0
"399"	"cgl"	"control"	"531"	"r"	744	0	0	0	0	0	0	0	0	0	0	0
"400"	"crp"	"control"	"531"	"r"	752	0	0	0	0	0	0	0	0	0	0	0
"401"	"crp"	"control"	"531"	"r"	753	0	0	0	0	0	0	0	0	0	0	0
"402"	"crp"	"control"	"531"	"r"	754	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"403"	"crp"	"control"	"531"	"r"	755	0	0	0	0	0	0	0	0	0	0	0
"404"	"crp"	"control"	"531"	"r"	756	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"405"	"crp"	"control"	"531"	"r"	757	0	0	0	0	0	0	0	0	0	0	0
"406"	"crp"	"control"	"531"	"r"	758	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"407"	"crp"	"control"	"531"	"r"	762	0	0	0	0	0	0	0	0	0	0	0
"408"	"crp"	"control"	"531"	"r"	764	0	0	0	0	0	0	0	0	0	0	0
"409"	"crp"	"control"	"531"	"r"	766	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"410"	"crp"	"control"	"531"	"r"	769	0	0	0	0	0	0	0	0	0	0	0
"411"	"crp"	"control"	"531"	"r"	770	0	0	0	0	0	0	0	0	0	0	0
"412"	"cwb"	"control"	"531"	"r"	702	0	0	0	0	0	0	0	0	0	0	0
"413"	"cwb"	"control"	"531"	"r"	710	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	17346.5019602745
"414"	"cwb"	"control"	"531"	"r"	712	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"415"	"cwb"	"control"	"531"	"r"	947	0	0	0	0	0	0	0	0	0	0	0
"416"	"gl"	"perimeter"	"531"	"r"	803	0	0	0	0	0	0	0	0	0	0	0
"417"	"gl"	"perimeter"	"531"	"r"	805	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	19514.8147053088	19514.8147053088	0
"418"	"gl"	"perimeter"	"531"	"r"	806	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	6077.01508923591	2310.95379365665	2310.95379365665	2310.95379365665	13009.8764702059	13009.8764702059	0
"419"	"gl"	"perimeter"	"531"	"r"	808	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"420"	"gl"	"perimeter"	"531"	"r"	810	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"421"	"gl"	"perimeter"	"531"	"r"	811	18231.0452677077	6932.86138096996	6932.86138096996	6932.86138096996	18231.0452677077	6932.86138096996	6932.86138096996	6932.86138096996	39029.6294106176	39029.6294106176	0
"422"	"gl"	"perimeter"	"531"	"r"	812	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"423"	"gl"	"perimeter"	"531"	"r"	817	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"424"	"gl"	"perimeter"	"531"	"r"	819	16205.3735712957	6162.54344975108	6162.54344975108	6162.54344975108	16205.3735712957	6162.54344975108	6162.54344975108	6162.54344975108	34693.003920549	34693.003920549	0
"425"	"gl"	"perimeter"	"531"	"r"	821	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"426"	"gl"	"perimeter"	"531"	"r"	826	0	0	0	0	0	0	0	0	0	0	0
"427"	"gl"	"interior"	"531"	"r"	840	0	0	0	0	0	0	0	0	0	0	0
"428"	"gl"	"interior"	"531"	"r"	854	13166.8660266778	5007.06655292275	5007.06655292275	5007.06655292275	13166.8660266778	5007.06655292275	5007.06655292275	5007.06655292275	28188.0656854461	28188.0656854461	0
"429"	"gl"	"interior"	"531"	"r"	866	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"430"	"gl"	"interior"	"531"	"r"	867	0	0	0	0	0	0	0	0	0	0	0
"431"	"gl"	"interior"	"531"	"r"	876	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"432"	"rp"	"interior"	"531"	"r"	342	0	0	0	0	0	0	0	0	0	0	0
"433"	"rp"	"interior"	"531"	"r"	343	0	0	0	0	0	0	0	0	0	0	0
"434"	"wedge"	"interior"	"531"	"r"	371	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"435"	"wedge"	"interior"	"531"	"r"	375	0	0	0	0	0	0	0	0	0	0	0
"436"	"wedge"	"perimeter"	"531"	"r"	969	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"437"	"wedge"	"perimeter"	"531"	"r"	974	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"438"	"wedge"	"perimeter"	"531"	"r"	975	0	0	0	0	0	0	0	0	0	0	0
"439"	"boot"	"interior"	"531"	"s"	367	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"440"	"boot"	"interior"	"531"	"s"	369	0	0	0	0	0	0	0	0	0	0	0
"441"	"boot"	"perimeter"	"531"	"s"	952	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"442"	"cgl"	"control"	"531"	"s"	737	0	0	0	0	0	0	0	0	0	0	0
"443"	"crp"	"control"	"531"	"s"	759	0	0	0	0	0	0	0	0	0	0	0
"444"	"crp"	"control"	"531"	"s"	773	0	0	0	0	0	0	0	0	0	0	0
"445"	"cwb"	"control"	"531"	"s"	393	0	0	0	0	0	0	0	0	0	0	0
"446"	"cwb"	"control"	"531"	"s"	400	0	0	0	0	0	0	0	0	0	0	0
"447"	"gl"	"perimeter"	"531"	"s"	808	0	0	0	0	0	0	0	0	0	0	0
"448"	"gl"	"perimeter"	"531"	"s"	810	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	6504.93823510294
"449"	"gl"	"perimeter"	"531"	"s"	811	0	0	0	0	0	0	0	0	0	0	0
"450"	"gl"	"perimeter"	"531"	"s"	817	0	0	0	0	0	0	0	0	0	0	0
"451"	"gl"	"perimeter"	"531"	"s"	825	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"452"	"gl"	"perimeter"	"531"	"s"	829	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"453"	"gl"	"interior"	"531"	"s"	854	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"454"	"gl"	"interior"	"531"	"s"	864	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"455"	"gl"	"interior"	"531"	"s"	867	0	0	0	0	0	0	0	0	0	0	0
"456"	"gl"	"interior"	"531"	"s"	876	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"457"	"rp"	"interior"	"531"	"s"	342	0	0	0	0	0	0	0	0	0	0	0
"458"	"rp"	"perimeter"	"531"	"s"	883	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"459"	"rp"	"perimeter"	"531"	"s"	887	0	0	0	0	0	0	0	0	0	0	0
"460"	"rp"	"perimeter"	"531"	"s"	891	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"461"	"wedge"	"perimeter"	"531"	"s"	970	0	0	0	0	0	0	0	0	0	0	0
"462"	"cgl"	"control"	"531"	"t"	729	0	0	0	0	0	0	0	0	0	0	0
"463"	"cgl"	"control"	"531"	"t"	732	0	0	0	0	0	0	0	0	0	0	0
"464"	"cgl"	"control"	"531"	"t"	737	0	0	0	0	0	0	0	0	0	0	0
"465"	"cgl"	"control"	"531"	"t"	740	0	0	0	0	0	0	0	0	0	0	0
"466"	"cgl"	"control"	"531"	"t"	745	0	0	0	0	0	0	0	0	0	0	0
"467"	"crp"	"control"	"531"	"t"	752	0	0	0	0	0	0	0	0	0	0	0
"468"	"crp"	"control"	"531"	"t"	753	0	0	0	0	0	0	0	0	0	0	0
"469"	"crp"	"control"	"531"	"t"	756	0	0	0	0	0	0	0	0	0	0	0
"470"	"crp"	"control"	"531"	"t"	757	0	0	0	0	0	0	0	0	0	0	0
"471"	"crp"	"control"	"531"	"t"	758	0	0	0	0	0	0	0	0	0	0	0
"472"	"crp"	"control"	"531"	"t"	759	0	0	0	0	0	0	0	0	0	0	0
"473"	"crp"	"control"	"531"	"t"	760	0	0	0	0	0	0	0	0	0	0	0
"474"	"crp"	"control"	"531"	"t"	761	0	0	0	0	0	0	0	0	0	0	0
"475"	"crp"	"control"	"531"	"t"	762	0	0	0	0	0	0	0	0	0	0	0
"476"	"crp"	"control"	"531"	"t"	764	0	0	0	0	0	0	0	0	0	0	0
"477"	"crp"	"control"	"531"	"t"	765	0	0	0	0	0	0	0	0	0	0	0
"478"	"crp"	"control"	"531"	"t"	766	0	0	0	0	0	0	0	0	0	0	0
"479"	"crp"	"control"	"531"	"t"	769	0	0	0	0	0	0	0	0	0	0	0
"480"	"crp"	"control"	"531"	"t"	773	0	0	0	0	0	0	0	0	0	0	0
"481"	"cwb"	"control"	"531"	"t"	400	0	0	0	0	0	0	0	0	0	0	0
"482"	"cwb"	"control"	"531"	"t"	710	0	0	0	0	0	0	0	0	0	0	0
"483"	"cwb"	"control"	"531"	"t"	947	0	0	0	0	0	0	0	0	0	0	0
"484"	"gl"	"perimeter"	"531"	"t"	803	0	0	0	0	0	0	0	0	0	0	0
"485"	"gl"	"perimeter"	"531"	"t"	805	0	0	0	0	0	0	0	0	0	0	0
"486"	"gl"	"perimeter"	"531"	"t"	806	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"487"	"gl"	"perimeter"	"531"	"t"	808	0	0	0	0	0	0	0	0	0	0	0
"488"	"gl"	"perimeter"	"531"	"t"	811	0	0	0	0	0	0	0	0	0	0	0
"489"	"gl"	"perimeter"	"531"	"t"	819	0	0	0	0	0	0	0	0	0	0	0
"490"	"gl"	"perimeter"	"531"	"t"	820	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"491"	"gl"	"perimeter"	"531"	"t"	826	0	0	0	0	0	0	0	0	0	0	0
"492"	"gl"	"perimeter"	"531"	"t"	829	0	0	0	0	0	0	0	0	0	0	0
"493"	"gl"	"perimeter"	"531"	"t"	831	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"494"	"gl"	"interior"	"531"	"t"	840	0	0	0	0	0	0	0	0	0	0	0
"495"	"gl"	"interior"	"531"	"t"	849	0	0	0	0	0	0	0	0	0	0	0
"496"	"gl"	"interior"	"531"	"t"	854	12154.0301784718	4621.90758731331	4621.90758731331	4621.90758731331	12154.0301784718	4621.90758731331	4621.90758731331	4621.90758731331	26019.7529404117	26019.7529404117	0
"497"	"gl"	"interior"	"531"	"t"	862	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"498"	"gl"	"interior"	"531"	"t"	867	0	0	0	0	0	0	0	0	0	0	0
"499"	"gl"	"interior"	"531"	"t"	872	0	0	0	0	0	0	0	0	0	0	0
"500"	"rp"	"interior"	"531"	"t"	348	0	0	0	0	0	0	0	0	0	0	0
"501"	"rp"	"perimeter"	"531"	"t"	887	0	0	0	0	0	0	0	0	0	0	0
"502"	"gl"	"interior"	"541"	"r"	878	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"503"	"boot"	"interior"	"541"	"s"	349	0	0	0	0	0	0	0	0	0	0	0
"504"	"boot"	"interior"	"541"	"s"	350	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"505"	"boot"	"interior"	"541"	"s"	355	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"506"	"boot"	"interior"	"541"	"s"	359	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"507"	"boot"	"interior"	"541"	"s"	361	0	0	0	0	0	0	0	0	0	0	0
"508"	"boot"	"interior"	"541"	"s"	362	21269.5528123257	8088.33827779829	8088.33827779829	8088.33827779829	21269.5528123257	8088.33827779829	8088.33827779829	8088.33827779829	45534.5676457205	45534.5676457205	0
"509"	"boot"	"interior"	"541"	"s"	364	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"510"	"boot"	"interior"	"541"	"s"	365	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	9115.52263385386	3466.43069048498	3466.43069048498	3466.43069048498	19514.8147053088	19514.8147053088	0
"511"	"boot"	"interior"	"541"	"s"	367	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"512"	"boot"	"interior"	"541"	"s"	368	0	0	0	0	0	0	0	0	0	0	0
"513"	"boot"	"interior"	"541"	"s"	369	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"514"	"boot"	"perimeter"	"541"	"s"	952	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"515"	"boot"	"perimeter"	"541"	"s"	953	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"516"	"boot"	"perimeter"	"541"	"s"	954	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"517"	"boot"	"perimeter"	"541"	"s"	958	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"518"	"boot"	"perimeter"	"541"	"s"	959	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"519"	"boot"	"perimeter"	"541"	"s"	960	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	21683.1274503431	21683.1274503431	0
"520"	"boot"	"perimeter"	"541"	"s"	965	0	0	0	0	0	0	0	0	0	0	0
"521"	"cgl"	"control"	"541"	"s"	730	0	0	0	0	0	0	0	0	0	0	0
"522"	"cgl"	"control"	"541"	"s"	731	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"523"	"cgl"	"control"	"541"	"s"	732	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"524"	"cgl"	"control"	"541"	"s"	735	0	0	0	0	0	0	0	0	0	0	0
"525"	"cgl"	"control"	"541"	"s"	738	0	0	0	0	0	0	0	0	0	0	0
"526"	"crp"	"control"	"541"	"s"	763	0	0	0	0	0	0	0	0	0	0	0
"527"	"crp"	"control"	"541"	"s"	767	0	0	0	0	0	0	0	0	0	0	0
"528"	"crp"	"control"	"541"	"s"	771	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"529"	"cwb"	"control"	"541"	"s"	384	0	0	0	0	0	0	0	0	0	0	0
"530"	"cwb"	"control"	"541"	"s"	385	0	0	0	0	0	0	0	0	0	0	0
"531"	"cwb"	"control"	"541"	"s"	395	0	0	0	0	0	0	0	0	0	0	0
"532"	"cwb"	"control"	"541"	"s"	400	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"533"	"cwb"	"control"	"541"	"s"	707	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"534"	"cwb"	"control"	"541"	"s"	708	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"535"	"cwb"	"control"	"541"	"s"	710	0	0	0	0	0	0	0	0	0	0	0
"536"	"cwb"	"control"	"541"	"s"	712	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"537"	"cwb"	"control"	"541"	"s"	713	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"538"	"cwb"	"control"	"541"	"s"	947	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"539"	"cwb"	"control"	"541"	"s"	948	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	26019.7529404117
"540"	"cwb"	"control"	"541"	"s"	949	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"541"	"gl"	"perimeter"	"541"	"s"	802	22282.3886605317	8473.49724340774	8473.49724340774	8473.49724340774	22282.3886605317	8473.49724340774	8473.49724340774	8473.49724340774	47702.8803907549	47702.8803907549	0
"542"	"gl"	"perimeter"	"541"	"s"	803	0	0	0	0	0	0	0	0	0	0	0
"543"	"gl"	"perimeter"	"541"	"s"	804	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"544"	"gl"	"perimeter"	"541"	"s"	805	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"545"	"gl"	"perimeter"	"541"	"s"	808	0	0	0	0	0	0	0	0	0	0	0
"546"	"gl"	"perimeter"	"541"	"s"	817	0	0	0	0	0	0	0	0	0	0	0
"547"	"gl"	"perimeter"	"541"	"s"	818	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"548"	"gl"	"perimeter"	"541"	"s"	823	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"549"	"gl"	"perimeter"	"541"	"s"	824	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"550"	"gl"	"perimeter"	"541"	"s"	829	0	0	0	0	0	0	0	0	0	0	0
"551"	"gl"	"perimeter"	"541"	"s"	835	0	0	0	0	0	0	0	0	0	0	0
"552"	"gl"	"interior"	"541"	"s"	836	0	0	0	0	0	0	0	0	0	0	0
"553"	"gl"	"interior"	"541"	"s"	839	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"554"	"gl"	"interior"	"541"	"s"	842	0	0	0	0	0	0	0	0	0	0	0
"555"	"gl"	"interior"	"541"	"s"	843	0	0	0	0	0	0	0	0	0	0	0
"556"	"gl"	"interior"	"541"	"s"	844	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"557"	"gl"	"interior"	"541"	"s"	845	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"558"	"gl"	"interior"	"541"	"s"	847	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"559"	"gl"	"interior"	"541"	"s"	850	0	0	0	0	0	0	0	0	0	0	0
"560"	"gl"	"interior"	"541"	"s"	851	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"561"	"gl"	"interior"	"541"	"s"	852	0	0	0	0	0	0	0	0	0	0	0
"562"	"gl"	"interior"	"541"	"s"	853	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"563"	"gl"	"interior"	"541"	"s"	855	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"564"	"gl"	"interior"	"541"	"s"	857	0	0	0	0	0	0	0	0	0	0	0
"565"	"gl"	"interior"	"541"	"s"	857	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"566"	"gl"	"interior"	"541"	"s"	859	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"567"	"gl"	"interior"	"541"	"s"	860	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"568"	"gl"	"interior"	"541"	"s"	861	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"569"	"gl"	"interior"	"541"	"s"	864	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	0
"570"	"gl"	"interior"	"541"	"s"	865	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"571"	"gl"	"interior"	"541"	"s"	868	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"572"	"gl"	"interior"	"541"	"s"	869	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	13009.8764702059
"573"	"gl"	"interior"	"541"	"s"	872	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"574"	"gl"	"interior"	"541"	"s"	876	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"575"	"gl"	"interior"	"541"	"s"	878	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
