harvest,year,date,location,point,spp,origin,basal2019,height
gas_line,2019,2020.07.14,control,735,ab,t,0.35,26
gas_line,2019,2020.07.14,control,729,ab,t,0.3,31
gas_line,2019,2020.07.10,control,744,ab,t,0.4,38
gas_line,2019,2020.07.13,control,739,ab,t,0.6,27
gas_line,2019,2020.07.13,control,739,ab,t,0.6,45.5
gas_line,2019,2020.07.14,control,735,wa,t,0.25,72.5
gas_line,2019,2020.07.10,control,742,ro,t,0.45,32
gas_line,2019,2020.07.13,control,741,ro,t,0.75,55
red_pine,2019,2020.07.16,control,755,rm,t,0.3,29
red_pine,2019,2020.07.15,control,773,rm,t,0.35,21
red_pine,2019,2020.07.15,control,774,rm,t,0.25,29
red_pine,2019,2020.07.15,control,775,rm,t,0.25,21
red_pine,2019,2020.07.14,control,768,rm,t,0.25,19.5
red_pine,2019,2020.07.15,control,774,rm,t,0.65,30.5
red_pine,2019,2020.07.16,control,757,rm,t,0.5,38
red_pine,2019,2020.07.16,control,758,rm,t,0.25,37
red_pine,2019,2020.07.14,control,767,rm,t,0.2,25.5
red_pine,2019,2020.07.16,control,757,rm,t,0.4,31.5
red_pine,2019,2020.07.16,control,756,rm,t,0.4,39
red_pine,2019,2020.07.16,control,756,rm,t,0.5,31.5
red_pine,2019,2020.07.16,control,759,rm,t,0.65,53
red_pine,2019,2020.07.16,control,761,rm,t,1,83
red_pine,2019,2020.07.17,control,764,sb,t,0.6,37
red_pine,2019,2020.07.16,control,766,sb,t,0.3,33.5
red_pine,2019,2020.07.16,control,757,sb,t,0.5,32.5
red_pine,2019,2020.07.16,control,766,sb,t,0.5,55
red_pine,2019,2020.07.16,control,762,sb,t,0.4,28
red_pine,2019,2020.07.17,control,751,ab,t,0.2,3.5
red_pine,2019,2020.07.17,control,764,ab,t,0.5,15.5
red_pine,2019,2020.07.16,control,761,ab,t,0.5,14
red_pine,2019,2020.07.17,control,764,ab,t,0.5,18
red_pine,2019,2020.07.17,control,750,ab,t,0.25,25.5
red_pine,2019,2020.07.15,control,772,ab,t,0.4,19.5
red_pine,2019,2020.07.17,control,750,ab,t,0.2,16
red_pine,2019,2020.07.15,control,771,ab,t,0.2,11
red_pine,2019,2020.07.14,control,770,ab,t,0.4,11.5
red_pine,2019,2020.07.15,control,773,ab,t,0.25,16
red_pine,2019,2020.07.17,control,764,ab,t,0.5,19
red_pine,2019,2020.07.14,control,768,ab,t,0.5,14
red_pine,2019,2020.07.16,control,759,ab,t,0.65,30
red_pine,2019,2020.07.16,control,760,ab,t,0.25,18
red_pine,2019,2020.07.16,control,763,ab,t,0.5,18
red_pine,2019,2020.07.14,control,769,ab,t,0.3,10
red_pine,2019,2020.07.16,control,758,ab,t,0.2,15
red_pine,2019,2020.07.16,control,752,ab,t,1.1,45
red_pine,2019,2020.07.15,control,775,ab,t,0.3,20
red_pine,2019,2020.07.14,control,769,ab,t,0.5,24
red_pine,2019,2020.07.16,control,753,ab,t,0.4,26
red_pine,2019,2020.07.16,control,759,ab,t,0.3,22
red_pine,2019,2020.07.17,control,751,ab,t,0.2,15
red_pine,2019,2020.07.14,control,770,ab,t,0.25,20.5
red_pine,2019,2020.07.16,control,756,ab,t,0.25,25
red_pine,2019,2020.07.16,control,766,ab,t,0.5,17
red_pine,2019,2020.07.16,control,753,ab,t,0.4,26
red_pine,2019,2020.07.16,control,755,ab,t,0.7,28
red_pine,2019,2020.07.16,control,761,ab,t,0.5,22
red_pine,2019,2020.07.17,control,764,ab,t,1.3,47.5
red_pine,2019,2020.07.16,control,766,ab,t,1,44
red_pine,2019,2020.07.16,control,756,wa,t,0.4,21.5
red_pine,2019,2020.07.15,control,775,wa,t,0.3,12
red_pine,2019,2020.07.14,control,767,wa,t,0.25,24
red_pine,2019,2020.07.16,control,756,wo,t,0.4,24
red_pine,2019,2020.07.17,control,764,wo,t,0.6,36
red_pine,2019,2020.07.16,control,754,co,t,0.85,53.5
red_pine,2019,2020.07.16,control,754,co,t,0.55,33
red_pine,2019,2020.07.17,control,747,ro,t,0.25,33.5
red_pine,2019,2020.07.14,control,767,ro,t,0.5,24
red_pine,2019,2020.07.16,control,755,ro,t,0.7,31
red_pine,2019,2020.07.16,control,758,ro,t,0.6,42
wedge_boot,2019,2020.07.07,control,394,sm,t,0.3,30
wedge_boot,2019,2020.07.07,control,709,sb,t,0.8,66
wedge_boot,2019,2020.06.29,control,386,ab,t,0.25,10
wedge_boot,2019,2020.07.07,control,397,ab,t,0.4,31
wedge_boot,2019,2020.06.29,control,386,ab,t,0.25,14
wedge_boot,2019,2020.07.06,control,389,ab,t,0.2,11
wedge_boot,2019,2020.07.09,control,399,ab,t,0.2,13
wedge_boot,2019,2020.06.29,control,393,ab,t,0.25,13
wedge_boot,2019,2020.07.06,control,388,ab,t,0.25,12
wedge_boot,2019,2020.07.09,control,713,ab,t,0.3,14
wedge_boot,2019,2020.07.09,control,400,ab,t,0.2,24
wedge_boot,2019,2020.07.07,control,708,ab,t,0.4,22.5
wedge_boot,2019,2020.07.09,control,703,ab,t,0.35,26
wedge_boot,2019,2020.07.09,control,713,ab,t,0.25,15.5
wedge_boot,2019,2020.06.29,control,393,ab,t,0.4,24
wedge_boot,2019,2020.07.09,control,713,ab,t,0.4,26
wedge_boot,2019,2020.07.07,control,708,ab,t,0.25,19
wedge_boot,2019,2020.07.09,control,399,ab,t,0.25,19
wedge_boot,2019,2020.07.09,control,710,ab,t,0.8,55
wedge_boot,2019,2020.07.09,control,713,ab,t,0.25,27.5
wedge_boot,2019,2020.07.07,control,398,ab,t,0.6,37
wedge_boot,2019,2020.07.06,control,947,ab,t,1,100
wedge_boot,2019,2020.07.09,control,710,ba,t,0.9,55
gas_line,2019,2020.04.16,perimeter,828,rm,t,0.5,46
gas_line,2019,2020.04.08,interior,838,rm,t,1.2,76
gas_line,2019,2020.04.14,interior,839,rm,t,1,80
gas_line,2019,2020.04.15,perimeter,806,rm,t,1.1,102
gas_line,2019,2020.04.16,perimeter,827,rm,t,1,80
gas_line,2019,2020.04.16,perimeter,830,rm,t,0.75,60
gas_line,2019,2020.04.16,perimeter,831,rm,t,0.8,77
gas_line,2019,2020.04.16,perimeter,826,rm,t,0.5,41
gas_line,2019,2020.04.17,perimeter,820,rm,t,1,102
gas_line,2019,2020.04.16,perimeter,831,rm,t,1,78
gas_line,2019,2020.04.14,interior,839,rm,t,0.75,80
gas_line,2019,2020.04.16,perimeter,826,rm,t,0.75,57
gas_line,2019,2020.04.16,perimeter,829,rm,t,1,80
gas_line,2019,2020.04.16,perimeter,829,rm,t,1,95
gas_line,2019,2020.04.16,perimeter,832,rm,t,0.75,71
gas_line,2019,2020.04.16,perimeter,832,rm,t,0.8,77
gas_line,2019,2020.04.17,perimeter,822,rm,t,1.1,108
gas_line,2019,2020.04.20,perimeter,815,rm,t,1.2,89
gas_line,2019,2020.05.08,interior,855,sm,t,1,74
gas_line,2019,2020.04.20,interior,875,sm,t,0.75,51
gas_line,2019,2020.04.20,interior,873,sm,t,1.25,77
gas_line,2019,2020.05.04,interior,846,sm,t,0.6,72
gas_line,2019,2020.04.22,interior,870,sm,t,0.25,39.5
gas_line,2019,2020.04.15,perimeter,807,sm,t,0.5,53
gas_line,2019,2020.04.15,perimeter,806,sm,t,0.75,63
gas_line,2019,2020.04.20,interior,876,sm,t,0.75,52
gas_line,2019,2020.04.14,perimeter,802,sm,t,0.5,83
gas_line,2019,2020.04.17,perimeter,822,sm,t,0.6,38
gas_line,2019,2020.05.08,interior,850,sm,t,0.6,51.5
gas_line,2019,2020.04.16,perimeter,830,sm,t,0.8,75
gas_line,2019,2020.05.04,interior,853,sm,t,0.5,72
gas_line,2019,2020.04.06,interior,857,sm,t,0.9,84
gas_line,2019,2020.04.15,perimeter,809,sm,t,1.1,76
gas_line,2019,2020.04.23,interior,861,sm,t,0.6,73
gas_line,2019,2020.05.04,interior,845,sm,t,1,65.5
gas_line,2019,2020.05.04,interior,847,sm,t,0.25,43
gas_line,2019,2020.04.20,perimeter,816,sm,t,1,98
gas_line,2019,2020.04.23,interior,859,sm,t,1,79.5
gas_line,2019,2020.04.20,interior,868,sm,t,1.25,101.5
gas_line,2019,2020.04.23,interior,859,sm,t,0.6,59.5
gas_line,2019,2020.05.08,interior,850,sm,t,0.75,48
gas_line,2019,2020.04.22,interior,860,sm,t,0.6,71.5
gas_line,2019,2020.05.04,interior,853,sm,t,0.75,68.5
gas_line,2019,2020.04.14,interior,842,sm,t,1,88
gas_line,2019,2020.04.20,interior,868,sm,t,0.75,91.5
gas_line,2019,2020.04.22,interior,860,sm,t,0.75,66
gas_line,2019,2020.05.08,interior,851,sm,t,1,79
gas_line,2019,2020.05.04,interior,845,sm,t,0.8,79
gas_line,2019,2020.04.06,interior,836,sm,t,0.75,47
gas_line,2019,2020.04.15,perimeter,808,sm,t,0.8,63
gas_line,2019,2020.04.20,interior,876,sm,t,0.3,45
gas_line,2019,2020.04.14,interior,841,sm,t,0.5,54
gas_line,2019,2020.04.08,interior,837,sm,t,1,84
gas_line,2019,2020.04.06,interior,857,sm,t,0.8,60
gas_line,2019,2020.04.22,interior,878,sm,t,0.75,77
gas_line,2019,2020.04.22,interior,870,sm,t,0.5,55
gas_line,2019,2020.04.06,interior,837,sm,t,0.75,63
gas_line,2019,2020.04.15,perimeter,808,sm,t,0.75,66
gas_line,2019,2020.04.23,interior,861,sm,t,0.5,69.5
gas_line,2019,2020.04.22,interior,872,sm,t,0.5,58
gas_line,2019,2020.05.08,interior,851,sm,t,0.5,69
gas_line,2019,2020.04.14,interior,841,sm,t,0.6,64
gas_line,2019,2020.04.08,interior,836,sm,t,0.75,68
gas_line,2019,2020.05.05,interior,852,sm,t,0.6,61
gas_line,2019,2020.04.14,interior,843,sm,t,0.75,29
gas_line,2019,2020.04.17,perimeter,822,sb,t,0.75,78
gas_line,2019,2020.04.20,perimeter,815,sb,t,1,108
gas_line,2019,2020.04.15,perimeter,811,ab,t,1,40
gas_line,2019,2020.04.06,interior,862,ab,t,0.2,21
gas_line,2019,2020.04.17,perimeter,818,ab,t,0.3,23
gas_line,2019,2020.04.15,perimeter,805,ab,t,0.6,39
gas_line,2019,2020.04.22,interior,869,ab,t,0.25,28
gas_line,2019,2020.04.20,perimeter,816,ab,t,0.5,35
gas_line,2019,2020.05.04,interior,854,ab,t,0.5,32
gas_line,2019,2020.04.22,interior,877,ab,t,0.5,32
gas_line,2019,2020.04.14,perimeter,803,ab,t,0.25,30
gas_line,2019,2020.04.16,perimeter,828,ab,t,0.2,16
gas_line,2019,2020.04.16,perimeter,825,ab,t,0.4,33
gas_line,2019,2020.04.20,interior,875,ab,t,0.3,23.5
gas_line,2019,2020.05.04,interior,849,ab,t,0.25,36
gas_line,2019,2020.04.06,interior,863,ab,t,0.25,29
gas_line,2019,2020.04.17,perimeter,820,ab,t,0.5,43
gas_line,2019,2020.04.20,interior,873,ab,t,0.15,15
gas_line,2019,2020.04.17,perimeter,820,ab,t,0.2,25
gas_line,2019,2020.04.15,perimeter,805,ab,t,0.6,47.5
gas_line,2019,2020.04.22,interior,879,ab,t,0.6,36
gas_line,2019,2020.05.04,interior,845,ab,t,0.35,39
gas_line,2019,2020.04.15,perimeter,804,ab,t,0.25,23
gas_line,2019,2020.05.06,interior,866,ab,t,0.5,26.5
gas_line,2019,2020.04.14,interior,841,ab,t,2,62
gas_line,2019,2020.05.04,interior,845,ab,t,0.25,24.5
gas_line,2019,2020.04.16,perimeter,831,ab,t,0.5,27
gas_line,2019,2020.04.16,perimeter,827,ab,t,0.25,28
gas_line,2019,2020.04.06,interior,865,ab,t,0.25,32
gas_line,2019,2020.04.16,perimeter,827,ab,t,0.5,25
gas_line,2019,2020.04.15,perimeter,809,ab,t,0.6,32
gas_line,2019,2020.04.17,perimeter,822,ab,t,0.5,34
gas_line,2019,2020.04.15,perimeter,808,ab,t,0.4,35
gas_line,2019,2020.04.20,interior,867,ab,t,0.3,31.5
gas_line,2019,2020.04.06,interior,865,ab,t,0.5,41
gas_line,2019,2020.04.15,perimeter,807,ab,t,0.75,44
gas_line,2019,2020.04.16,perimeter,829,ab,t,0.5,34
gas_line,2019,2020.04.16,perimeter,825,ab,t,0.4,31
gas_line,2019,2020.05.06,interior,866,ab,t,0.75,40.5
gas_line,2019,2020.04.16,perimeter,831,ab,t,0.75,35
gas_line,2019,2020.04.15,perimeter,809,ab,t,0.75,45
gas_line,2019,2020.04.17,perimeter,821,ab,t,0.6,45
gas_line,2019,2020.04.15,perimeter,807,ab,t,0.6,44
gas_line,2019,2020.05.08,interior,855,ab,t,0.75,49
gas_line,2019,2020.04.14,interior,840,ab,t,0.5,49
gas_line,2019,2020.05.04,interior,849,ab,t,1,66
gas_line,2019,2020.04.16,perimeter,832,wa,t,0.75,71
gas_line,2019,2020.04.16,perimeter,828,wa,t,1,80
gas_line,2019,2020.04.15,perimeter,809,wa,t,0.75,51
gas_line,2019,2020.04.06,interior,857,wa,t,0.75,53
gas_line,2019,2020.04.14,interior,843,wa,t,0.75,72
gas_line,2019,2020.04.20,interior,873,wa,t,1.1,66
gas_line,2019,2020.04.23,interior,858,wa,t,1,58
gas_line,2019,2020.05.04,interior,849,wa,t,1,76
gas_line,2019,2020.04.20,perimeter,814,wa,t,1.1,66
gas_line,2019,2020.04.15,perimeter,804,wa,t,1.2,87
gas_line,2019,2020.04.16,perimeter,828,wa,t,1.1,104
gas_line,2019,2020.04.20,perimeter,814,wa,t,1.2,83
gas_line,2019,2020.04.14,perimeter,801,bc,t,1,91
gas_line,2019,2020.05.04,interior,847,bc,t,0.25,50
gas_line,2019,2020.05.08,interior,851,bc,t,1,96
gas_line,2019,2020.04.14,interior,842,bc,t,1.2,110
gas_line,2019,2020.04.16,perimeter,826,ro,t,0.8,56
gas_line,2019,2020.04.22,interior,872,ro,t,0.2,33
gas_line,2019,2020.04.16,perimeter,830,ro,t,1,66
gas_line,2019,2020.04.08,interior,838,ro,t,0.8,41
gas_line,2019,2020.04.16,perimeter,827,ro,t,1,62
gas_line,2019,2020.04.16,perimeter,830,ro,t,1.1,86
gas_line,2019,2020.04.16,perimeter,830,ro,t,1.5,94
gas_line,2019,2020.04.23,interior,856,ba,t,2,111
red_pine,2019,2020.05.26,perimeter,882,rm,t,0.9,58.5
red_pine,2019,2020.05.28,interior,347,rm,t,0.7,46
red_pine,2019,2020.05.28,interior,348,rm,t,0.6,51.5
red_pine,2019,2020.06.09,perimeter,891,rm,t,0.75,59.5
red_pine,2019,2020.06.01,interior,335,rm,t,0.4,41
red_pine,2019,2020.06.01,perimeter,884,rm,t,1,66
red_pine,2019,2020.06.09,perimeter,892,rm,t,3.7,48.5
red_pine,2019,2020.06.09,interior,342,rm,t,0.5,43
red_pine,2019,2020.05.26,perimeter,881,rm,t,0.75,86
red_pine,2019,2020.06.01,interior,336,rm,t,1.25,107.5
red_pine,2019,2020.06.09,perimeter,890,rm,t,0.6,50
red_pine,2019,2020.06.08,perimeter,888,rm,t,0.8,60
red_pine,2019,2020.06.08,perimeter,887,rm,t,1,89
red_pine,2019,2020.06.09,interior,344,rm,t,0.7,64
red_pine,2019,2020.06.08,perimeter,888,rm,t,0.7,65
red_pine,2019,2020.06.01,interior,335,sm,t,0.2,38
red_pine,2019,2020.06.08,perimeter,886,sm,t,0.5,54
red_pine,2019,2020.06.08,perimeter,888,ab,t,0.25,9
red_pine,2019,2020.06.09,interior,342,ab,t,0.4,18
red_pine,2019,2020.06.09,perimeter,891,ab,t,0.3,23
red_pine,2019,2020.06.09,perimeter,892,ab,t,0.6,25
red_pine,2019,2020.05.28,interior,348,ab,t,0.25,20
red_pine,2019,2020.06.08,perimeter,888,ab,t,0.2,17
red_pine,2019,2020.05.28,interior,345,ab,t,0.65,22.5
red_pine,2019,2020.06.08,perimeter,887,ab,t,1,52
red_pine,2019,2020.06.09,interior,344,ab,t,0.6,29.5
red_pine,2019,2020.05.26,perimeter,880,wa,t,0.4,41
red_pine,2019,2020.06.08,perimeter,887,ro,t,0.6,45
red_pine,2019,2020.06.01,perimeter,883,ro,t,0.5,65.5
wedge,2019,2020.06.23,perimeter,975,rm,t,0.8,71
wedge,2019,2020.06.29,interior,374,rm,t,0.95,64.5
wedge,2019,2020.06.25,perimeter,969,rm,t,0.7,68
wedge,2019,2020.06.29,interior,374,rm,t,0.9,81.5
wedge,2019,2020.06.23,perimeter,968,rm,t,0.7,83
wedge,2019,2020.06.29,perimeter,973,sm,t,0.3,45
wedge,2019,2020.06.29,perimeter,973,sm,t,0.45,47
wedge,2019,2020.06.26,interior,378,sm,t,0.7,66
wedge,2019,2020.06.26,interior,379,sm,t,0.7,63.5
wedge,2019,2020.06.23,interior,374,ab,t,0.15,18
wedge,2019,2020.06.29,interior,371,ab,t,0.25,17.5
wedge,2019,2020.06.29,interior,371,ab,t,0.25,15
wedge,2019,2020.06.23,interior,381,ab,t,0.7,22.5
wedge,2019,2020.06.26,interior,375,ab,t,0.2,22.5
wedge,2019,2020.06.25,perimeter,970,ab,t,0.25,12
wedge,2019,2020.06.29,perimeter,973,ab,t,0.15,19.5
wedge,2019,2020.06.25,interior,383,ba,t,1.6,127
wedge,2019,2020.06.26,interior,379,ba,t,1.25,100
wedge,2019,2020.06.23,perimeter,968,ba,t,1.75,158
wedge,2019,2020.06.26,perimeter,971,ba,t,1.1,118
boot,2018,2020.06.19,interior,358,ab,r,0.25,2.5
boot,2018,2020.06.19,perimeter,953,ab,r,0.5,8
boot,2018,2020.06.16,interior,350,ab,r,1,28.5
boot,2018,2020.06.16,interior,350,ab,r,1,34
boot,2018,2020.06.17,perimeter,950,ab,r,0.6,10
boot,2018,2020.06.12,perimeter,954,ab,r,0.5,12
boot,2018,2020.06.17,perimeter,950,ab,r,1,32.5
boot,2018,2020.06.16,interior,350,ab,r,0.3,19
boot,2018,2020.06.15,interior,369,ab,r,1.5,52
boot,2018,2020.06.17,perimeter,951,ab,r,0.65,33.5
boot,2018,2020.06.22,interior,360,ab,r,0.9,28.5
gas_line,2018,2020.07.10,control,742,ab,r,0.25,5
gas_line,2018,2020.07.13,control,737,ab,r,0.3,14
gas_line,2018,2020.07.10,control,744,ab,r,0.2,6
gas_line,2018,2020.07.13,control,741,ab,r,0.25,8
gas_line,2018,2020.07.14,control,734,ab,r,0.25,12.5
gas_line,2018,2020.07.13,control,740,ab,r,0.4,11.5
gas_line,2018,2020.07.14,control,730,ab,r,0.6,15
gas_line,2018,2020.07.13,control,741,ab,r,0.25,12
gas_line,2018,2020.07.10,control,743,ab,r,0.45,10
gas_line,2018,2020.07.14,control,729,ab,r,0.25,23
gas_line,2018,2020.07.14,control,738,ab,r,0.65,11.5
gas_line,2018,2020.07.13,control,740,ab,r,0.5,19.5
gas_line,2018,2020.07.14,control,730,ab,r,0.65,23.5
red_pine,2018,2020.07.15,control,773,ab,r,0.8,33
red_pine,2018,2020.07.17,control,764,ab,r,0.4,6.5
red_pine,2018,2020.07.14,control,770,ab,r,0.2,10
red_pine,2018,2020.07.16,control,755,ab,r,0.2,6.5
red_pine,2018,2020.07.16,control,758,ab,r,0.2,9
red_pine,2018,2020.07.16,control,757,ab,r,0.5,14
red_pine,2018,2020.07.14,control,769,ab,r,0.4,10.5
red_pine,2018,2020.07.16,control,753,ab,r,0.4,10.5
red_pine,2018,2020.07.16,control,762,ab,r,0.4,7.5
red_pine,2018,2020.07.14,control,767,ab,r,0.25,6
red_pine,2018,2020.07.16,control,753,ab,r,0.35,6
red_pine,2018,2020.07.15,control,772,ab,r,0.35,11.5
red_pine,2018,2020.07.15,control,773,ab,r,1.1,50
red_pine,2018,2020.07.14,control,767,ab,r,0.4,17
red_pine,2018,2020.07.16,control,754,ab,r,0.5,8
red_pine,2018,2020.07.16,control,762,ab,r,0.5,18.5
red_pine,2018,2020.07.16,control,756,ab,r,0.2,13.5
red_pine,2018,2020.07.16,control,752,ab,r,0.3,11
red_pine,2018,2020.07.16,control,763,ab,r,0.75,32
red_pine,2018,2020.07.16,control,759,ab,r,0.65,42
wedge_boot,2018,2020.07.09,control,399,ab,r,0.3,9
wedge_boot,2018,2020.07.07,control,709,ab,r,0.6,29
wedge_boot,2018,2020.06.29,control,392,ab,r,0.7,19
wedge_boot,2018,2020.07.07,control,395,ab,r,1,25.5
wedge_boot,2018,2020.07.07,control,705,ab,r,0.2,10
wedge_boot,2018,2020.07.09,control,400,ab,r,0.25,10
wedge_boot,2018,2020.07.09,control,702,ab,r,0.75,38
wedge_boot,2018,2020.07.07,control,705,ab,r,0.25,10.5
wedge_boot,2018,2020.07.09,control,710,ab,r,0.25,19
wedge_boot,2018,2020.07.09,control,712,ab,r,1,78
wedge_boot,2018,2020.07.09,control,701,ab,r,0.25,11.5
wedge_boot,2018,2020.07.09,control,701,ab,r,0.45,19
wedge_boot,2018,2020.07.09,control,701,ab,r,0.85,29.5
wedge_boot,2018,2020.07.09,control,702,ab,r,0.5,20.5
wedge_boot,2018,2020.07.09,control,710,ab,r,0.5,29
wedge_boot,2018,2020.06.29,control,391,ab,r,0.9,45.5
wedge_boot,2018,2020.07.07,control,395,ab,r,0.9,26
wedge_boot,2018,2020.07.09,control,712,ab,r,0.6,45
wedge_boot,2018,2020.07.07,control,708,ab,r,0.8,33
wedge_boot,2018,2020.07.09,control,400,ab,r,0.45,27
wedge_boot,2018,2020.07.07,control,709,ab,r,0.75,43
wedge_boot,2018,2020.07.07,control,709,ab,r,0.8,41
wedge_boot,2018,2020.07.06,control,947,ab,r,1,75
gas_line,2018,2020.04.22,interior,877,rm,r,0.6,27
gas_line,2018,2020.04.16,perimeter,832,rm,r,1.25,92
gas_line,2018,2020.04.16,perimeter,832,rm,r,0.6,51.5
gas_line,2018,2020.04.16,perimeter,831,rm,r,1,73
gas_line,2018,2020.04.15,perimeter,807,sm,r,0.4,27
gas_line,2018,2020.05.04,interior,844,sm,r,0.3,25.5
gas_line,2018,2020.04.17,perimeter,819,svb,r,0.4,42
gas_line,2018,2020.04.20,perimeter,816,svb,r,0.3,56
gas_line,2018,2020.04.20,interior,876,ab,r,0.2,3.5
gas_line,2018,2020.04.15,perimeter,811,ab,r,1,30
gas_line,2018,2020.05.08,interior,855,ab,r,0.5,22
gas_line,2018,2020.04.14,interior,842,ab,r,1,64
gas_line,2018,2020.05.06,interior,866,ab,r,0.2,4
gas_line,2018,2020.04.17,perimeter,819,ab,r,0.5,20
gas_line,2018,2020.04.17,perimeter,819,ab,r,0.4,10
gas_line,2018,2020.04.22,interior,869,ab,r,0.3,18
gas_line,2018,2020.04.14,perimeter,803,ab,r,0.5,18
gas_line,2018,2020.04.15,perimeter,810,ab,r,1.25,42
gas_line,2018,2020.04.17,perimeter,821,ab,r,0.6,35
gas_line,2018,2020.04.23,interior,856,ab,r,0.25,10
gas_line,2018,2020.04.17,perimeter,819,ab,r,0.5,16
gas_line,2018,2020.04.17,perimeter,817,ab,r,0.3,11
gas_line,2018,2020.04.22,interior,878,ab,r,0.5,15
gas_line,2018,2020.04.22,interior,871,ab,r,0.25,13.5
gas_line,2018,2020.04.15,perimeter,806,ab,r,0.6,28
gas_line,2018,2020.05.04,interior,854,ab,r,0.5,11
gas_line,2018,2020.04.16,perimeter,828,ab,r,0.25,12
gas_line,2018,2020.04.22,interior,871,ab,r,0.5,19.5
gas_line,2018,2020.05.08,interior,855,ab,r,1.1,42.5
gas_line,2018,2020.05.08,interior,855,ab,r,0.6,27.5
gas_line,2018,2020.04.15,perimeter,812,ab,r,0.75,21
gas_line,2018,2020.04.15,perimeter,811,ab,r,0.75,20.5
gas_line,2018,2020.04.15,perimeter,805,ab,r,0.5,19
gas_line,2018,2020.04.15,perimeter,812,ab,r,0.3,22.5
gas_line,2018,2020.04.15,perimeter,811,ab,r,1,18.5
gas_line,2018,2020.04.15,perimeter,811,ab,r,0.75,30.5
gas_line,2018,2020.04.20,interior,873,wa,r,0.2,13
gas_line,2018,2020.04.16,perimeter,835,wa,r,0.75,38
gas_line,2018,2020.04.16,perimeter,835,bl,r,1,49
gas_line,2018,2020.05.04,interior,844,ba,r,1,43.5
red_pine,2018,2020.05.26,perimeter,880,ab,r,0.4,6.5
red_pine,2018,2020.06.09,interior,343,ab,r,0.2,6
red_pine,2018,2020.06.01,perimeter,883,ab,r,0.25,10.5
red_pine,2018,2020.05.26,interior,341,ab,r,0.25,8
red_pine,2018,2020.06.08,perimeter,889,ab,r,0.15,8
red_pine,2018,2020.05.26,perimeter,881,ab,r,0.25,16
red_pine,2018,2020.05.28,interior,347,ab,r,0.15,8.5
red_pine,2018,2020.06.09,interior,343,ab,r,0.25,12
red_pine,2018,2020.05.28,interior,347,ab,r,0.15,11.5
red_pine,2018,2020.06.09,interior,342,ab,r,0.4,14
wedge,2018,2020.06.23,perimeter,967,sb,r,0.2,6
wedge,2018,2020.06.29,interior,371,ab,r,0.5,12.5
wedge,2018,2020.06.23,perimeter,967,ab,r,0.25,11
wedge,2018,2020.06.23,perimeter,975,ab,r,0.5,21
wedge,2018,2020.06.23,perimeter,975,ab,r,0.25,14
wedge,2018,2020.06.23,perimeter,968,ab,r,0.9,38
wedge,2018,2020.06.25,perimeter,969,ab,r,0.1,4.5
wedge,2018,2020.06.25,interior,382,ab,r,0.25,19.5
wedge,2018,2020.06.25,perimeter,969,ab,r,0.1,5
wedge,2018,2020.06.26,interior,375,ab,r,0.2,9
wedge,2018,2020.06.23,perimeter,975,ab,r,0.3,11
wedge,2018,2020.06.23,interior,377,ab,r,0.7,22.5
wedge,2018,2020.06.23,interior,373,ab,r,0.7,9.5
wedge,2018,2020.06.23,interior,373,ab,r,0.5,10
wedge,2018,2020.06.23,interior,377,ab,r,0.25,15
wedge,2018,2020.06.29,interior,374,ab,r,0.25,14.5
wedge,2018,2020.06.23,interior,373,ab,r,0.5,6.5
wedge,2018,2020.06.26,interior,375,ab,r,0.25,11.5
wedge,2018,2020.06.29,perimeter,973,ab,r,0.25,15.5
wedge,2018,2020.06.23,interior,373,ab,r,0.5,17
red_pine,2018,2020.07.15,control,774,wo,r,0.25,9
boot,2018,2020.06.19,interior,358,rm,s,0.15,6.5
boot,2018,2020.06.22,interior,364,rm,s,0.15,12
boot,2018,2020.06.15,interior,363,rm,s,0.15,9.5
boot,2018,2020.06.22,interior,364,rm,s,0.2,13
boot,2018,2020.06.16,interior,350,rm,s,0.25,34.5
boot,2018,2020.06.16,perimeter,965,sm,s,0.2,10.5
boot,2018,2020.06.15,interior,362,sm,s,0.1,5.5
boot,2018,2020.06.22,interior,354,sb,s,0.2,2
boot,2018,2020.06.17,perimeter,950,sb,s,0.15,4
boot,2018,2020.06.12,perimeter,956,sb,s,0.35,11.5
boot,2018,2020.06.12,perimeter,955,sb,s,0.25,5
boot,2018,2020.06.16,interior,355,sb,s,0.6,12.5
boot,2018,2020.06.22,interior,364,sb,s,0.2,6
boot,2018,2020.06.19,perimeter,952,sb,s,0.25,13.5
boot,2018,2020.06.16,perimeter,963,sb,s,0.25,7
boot,2018,2020.06.15,interior,369,sb,s,0.5,13
boot,2018,2020.06.22,perimeter,960,sb,s,0.15,9.5
boot,2018,2020.06.17,interior,353,sb,s,0.2,15.5
boot,2018,2020.06.12,interior,366,sb,s,0.35,21.5
boot,2018,2020.06.12,perimeter,956,sb,s,0.35,20
boot,2018,2020.06.22,interior,360,sb,s,0.45,10
boot,2018,2020.06.22,interior,357,sb,s,0.2,10.5
boot,2018,2020.06.15,perimeter,958,sb,s,0.2,13.5
boot,2018,2020.06.17,interior,353,sb,s,0.2,16
boot,2018,2020.06.12,interior,366,sb,s,0.35,12.5
boot,2018,2020.06.12,perimeter,957,sb,s,0.2,12.5
boot,2018,2020.06.15,perimeter,958,sb,s,0.2,17
boot,2018,2020.06.17,perimeter,951,sb,s,0.6,18
