harvest,year,date,location,point,spp,origin,basal2019,height
gas_line,2019,2020.04.16,perimeter,827,rm,s,0.25,36
gas_line,2019,2020.04.06,interior,865,rm,s,0.2,30
gas_line,2019,2020.04.16,perimeter,831,rm,s,0.8,65
gas_line,2019,2020.05.08,interior,850,rm,s,0.4,45.5
gas_line,2019,2020.05.04,interior,847,rm,s,0.3,48.5
gas_line,2019,2020.05.04,interior,853,rm,s,0.4,52
gas_line,2019,2020.05.04,interior,848,rm,s,0.25,50.5
gas_line,2019,2020.04.16,perimeter,835,rm,s,0.4,62
gas_line,2019,2020.04.16,perimeter,827,rm,s,0.25,40
gas_line,2019,2020.04.16,perimeter,832,rm,s,0.25,44.5
gas_line,2019,2020.05.04,interior,848,rm,s,0.7,54
gas_line,2019,2020.04.14,interior,840,rm,s,0.6,65
gas_line,2019,2020.04.14,perimeter,801,sm,s,0.5,68
gas_line,2019,2020.04.06,interior,865,sm,s,0.2,12.5
gas_line,2019,2020.05.08,interior,851,sm,s,0.2,19
gas_line,2019,2020.04.17,perimeter,822,sm,s,0.75,39
gas_line,2019,2020.05.08,interior,850,sm,s,0.2,16
gas_line,2019,2020.04.23,interior,856,sm,s,0.25,33.5
gas_line,2019,2020.04.06,interior,863,sm,s,0.2,25
gas_line,2019,2020.04.06,interior,865,sm,s,0.2,23.5
gas_line,2019,2020.05.04,interior,846,sm,s,0.5,39
gas_line,2019,2020.04.23,interior,856,sm,s,0.25,37
gas_line,2019,2020.05.04,interior,853,sm,s,0.5,59
gas_line,2019,2020.05.04,interior,844,sm,s,0.25,34
gas_line,2019,2020.04.22,interior,878,sm,s,0.4,28
gas_line,2019,2020.04.22,interior,860,svb,s,0.6,96
gas_line,2019,2020.04.23,interior,858,svb,s,0.6,82
gas_line,2019,2020.04.15,perimeter,809,sb,s,0.75,52
gas_line,2019,2020.04.15,perimeter,810,sb,s,0.75,98
gas_line,2019,2020.04.20,perimeter,815,sb,s,0.5,64
gas_line,2019,2020.05.06,interior,866,sb,s,0.75,73.5
gas_line,2019,2020.04.16,perimeter,825,pb,s,5,61
gas_line,2019,2020.04.16,perimeter,831,pb,s,0.75,77
gas_line,2019,2020.04.16,perimeter,827,pb,s,0.6,71
gas_line,2019,2020.05.04,interior,854,ab,s,1.5,70
gas_line,2019,2020.05.04,interior,854,ab,s,1.35,78
gas_line,2019,2020.04.16,perimeter,829,ab,s,1,55
gas_line,2019,2020.04.15,perimeter,810,ab,s,1,63
gas_line,2019,2020.04.15,perimeter,810,ab,s,1.1,67
gas_line,2019,2020.04.16,perimeter,830,ab,s,1.75,118
gas_line,2019,2020.04.20,interior,867,ab,s,1,75
gas_line,2019,2020.04.23,interior,856,ab,s,0.6,36
gas_line,2019,2020.04.06,interior,864,ab,s,0.75,28
gas_line,2019,2020.04.22,interior,877,ab,s,1.6,102
gas_line,2019,2020.04.20,perimeter,814,ab,s,0.25,21
gas_line,2019,2020.04.20,interior,876,ab,s,0.15,20
gas_line,2019,2020.04.06,interior,864,ab,s,1,66
gas_line,2019,2020.04.16,perimeter,828,ab,s,0.25,25
gas_line,2019,2020.04.20,interior,867,ab,s,1,53
gas_line,2019,2020.04.20,interior,867,ab,s,0.75,52
gas_line,2019,2020.05.04,interior,854,ab,s,1.25,60
gas_line,2019,2020.04.17,perimeter,817,ab,s,0.25,23
gas_line,2019,2020.04.06,interior,864,ab,s,0.8,43
gas_line,2019,2020.04.16,perimeter,825,ab,s,0.8,46
gas_line,2019,2020.04.15,perimeter,808,ab,s,1.75,90
gas_line,2019,2020.04.15,perimeter,806,ab,s,1.2,89
gas_line,2019,2020.04.15,perimeter,806,ab,s,1.5,120
gas_line,2019,2020.04.20,perimeter,814,wa,s,0.15,11
gas_line,2019,2020.04.06,interior,857,wa,s,0.6,36
gas_line,2019,2020.05.04,interior,844,wa,s,0.4,42.5
gas_line,2019,2020.05.04,interior,844,wa,s,0.5,41
gas_line,2019,2020.04.17,perimeter,817,wa,s,0.3,31
gas_line,2019,2020.04.20,interior,876,wa,s,0.2,14.5
gas_line,2019,2020.04.14,perimeter,803,wa,s,0.75,59
gas_line,2019,2020.04.16,perimeter,834,wa,s,0.25,36.5
gas_line,2019,2020.05.08,interior,851,wa,s,1,77
gas_line,2019,2020.05.08,interior,855,wa,s,0.5,40
gas_line,2019,2020.05.04,interior,846,wa,s,0.5,39
gas_line,2019,2020.04.14,perimeter,803,wa,s,0.75,53
gas_line,2019,2020.04.15,perimeter,807,wa,s,0.75,58
gas_line,2019,2020.04.06,interior,865,wa,s,0.75,50
gas_line,2019,2020.04.14,perimeter,803,wa,s,1.25,81
gas_line,2019,2020.04.23,interior,858,wa,s,0.5,44.5
gas_line,2019,2020.04.22,interior,869,wa,s,0.25,44.5
gas_line,2019,2020.05.05,interior,852,wa,s,1,91
gas_line,2019,2020.04.08,interior,836,wa,s,0.5,24
gas_line,2019,2020.04.22,interior,872,wa,s,0.5,54
gas_line,2019,2020.05.04,interior,848,wa,s,0.5,30
gas_line,2019,2020.04.20,interior,868,wa,s,0.6,60
gas_line,2019,2020.04.22,interior,870,wa,s,1,70
gas_line,2019,2020.04.16,perimeter,833,wa,s,0.5,33
gas_line,2019,2020.04.15,perimeter,806,wa,s,0.5,43
gas_line,2019,2020.05.04,interior,845,wa,s,0.75,70.5
gas_line,2019,2020.04.20,interior,876,wa,s,0.3,27
gas_line,2019,2020.04.23,interior,859,wa,s,0.6,47
gas_line,2019,2020.04.15,perimeter,807,wa,s,0.8,50
gas_line,2019,2020.04.22,interior,860,wa,s,0.75,64
gas_line,2019,2020.04.22,interior,869,wa,s,0.3,32
gas_line,2019,2020.05.04,interior,848,wa,s,0.75,46.5
gas_line,2019,2020.04.23,interior,861,wa,s,1,62
gas_line,2019,2020.04.22,interior,879,wa,s,0.75,48
gas_line,2019,2020.04.15,perimeter,804,wa,s,0.6,60
gas_line,2019,2020.04.17,perimeter,821,wa,s,0.5,31
gas_line,2019,2020.05.04,interior,854,wa,s,0.6,40.5
gas_line,2019,2020.04.14,interior,842,wa,s,0.5,57
gas_line,2019,2020.04.16,perimeter,833,wa,s,0.75,46
gas_line,2019,2020.04.20,interior,868,wa,s,0.6,53
gas_line,2019,2020.04.14,interior,841,wa,s,0.6,44
gas_line,2019,2020.04.16,perimeter,823,wa,s,0.5,48
gas_line,2019,2020.04.17,perimeter,821,wa,s,0.6,54
gas_line,2019,2020.04.23,interior,861,wa,s,0.75,77
gas_line,2019,2020.04.17,perimeter,818,wa,s,0.4,37
gas_line,2019,2020.04.16,perimeter,823,wa,s,0.5,50.5
gas_line,2019,2020.04.20,interior,875,wa,s,0.5,43
gas_line,2019,2020.04.14,interior,840,wa,s,0.5,39
gas_line,2019,2020.04.06,interior,862,wa,s,0.5,51
gas_line,2019,2020.04.23,interior,861,wa,s,0.6,54
gas_line,2019,2020.05.05,interior,852,wa,s,0.75,74.5
gas_line,2019,2020.05.04,interior,853,wa,s,0.75,38
gas_line,2019,2020.04.14,interior,839,wa,s,0.75,65
gas_line,2019,2020.04.16,perimeter,833,wa,s,0.75,52
gas_line,2019,2020.04.22,interior,878,wa,s,1,64
gas_line,2019,2020.04.20,interior,868,wa,s,0.8,83
gas_line,2019,2020.04.16,perimeter,835,wa,s,0.8,90
gas_line,2019,2020.04.22,interior,878,wa,s,0.75,62
gas_line,2019,2020.04.06,interior,863,wa,s,0.5,51.5
gas_line,2019,2020.05.05,interior,852,wa,s,1,84
gas_line,2019,2020.04.15,perimeter,805,wa,s,0.5,57
gas_line,2019,2020.04.06,interior,862,wa,s,0.6,57
gas_line,2019,2020.04.16,perimeter,823,wa,s,0.8,69
gas_line,2019,2020.04.16,perimeter,824,wa,s,0.6,60
gas_line,2019,2020.04.22,interior,860,wa,s,0.8,75
gas_line,2019,2020.04.20,perimeter,816,wa,s,0.5,48
gas_line,2019,2020.05.05,interior,852,wa,s,1,74.5
gas_line,2019,2020.04.14,interior,840,wa,s,0.5,57
gas_line,2019,2020.05.04,interior,845,wa,s,1.75,102.5
gas_line,2019,2020.04.16,perimeter,823,wa,s,0.75,72
gas_line,2019,2020.04.15,perimeter,808,wa,s,1.1,94
gas_line,2019,2020.04.20,interior,876,yp,s,0.25,22
gas_line,2019,2020.04.20,interior,868,yp,s,0.25,44
gas_line,2019,2020.04.20,interior,875,yp,s,0.25,37.5
gas_line,2019,2020.04.15,perimeter,812,yp,s,0.75,55
gas_line,2019,2020.04.15,perimeter,812,yp,s,0.6,52
gas_line,2019,2020.04.14,perimeter,801,asp,s,0.25,55.5
gas_line,2019,2020.04.14,perimeter,802,asp,s,0.75,92
gas_line,2019,2020.04.14,perimeter,802,asp,s,0.75,91
gas_line,2019,2020.04.20,perimeter,816,bc,s,1,84
gas_line,2019,2020.05.08,interior,851,bc,s,0.25,36.5
gas_line,2019,2020.04.17,perimeter,820,bc,s,0.75,69
gas_line,2019,2020.04.15,perimeter,805,bc,s,0.25,52
gas_line,2019,2020.04.17,perimeter,817,bc,s,1,70
gas_line,2019,2020.04.14,perimeter,801,bc,s,0.5,70.5
gas_line,2019,2020.04.20,perimeter,816,bc,s,1.1,100
gas_line,2019,2020.04.15,perimeter,804,bc,s,0.4,64
gas_line,2019,2020.04.15,perimeter,809,bc,s,1,88.5
gas_line,2019,2020.04.22,interior,872,bc,s,0.8,92
gas_line,2019,2020.05.05,interior,852,bc,s,0.75,67
gas_line,2019,2020.04.06,interior,838,bc,s,1.5,88
gas_line,2019,2020.04.16,perimeter,835,bc,s,0.75,64
gas_line,2019,2020.04.14,perimeter,802,bc,s,0.75,88
gas_line,2019,2020.04.14,interior,839,bc,s,1,94
gas_line,2019,2020.04.15,perimeter,804,bc,s,0.75,103.5
gas_line,2019,2020.04.14,interior,839,bc,s,1,95
gas_line,2019,2020.04.22,interior,877,ro,s,0.2,13.5
gas_line,2019,2020.04.22,interior,872,ro,s,0.25,28
gas_line,2019,2020.04.22,interior,879,ro,s,0.5,38
gas_line,2019,2020.04.06,interior,864,ro,s,0.2,19
gas_line,2019,2020.04.16,perimeter,829,ro,s,0.25,22
gas_line,2019,2020.04.23,interior,859,ro,s,0.25,25.5
gas_line,2019,2020.04.22,interior,870,ro,s,0.15,16
gas_line,2019,2020.04.22,interior,879,ro,s,0.25,22.5
gas_line,2019,2020.04.17,perimeter,817,ro,s,0.25,31
gas_line,2019,2020.04.15,perimeter,810,ro,s,0.25,22.5
gas_line,2019,2020.04.22,interior,872,ro,s,0.2,26
gas_line,2019,2020.04.17,perimeter,819,ro,s,0.4,27
gas_line,2019,2020.04.20,perimeter,814,ro,s,0.5,36
gas_line,2019,2020.04.06,interior,838,ro,s,0.75,25
gas_line,2019,2020.04.17,perimeter,817,ro,s,0.5,43.5
gas_line,2019,2020.04.17,perimeter,818,ro,s,0.25,28.5
gas_line,2019,2020.04.16,perimeter,835,ro,s,0.75,64
gas_line,2019,2020.04.15,perimeter,813,ro,s,0.25,30
gas_line,2019,2020.04.23,interior,858,ro,s,0.5,28
gas_line,2019,2020.05.04,interior,849,ro,s,0.2,45
gas_line,2019,2020.05.04,interior,853,ro,s,0.6,54
gas_line,2019,2020.04.06,interior,836,ro,s,0.75,48
gas_line,2019,2020.04.22,interior,869,ro,s,0.5,47
gas_line,2019,2020.04.15,perimeter,810,ro,s,0.25,36
gas_line,2019,2020.04.17,perimeter,818,ro,s,0.5,46
gas_line,2019,2020.04.06,interior,836,ro,s,0.9,50
gas_line,2019,2020.04.16,perimeter,824,ro,s,0.25,34
gas_line,2019,2020.04.17,perimeter,819,ro,s,0.5,37
gas_line,2019,2020.04.16,perimeter,823,ro,s,0.5,51
gas_line,2019,2020.04.23,interior,861,ro,s,0.25,43
gas_line,2019,2020.05.04,interior,849,ro,s,0.25,49
gas_line,2019,2020.04.22,interior,871,ro,s,0.6,46
gas_line,2019,2020.04.17,perimeter,821,ro,s,0.5,43
gas_line,2019,2020.04.06,interior,838,ro,s,0.5,34
gas_line,2019,2020.04.17,perimeter,818,ro,s,0.5,71
gas_line,2019,2020.04.14,interior,842,ro,s,0.6,74
gas_line,2019,2020.04.22,interior,871,ro,s,0.5,42
gas_line,2019,2020.04.06,interior,836,ro,s,0.75,41
gas_line,2019,2020.05.08,interior,850,ro,s,0.75,55.5
gas_line,2019,2020.04.06,interior,838,ro,s,1.1,54
gas_line,2019,2020.04.14,interior,841,ro,s,0.3,61
gas_line,2019,2020.04.14,interior,841,ro,s,0.75,69
gas_line,2019,2020.04.14,interior,841,ro,s,1.1,77
gas_line,2019,2020.04.22,interior,871,ro,s,0.6,49
gas_line,2019,2020.05.04,interior,847,ro,s,0.5,70
gas_line,2019,2020.04.16,perimeter,833,ro,s,0.6,67
gas_line,2019,2020.04.06,interior,863,ba,s,1.25,61
gas_line,2019,2020.05.04,interior,844,ba,s,0.75,56
gas_line,2019,2020.04.20,interior,875,ba,s,0.6,46
gas_line,2019,2020.04.20,interior,867,ba,s,0.5,38
gas_line,2019,2020.05.08,interior,850,ba,s,0.5,41
gas_line,2019,2020.05.04,interior,847,ba,s,1,62.5
gas_line,2019,2020.04.15,perimeter,813,ba,s,0.75,46
gas_line,2019,2020.04.14,perimeter,802,ba,s,1.75,96
gas_line,2019,2020.04.15,perimeter,813,ba,s,0.75,56
red_pine,2019,2020.06.08,interior,340,wp,s,0.3,15
red_pine,2019,2020.06.03,interior,338,wp,s,0.5,17
red_pine,2019,2020.05.26,interior,337,wp,s,0.25,9.5
red_pine,2019,2020.05.27,interior,334,wp,s,0.25,13
red_pine,2019,2020.05.26,perimeter,880,rm,s,0.25,32.5
red_pine,2019,2020.06.08,perimeter,889,rm,s,0.15,21.5
red_pine,2019,2020.05.26,perimeter,881,rm,s,0.25,23
red_pine,2019,2020.05.28,interior,345,rm,s,0.25,29.5
red_pine,2019,2020.06.09,interior,344,rm,s,0.15,22.5
red_pine,2019,2020.05.26,perimeter,880,rm,s,0.15,21
red_pine,2019,2020.06.01,perimeter,884,rm,s,0.2,25
red_pine,2019,2020.05.28,interior,345,rm,s,0.25,24
red_pine,2019,2020.06.08,interior,340,rm,s,0.15,20
red_pine,2019,2020.05.26,interior,337,rm,s,0.6,33.5
red_pine,2019,2020.05.28,interior,347,rm,s,0.2,24
red_pine,2019,2020.06.09,perimeter,891,rm,s,0.25,30
red_pine,2019,2020.06.03,interior,338,rm,s,0.4,33
red_pine,2019,2020.05.26,interior,341,rm,s,0.25,29
red_pine,2019,2020.05.28,interior,346,rm,s,0.6,63
red_pine,2019,2020.06.01,perimeter,885,rm,s,0.15,19
red_pine,2019,2020.06.08,perimeter,887,rm,s,0.25,31.5
red_pine,2019,2020.05.26,interior,337,rm,s,0.75,48
red_pine,2019,2020.05.28,interior,348,rm,s,0.5,46
red_pine,2019,2020.05.28,interior,346,rm,s,0.25,37.5
red_pine,2019,2020.06.01,perimeter,883,rm,s,0.5,38
red_pine,2019,2020.06.01,perimeter,885,rm,s,0.2,25.5
red_pine,2019,2020.06.03,interior,339,rm,s,1,70
red_pine,2019,2020.05.26,perimeter,882,rm,s,0.5,44
red_pine,2019,2020.06.01,perimeter,883,rm,s,0.5,50
red_pine,2019,2020.06.09,perimeter,890,sm,s,0.2,9
red_pine,2019,2020.06.08,perimeter,889,sm,s,0.1,8
red_pine,2019,2020.06.09,perimeter,891,sm,s,0.2,15
red_pine,2019,2020.05.27,interior,334,sm,s,0.15,15
red_pine,2019,2020.05.28,interior,346,sm,s,0.2,14
red_pine,2019,2020.05.28,interior,345,sm,s,0.2,29.5
red_pine,2019,2020.06.03,interior,338,sm,s,0.25,31
red_pine,2019,2020.05.28,interior,345,pb,s,0.5,54.5
red_pine,2019,2020.06.01,perimeter,884,pb,s,0.7,67.5
red_pine,2019,2020.06.01,perimeter,885,pb,s,0.5,60.5
red_pine,2019,2020.06.09,perimeter,890,pb,s,0.7,71
red_pine,2019,2020.05.26,perimeter,881,ab,s,0.25,17
red_pine,2019,2020.05.27,interior,334,ab,s,0.65,30.5
red_pine,2019,2020.05.26,interior,337,ab,s,0.15,13.5
red_pine,2019,2020.06.09,interior,344,ab,s,0.75,39
red_pine,2019,2020.06.03,interior,339,ab,s,0.5,23.5
red_pine,2019,2020.06.03,interior,338,ab,s,1,43
red_pine,2019,2020.06.08,interior,340,ab,s,0.6,29
red_pine,2019,2020.06.08,perimeter,889,wa,s,0.25,17.5
red_pine,2019,2020.05.28,interior,346,wa,s,0.6,32
red_pine,2019,2020.06.08,perimeter,889,wa,s,0.25,17
red_pine,2019,2020.05.27,interior,334,wa,s,0.2,20
red_pine,2019,2020.06.09,perimeter,892,wa,s,0.6,52
red_pine,2019,2020.05.26,perimeter,881,wa,s,1,45.5
red_pine,2019,2020.06.09,interior,342,wa,s,0.5,35
red_pine,2019,2020.06.03,interior,338,wa,s,0.35,23
red_pine,2019,2020.06.09,interior,343,wa,s,0.5,30
red_pine,2019,2020.05.28,interior,348,wa,s,0.25,31
red_pine,2019,2020.06.01,interior,335,wa,s,0.25,32.5
red_pine,2019,2020.05.28,interior,345,wa,s,0.6,39
red_pine,2019,2020.06.01,perimeter,883,wa,s,0.6,57
red_pine,2019,2020.05.28,interior,347,wa,s,0.5,37
red_pine,2019,2020.06.09,perimeter,890,wa,s,0.75,49
red_pine,2019,2020.06.03,interior,339,wa,s,0.7,50.5
red_pine,2019,2020.06.01,interior,336,wa,s,0.75,75
red_pine,2019,2020.06.08,perimeter,889,wa,s,0.6,50.5
red_pine,2019,2020.06.08,interior,340,wa,s,0.65,64
red_pine,2019,2020.06.01,perimeter,885,yp,s,0.2,22.5
red_pine,2019,2020.06.08,perimeter,886,yp,s,0.5,56
red_pine,2019,2020.05.26,interior,341,bc,s,0.15,17
red_pine,2019,2020.06.09,perimeter,891,bc,s,0.2,24
red_pine,2019,2020.06.03,interior,339,bc,s,0.75,63
red_pine,2019,2020.05.28,interior,346,bc,s,0.6,49
red_pine,2019,2020.05.26,interior,341,bc,s,0.4,49
red_pine,2019,2020.06.08,perimeter,888,bc,s,0.25,25.5
red_pine,2019,2020.06.01,interior,336,bc,s,0.7,71.5
red_pine,2019,2020.05.26,interior,341,wo,s,0.2,15
red_pine,2019,2020.05.28,interior,348,wo,s,0.6,17
red_pine,2019,2020.06.01,interior,336,wo,s,0.15,16.5
red_pine,2019,2020.06.03,interior,339,wo,s,0.5,31
red_pine,2019,2020.06.09,interior,342,co,s,0.15,14
red_pine,2019,2020.06.09,perimeter,890,co,s,0.3,23
red_pine,2019,2020.06.09,interior,343,co,s,0.25,28
red_pine,2019,2020.05.27,interior,334,co,s,0.25,27.5
red_pine,2019,2020.05.26,perimeter,880,co,s,0.3,29
red_pine,2019,2020.06.01,perimeter,884,co,s,0.25,16
red_pine,2019,2020.06.01,perimeter,885,co,s,0.2,13.5
red_pine,2019,2020.06.09,interior,344,co,s,0.5,39.5
red_pine,2019,2020.06.01,perimeter,884,co,s,0.6,47
red_pine,2019,2020.05.26,interior,341,co,s,0.25,26.5
red_pine,2019,2020.06.08,interior,340,co,s,0.7,45.5
red_pine,2019,2020.05.26,interior,337,co,s,0.6,45
red_pine,2019,2020.06.01,interior,336,co,s,0.3,44
red_pine,2019,2020.06.09,perimeter,892,co,s,0.5,33.5
red_pine,2019,2020.05.26,perimeter,882,ro,s,0.6,23
red_pine,2019,2020.06.09,perimeter,892,ro,s,0.3,18.5
red_pine,2019,2020.06.08,perimeter,887,ro,s,0.25,23.5
red_pine,2019,2020.06.09,perimeter,890,ro,s,0.2,16.5
red_pine,2019,2020.05.26,interior,341,ro,s,0.2,17.5
red_pine,2019,2020.06.01,perimeter,883,ro,s,0.6,29.5
red_pine,2019,2020.05.27,interior,334,ro,s,0.75,53
red_pine,2019,2020.05.26,perimeter,881,ro,s,0.4,26
red_pine,2019,2020.06.08,perimeter,889,ro,s,0.2,17.5
red_pine,2019,2020.06.03,interior,338,ro,s,0.5,38.5
red_pine,2019,2020.05.28,interior,346,ro,s,0.5,41
red_pine,2019,2020.06.01,perimeter,885,ro,s,0.2,28.5
red_pine,2019,2020.06.09,interior,343,ro,s,0.5,27.5
red_pine,2019,2020.06.01,perimeter,884,ro,s,0.65,31
red_pine,2019,2020.05.26,perimeter,880,ro,s,0.4,27.5
red_pine,2019,2020.05.28,interior,347,ro,s,0.7,45.5
red_pine,2019,2020.06.08,perimeter,886,ro,s,0.5,35
red_pine,2019,2020.06.03,interior,339,ro,s,0.6,41.5
red_pine,2019,2020.06.08,interior,340,ro,s,0.5,58
red_pine,2019,2020.06.09,perimeter,891,ro,s,0.75,65
red_pine,2019,2020.05.28,interior,348,ro,s,0.75,46
red_pine,2019,2020.06.09,interior,344,ro,s,0.75,45.5
wedge,2019,2020.06.23,interior,377,rm,s,0.1,15.5
wedge,2019,2020.06.25,interior,382,rm,s,0.1,24.5
wedge,2019,2020.06.29,interior,374,sb,s,0.2,29
wedge,2019,2020.06.25,perimeter,969,sb,s,0.2,30.5
wedge,2019,2020.06.26,interior,378,sb,s,0.15,26
wedge,2019,2020.06.29,perimeter,973,sb,s,0.25,42
wedge,2019,2020.06.23,perimeter,975,sb,s,0.15,26
wedge,2019,2020.06.25,interior,382,sb,s,0.5,26
wedge,2019,2020.06.23,interior,373,sb,s,0.2,29.5
wedge,2019,2020.06.29,interior,371,sb,s,0.25,24.5
wedge,2019,2020.06.29,interior,374,sb,s,0.25,31.5
wedge,2019,2020.06.29,interior,371,sb,s,0.25,33
wedge,2019,2020.06.23,perimeter,966,sb,s,0.15,34
wedge,2019,2020.06.26,perimeter,972,sb,s,0.4,54
wedge,2019,2020.06.23,perimeter,967,sb,s,0.2,33.5
wedge,2019,2020.06.29,interior,370,sb,s,0.2,36.5
wedge,2019,2020.06.26,interior,375,sb,s,0.2,43
wedge,2019,2020.06.23,perimeter,967,sb,s,0.2,36
wedge,2019,2020.06.29,interior,372,sb,s,0.2,35
wedge,2019,2020.06.29,interior,370,sb,s,0.25,36
wedge,2019,2020.06.26,perimeter,971,sb,s,0.25,44.5
wedge,2019,2020.06.29,interior,372,sb,s,0.2,36.5
wedge,2019,2020.06.23,interior,380,sb,s,0.25,43
wedge,2019,2020.06.26,perimeter,972,sb,s,0.4,55
wedge,2019,2020.06.23,interior,373,sb,s,0.3,41.5
wedge,2019,2020.06.23,interior,374,sb,s,0.25,52
wedge,2019,2020.06.26,interior,379,sb,s,0.25,51
wedge,2019,2020.06.26,perimeter,972,sb,s,0.2,57
wedge,2019,2020.06.23,interior,380,sb,s,0.25,47.5
wedge,2019,2020.06.23,perimeter,968,sb,s,0.9,86
wedge,2019,2020.06.25,interior,382,ab,s,0.3,25.5
wedge,2019,2020.06.25,perimeter,970,ab,s,1.5,116
wedge,2019,2020.06.25,perimeter,970,ab,s,0.9,53
wedge,2019,2020.06.23,interior,374,ab,s,0.5,39
wedge,2019,2020.06.23,interior,381,ab,s,1,54
wedge,2019,2020.06.26,interior,378,wa,s,0.25,21
wedge,2019,2020.06.26,interior,378,wa,s,0.25,27.5
wedge,2019,2020.06.25,perimeter,970,wa,s,0.25,21.5
wedge,2019,2020.06.23,interior,381,wa,s,0.2,22
wedge,2019,2020.06.26,interior,375,wa,s,0.2,17.5
wedge,2019,2020.06.23,interior,380,wa,s,0.25,32
wedge,2019,2020.06.23,perimeter,968,wa,s,0.2,31
wedge,2019,2020.06.26,perimeter,971,wa,s,0.2,31.5
wedge,2019,2020.06.25,interior,382,wa,s,0.15,19.5
wedge,2019,2020.06.26,interior,375,wa,s,0.2,27.5
wedge,2019,2020.06.23,interior,380,wa,s,0.25,34
wedge,2019,2020.06.25,interior,383,bc,s,0.2,33
wedge,2019,2020.06.25,interior,383,bc,s,0.2,32.5
boot,2019,2020.06.22,perimeter,960,ba,t,1.1,124.5
boot,2019,2020.06.22,interior,359,rm,t,1,66
boot,2019,2020.06.12,interior,368,rm,t,0.75,56
boot,2019,2020.06.16,perimeter,962,rm,t,1,89
boot,2019,2020.06.12,perimeter,957,rm,t,0.75,66.5
boot,2019,2020.06.19,perimeter,952,rm,t,0.7,68
boot,2019,2020.06.17,perimeter,950,rm,t,0.6,57
boot,2019,2020.06.15,perimeter,959,rm,t,1,68
boot,2019,2020.06.22,interior,365,rm,t,0.8,79
boot,2019,2020.06.19,perimeter,953,rm,t,0.75,72
boot,2019,2020.06.16,perimeter,965,rm,t,0.9,93
boot,2019,2020.06.15,interior,362,rm,t,1,103
boot,2019,2020.06.12,perimeter,957,rm,t,1.1,109.5
boot,2019,2020.06.17,interior,357,rm,t,0.9,93
boot,2019,2020.06.16,interior,355,rm,t,0.65,71.5
boot,2019,2020.06.12,interior,368,sm,t,0.25,21.5
boot,2019,2020.06.22,interior,359,sm,t,0.4,38
boot,2019,2020.06.15,perimeter,958,sm,t,0.4,28.5
boot,2019,2020.06.22,perimeter,961,sm,t,0.7,45
boot,2019,2020.06.16,perimeter,963,sm,t,0.25,39.5
boot,2019,2020.06.15,interior,369,sm,t,0.7,70
boot,2019,2020.06.15,perimeter,959,sm,t,0.6,70.5
boot,2019,2020.06.12,perimeter,954,sm,t,1,101
boot,2019,2020.06.17,perimeter,951,sb,t,0.65,65
boot,2019,2020.06.16,interior,350,sb,t,1.1,77
boot,2019,2020.06.15,perimeter,959,sb,t,0.75,65
boot,2019,2020.06.16,perimeter,965,sb,t,1,61.5
boot,2019,2020.06.12,interior,361,ab,t,0.25,17.5
boot,2019,2020.06.12,perimeter,955,ab,t,0.15,14.5
boot,2019,2020.06.22,interior,360,ab,t,0.25,11
boot,2019,2020.06.17,interior,357,ab,t,1.15,47
boot,2019,2020.06.17,interior,353,ab,t,0.25,20
boot,2019,2020.06.17,interior,357,ab,t,0.7,24
boot,2019,2020.06.22,interior,364,ab,t,0.25,17
boot,2019,2020.06.12,interior,366,ab,t,0.9,39
boot,2019,2020.06.17,interior,357,ab,t,0.75,26
boot,2019,2020.06.17,perimeter,950,ab,t,0.75,41
boot,2019,2020.06.12,perimeter,955,wa,t,1.25,96
boot,2019,2020.06.22,interior,365,ba,t,1.5,83
boot,2019,2020.06.15,interior,363,ba,t,1.15,124
boot,2019,2020.06.12,interior,367,ba,t,1,127
boot,2019,2020.06.16,perimeter,962,ba,t,1.2,114
boot,2019,2020.06.12,interior,367,ba,t,1.5,108
gas_line,2019,2020.07.13,control,737,rm,t,0.65,55
gas_line,2019,2020.07.14,control,731,rm,t,0.3,28
gas_line,2019,2020.07.10,control,742,rm,t,0.25,23
gas_line,2019,2020.07.10,control,742,rm,t,0.65,52
gas_line,2019,2020.07.14,control,733,rm,t,0.7,41
gas_line,2019,2020.07.14,control,729,rm,t,0.5,26.5
gas_line,2019,2020.07.14,control,735,rm,t,0.8,62
gas_line,2019,2020.07.13,control,741,rm,t,0.5,32.5
gas_line,2019,2020.07.14,control,730,rm,t,1,95
gas_line,2019,2020.07.10,control,742,rm,t,0.75,71
gas_line,2019,2020.07.13,control,741,rm,t,1.25,110
gas_line,2019,2020.07.14,control,738,sb,t,0.4,28
gas_line,2019,2020.07.10,control,743,ab,t,0.7,21.5
gas_line,2019,2020.07.13,control,740,ab,t,0.3,23
gas_line,2019,2020.07.14,control,732,ab,t,1,58
gas_line,2019,2020.07.14,control,734,ab,t,0.4,33.5
gas_line,2019,2020.07.10,control,745,ab,t,0.25,17.5
gas_line,2019,2020.07.10,control,745,ab,t,0.3,20.5
gas_line,2019,2020.07.13,control,737,ab,t,0.5,24.5
gas_line,2019,2020.07.14,control,734,ab,t,0.3,25.5
gas_line,2019,2020.07.13,control,739,ab,t,0.4,24
gas_line,2019,2020.07.10,control,745,ab,t,0.25,30
gas_line,2019,2020.07.10,control,743,ab,t,0.7,32
gas_line,2019,2020.07.10,control,744,ab,t,0.25,23
gas_line,2019,2020.07.14,control,731,ab,t,0.3,22
