harvest,location,point,count,spp,origin,year,type,size,stems.per.acre
red_pine,control,774,1,ro,singl/unk,2019,commercial,total,2025.6716964119687
red_pine,control,774,1,ro,singl/unk,2019,commercial,winners,770.317931218885
red_pine,control,775,1,rm,singl/unk,2019,commercial,sup_short,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,sup_med,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,sup_tall,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,sup_sapl,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,exp_short,1012.8358482059843
red_pine,control,775,1,rm,singl/unk,2019,commercial,exp_med,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,exp_tall,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,exp_sapl,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,suppressed,0
red_pine,control,775,1,rm,singl/unk,2019,commercial,exposed,1012.8358482059843
red_pine,control,775,1,rm,singl/unk,2019,commercial,total,1012.8358482059843
red_pine,control,775,1,rm,singl/unk,2019,commercial,winners,385.1589656094425
red_pine,control,775,1,ro,singl/unk,2019,commercial,sup_short,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,sup_med,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,sup_tall,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,sup_sapl,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,exp_short,1012.8358482059843
red_pine,control,775,1,ro,singl/unk,2019,commercial,exp_med,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,exp_tall,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,exp_sapl,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,suppressed,0
red_pine,control,775,1,ro,singl/unk,2019,commercial,exposed,1012.8358482059843
red_pine,control,775,1,ro,singl/unk,2019,commercial,total,1012.8358482059843
red_pine,control,775,1,ro,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,total,385.1589656094425
gas_line,perimeter,801,1,sm,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,total,385.1589656094425
gas_line,perimeter,801,1,bc,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,801,1,bc,stump,2019,commercial,sup_short,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,sup_med,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,sup_tall,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,exp_short,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,exp_med,770.317931218885
gas_line,perimeter,801,1,bc,stump,2019,commercial,exp_tall,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,suppressed,0
gas_line,perimeter,801,1,bc,stump,2019,commercial,exposed,770.317931218885
gas_line,perimeter,801,1,bc,stump,2019,commercial,total,770.317931218885
gas_line,perimeter,801,1,bc,stump,2019,commercial,winners,385.1589656094425
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,sup_short,3038.507544617953
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,sup_med,385.1589656094425
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,suppressed,3423.6665102273955
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,total,3423.6665102273955
gas_line,perimeter,802,1,sm,singl/unk,2019,commercial,winners,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,sup_short,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,sup_med,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,exp_short,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,802,1,sm,stump,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,suppressed,0
gas_line,perimeter,802,1,sm,stump,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,802,1,sm,stump,2019,commercial,total,385.1589656094425
gas_line,perimeter,802,1,sm,stump,2019,commercial,winners,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,sup_short,22282.388660531655
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,sup_med,385.1589656094425
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,suppressed,22667.5476261411
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,total,22667.5476261411
gas_line,perimeter,802,1,wa,singl/unk,2019,commercial,winners,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,total,1397.9948138154268
gas_line,perimeter,802,1,bc,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,802,1,ba,root,2019,commercial,sup_short,0
gas_line,perimeter,802,1,ba,root,2019,commercial,sup_med,0
gas_line,perimeter,802,1,ba,root,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,ba,root,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,ba,root,2019,commercial,exp_short,0
gas_line,perimeter,802,1,ba,root,2019,commercial,exp_med,770.317931218885
gas_line,perimeter,802,1,ba,root,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,ba,root,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,ba,root,2019,commercial,suppressed,0
gas_line,perimeter,802,1,ba,root,2019,commercial,exposed,770.317931218885
gas_line,perimeter,802,1,ba,root,2019,commercial,total,770.317931218885
gas_line,perimeter,802,1,ba,root,2019,commercial,winners,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,exp_med,770.317931218885
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,exposed,770.317931218885
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,total,770.317931218885
gas_line,perimeter,802,1,ba,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,exp_short,1012.8358482059843
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,exp_med,1540.63586243777
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,exposed,2553.4717106437542
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,total,2553.4717106437542
gas_line,perimeter,803,1,wa,singl/unk,2019,commercial,winners,1540.63586243777
gas_line,perimeter,804,1,sm,stump,2019,commercial,sup_short,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,sup_med,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,sup_tall,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,exp_short,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,804,1,sm,stump,2019,commercial,exp_tall,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,suppressed,0
gas_line,perimeter,804,1,sm,stump,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,804,1,sm,stump,2019,commercial,total,385.1589656094425
gas_line,perimeter,804,1,sm,stump,2019,commercial,winners,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,exp_short,2025.6716964119687
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,exposed,2410.830662021411
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,total,3423.6665102273955
gas_line,perimeter,804,1,wa,singl/unk,2019,commercial,winners,1540.63586243777
gas_line,perimeter,804,1,wa,stump,2019,commercial,sup_short,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,sup_med,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,sup_tall,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,exp_short,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,exp_med,1155.4768968283274
gas_line,perimeter,804,1,wa,stump,2019,commercial,exp_tall,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,suppressed,0
gas_line,perimeter,804,1,wa,stump,2019,commercial,exposed,1155.4768968283274
gas_line,perimeter,804,1,wa,stump,2019,commercial,total,1155.4768968283274
gas_line,perimeter,804,1,wa,stump,2019,commercial,winners,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,total,385.1589656094425
gas_line,perimeter,804,1,bc,singl/unk,2019,commercial,winners,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,exp_short,1012.8358482059843
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,exposed,1012.8358482059843
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,total,2025.6716964119687
gas_line,perimeter,805,1,wa,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,exp_short,1012.8358482059843
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,exposed,1012.8358482059843
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,total,1012.8358482059843
gas_line,perimeter,805,1,bc,singl/unk,2019,commercial,winners,385.1589656094425
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,sup_med,385.1589656094425
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,exp_short,1012.8358482059843
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,suppressed,385.1589656094425
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,exposed,1012.8358482059843
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,total,1397.9948138154268
gas_line,perimeter,806,1,sb,singl/unk,2019,commercial,winners,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,total,1012.8358482059843
gas_line,perimeter,807,1,rm,singl/unk,2019,commercial,winners,0
gas_line,perimeter,807,1,sm,root,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,807,1,sm,root,2019,commercial,sup_med,0
gas_line,perimeter,807,1,sm,root,2019,commercial,sup_tall,0
gas_line,perimeter,807,1,sm,root,2019,commercial,sup_sapl,0
gas_line,perimeter,807,1,sm,root,2019,commercial,exp_short,0
gas_line,perimeter,807,1,sm,root,2019,commercial,exp_med,0
gas_line,perimeter,807,1,sm,root,2019,commercial,exp_tall,0
gas_line,perimeter,807,1,sm,root,2019,commercial,exp_sapl,0
gas_line,perimeter,807,1,sm,root,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,807,1,sm,root,2019,commercial,exposed,0
gas_line,perimeter,807,1,sm,root,2019,commercial,total,1012.8358482059843
gas_line,perimeter,807,1,sm,root,2019,commercial,winners,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,sup_short,2025.6716964119687
gas_line,perimeter,807,1,sm,stump,2019,commercial,sup_med,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,sup_tall,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,exp_short,3038.507544617953
gas_line,perimeter,807,1,sm,stump,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,807,1,sm,stump,2019,commercial,exp_tall,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,807,1,sm,stump,2019,commercial,suppressed,2025.6716964119687
gas_line,perimeter,807,1,sm,stump,2019,commercial,exposed,3423.6665102273955
gas_line,perimeter,807,1,sm,stump,2019,commercial,total,5449.338206639364
gas_line,perimeter,807,1,sm,stump,2019,commercial,winners,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,total,1012.8358482059843
gas_line,perimeter,808,1,rm,singl/unk,2019,commercial,winners,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,sup_short,1012.8358482059843
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,suppressed,1012.8358482059843
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,total,1012.8358482059843
gas_line,perimeter,808,1,sm,singl/unk,2019,commercial,winners,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,sup_short,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,sup_med,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,sup_tall,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,sup_sapl,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,exp_short,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,exp_med,1540.63586243777
gas_line,perimeter,808,1,sm,stump,2019,commercial,exp_tall,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,exp_sapl,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,suppressed,0
gas_line,perimeter,808,1,sm,stump,2019,commercial,exposed,1540.63586243777
gas_line,perimeter,808,1,sm,stump,2019,commercial,total,1540.63586243777
gas_line,perimeter,808,1,sm,stump,2019,commercial,winners,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,exp_med,1540.63586243777
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,exp_tall,2310.953793656655
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,exp_sapl,385.1589656094425
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,exposed,3851.5896560944248
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,total,3851.5896560944248
gas_line,perimeter,808,1,sb,singl/unk,2019,commercial,winners,1540.63586243777
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,total,385.1589656094425
gas_line,perimeter,808,1,wa,singl/unk,2019,commercial,winners,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,exp_short,5064.179241029922
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,exp_med,385.1589656094425
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,exposed,5449.338206639364
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,total,5449.338206639364
gas_line,perimeter,809,1,sb,singl/unk,2019,commercial,winners,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,sup_short,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,exp_tall,385.1589656094425
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,suppressed,0
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,exposed,385.1589656094425
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,total,385.1589656094425
gas_line,perimeter,810,1,he,singl/unk,2019,commercial,winners,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,sup_short,5064.179241029922
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,exp_short,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,exp_med,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,exp_tall,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,exp_sapl,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,suppressed,5064.179241029922
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,exposed,0
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,total,5064.179241029922
gas_line,perimeter,810,1,rm,singl/unk,2019,commercial,winners,0
gas_line,perimeter,810,1,sb,singl/unk,2019,commercial,sup_short,22282.388660531655
gas_line,perimeter,810,1,sb,singl/unk,2019,commercial,sup_med,0
gas_line,perimeter,810,1,sb,singl/unk,2019,commercial,sup_tall,0
gas_line,perimeter,810,1,sb,singl/unk,2019,commercial,sup_sapl,0
gas_line,perimeter,810,1,sb,singl/unk,2019,commercial,exp_short,0
