harvest,location,point,comm.per.acre_point.supp,comm.per.acre_point.exp01,comm.per.acre_point.exp02,comm.per.acre_point.exp03,comm.per.acre_point.expsapl,comm.per.acre_point.exp,comm.per.acre_point.total,comm.per.acre_point.top4,count
cwb,control,706,2025.6716964119687,1012.8358482059843,0,0,0,1012.8358482059843,3038.507544617953,1155.4768968283274,1
cwb,control,707,1012.8358482059843,0,0,0,0,0,1012.8358482059843,385.1589656094425,1
cwb,control,708,2025.6716964119687,17218.209419501734,0,0,0,17218.209419501734,19243.881115913704,1540.63586243777,1
cwb,control,710,0,2025.6716964119687,0,0,0,2025.6716964119687,2025.6716964119687,0,1
cwb,control,711,3038.507544617953,6077.015089235906,0,0,0,6077.015089235906,9115.52263385386,1540.63586243777,1
cwb,control,712,2025.6716964119687,1012.8358482059843,0,0,0,1012.8358482059843,3038.507544617953,0,1
cwb,control,713,2025.6716964119687,0,0,0,0,0,2025.6716964119687,0,1
cwb,control,947,1012.8358482059843,3038.507544617953,0,0,0,3038.507544617953,4051.3433928239374,0,1
cwb,control,948,6077.015089235906,21269.552812325674,385.1589656094425,0,0,21654.711777935117,27731.726867171023,1540.63586243777,1
cwb,control,949,2025.6716964119687,1012.8358482059843,0,0,0,1012.8358482059843,3038.507544617953,1155.4768968283274,1
gl,interior,836,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425,1
gl,interior,837,0,1012.8358482059843,3081.27172487554,0,0,4094.107573081524,4094.107573081524,770.317931218885,1
gl,interior,838,0,3038.507544617953,1925.7948280472124,0,0,4964.302372665165,4964.302372665165,770.317931218885,1
gl,interior,839,1012.8358482059843,0,1925.7948280472124,0,0,1925.7948280472124,2938.6306762531967,0,1
gl,interior,840,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,0,1
gl,interior,841,0,0,385.1589656094425,0,0,385.1589656094425,385.1589656094425,0,1
gl,interior,842,0,0,2696.1127592660973,385.1589656094425,0,3081.27172487554,3081.27172487554,1155.4768968283274,1
gl,interior,843,0,0,3851.5896560944248,385.1589656094425,0,4236.748621703868,4236.748621703868,770.317931218885,1
gl,interior,844,1012.8358482059843,1012.8358482059843,385.1589656094425,0,0,1397.9948138154268,2410.830662021411,0,1
gl,interior,845,1012.8358482059843,1012.8358482059843,770.317931218885,0,0,1783.1537794248693,2795.9896276308536,0,1
gl,interior,847,8873.004716866759,1012.8358482059843,3466.4306904849823,1155.4768968283274,770.317931218885,5634.7434355192945,14507.748152386053,1540.63586243777,1
gl,interior,848,0,0,385.1589656094425,0,0,385.1589656094425,385.1589656094425,385.1589656094425,1
gl,interior,849,2025.6716964119687,0,770.317931218885,0,0,770.317931218885,2795.9896276308536,0,1
gl,interior,850,0,3038.507544617953,0,0,0,3038.507544617953,3038.507544617953,385.1589656094425,1
gl,interior,851,3038.507544617953,0,1540.63586243777,0,0,1540.63586243777,4579.1434070557225,770.317931218885,1
gl,interior,852,0,0,4621.90758731331,0,0,4621.90758731331,4621.90758731331,1540.63586243777,1
gl,interior,853,6077.015089235906,3038.507544617953,3081.27172487554,0,0,6119.779269493492,12196.7943587294,770.317931218885,1
gl,interior,855,5064.179241029922,2025.6716964119687,0,0,0,2025.6716964119687,7089.850937441891,0,1
gl,interior,857,2025.6716964119687,4051.3433928239374,385.1589656094425,0,0,4436.502358433379,6462.174054845349,385.1589656094425,1
gl,interior,858,0,6077.015089235906,0,0,0,6077.015089235906,6077.015089235906,0,1
gl,interior,859,1012.8358482059843,0,1925.7948280472124,0,0,1925.7948280472124,2938.6306762531967,385.1589656094425,1
gl,interior,860,1012.8358482059843,1012.8358482059843,2696.1127592660973,0,0,3708.9486074720817,4721.784455678066,0,1
gl,interior,861,3038.507544617953,0,1155.4768968283274,0,0,1155.4768968283274,4193.9844414462805,0,1
gl,interior,864,11141.19433026583,0,0,0,0,0,11141.19433026583,0,1
gl,interior,865,8102.686785647875,0,1540.63586243777,0,0,1540.63586243777,9643.322648085645,1155.4768968283274,1
gl,interior,866,2025.6716964119687,2025.6716964119687,12325.08689950216,0,0,14350.758595914129,16376.430292326098,1540.63586243777,1
gl,interior,867,0,3038.507544617953,385.1589656094425,0,0,3423.6665102273955,3423.6665102273955,385.1589656094425,1
gl,interior,868,1012.8358482059843,2025.6716964119687,2696.1127592660973,0,0,4721.784455678066,5734.62030388405,1540.63586243777,1
gl,interior,869,8102.686785647875,2025.6716964119687,385.1589656094425,0,0,2410.830662021411,10513.517447669286,1155.4768968283274,1
gl,interior,870,0,5064.179241029922,385.1589656094425,0,0,5449.338206639364,5449.338206639364,770.317931218885,1
gl,interior,871,0,0,385.1589656094425,0,0,385.1589656094425,385.1589656094425,0,1
gl,interior,872,1012.8358482059843,0,385.1589656094425,0,0,385.1589656094425,1397.9948138154268,0,1
gl,interior,875,0,15192.537723089765,385.1589656094425,0,0,15577.696688699207,15577.696688699207,0,1
gl,interior,876,4051.3433928239374,1012.8358482059843,0,0,0,1012.8358482059843,5064.179241029922,0,1
gl,interior,877,0,2025.6716964119687,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885,1
gl,interior,878,5064.179241029922,4051.3433928239374,5007.066552922752,0,0,9058.40994574669,14122.589186776611,0,1
gl,interior,879,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,0,1
gl,perimeter,801,0,0,1540.63586243777,0,0,1540.63586243777,1540.63586243777,1155.4768968283274,1
gl,perimeter,802,27104.049984574478,0,2310.953793656655,0,0,2310.953793656655,29415.003778231134,770.317931218885,1
gl,perimeter,803,0,1012.8358482059843,1540.63586243777,0,0,2553.4717106437542,2553.4717106437542,1540.63586243777,1
gl,perimeter,804,1012.8358482059843,2025.6716964119687,2310.953793656655,0,0,4336.625490068624,5349.461338274608,1540.63586243777,1
gl,perimeter,805,1012.8358482059843,2025.6716964119687,0,0,0,2025.6716964119687,3038.507544617953,770.317931218885,1
gl,perimeter,806,385.1589656094425,1012.8358482059843,0,0,0,1012.8358482059843,1397.9948138154268,0,1
gl,perimeter,807,4051.3433928239374,3038.507544617953,385.1589656094425,0,0,3423.6665102273955,7475.009903051333,0,1
gl,perimeter,808,2025.6716964119687,0,3466.4306904849823,2310.953793656655,385.1589656094425,5777.384484141638,7803.056180553605,1540.63586243777,1
gl,perimeter,809,0,5064.179241029922,385.1589656094425,0,0,5449.338206639364,5449.338206639364,0,1
gl,perimeter,810,28359.40374976756,0,6932.861380969965,0,0,6932.861380969965,35292.26513073753,385.1589656094425,1
gl,perimeter,811,6077.015089235906,4051.3433928239374,20798.584142909895,0,0,24849.927535733834,30926.94262496974,1540.63586243777,1
gl,perimeter,812,2025.6716964119687,5064.179241029922,4236.748621703868,0,0,9300.927862733788,11326.599559145758,770.317931218885,1
gl,perimeter,813,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425,1
gl,perimeter,815,0,1012.8358482059843,1925.7948280472124,0,0,2938.6306762531967,2938.6306762531967,0,1
gl,perimeter,816,1012.8358482059843,4051.3433928239374,3851.5896560944248,0,0,7902.933048918362,8915.768897124348,770.317931218885,1
gl,perimeter,817,385.1589656094425,5064.179241029922,770.317931218885,0,0,5834.497172248806,6219.656137858249,0,1
gl,perimeter,818,2025.6716964119687,0,770.317931218885,0,0,770.317931218885,2795.9896276308536,0,1
gl,perimeter,819,1012.8358482059843,0,770.317931218885,0,0,770.317931218885,1783.1537794248693,0,1
gl,perimeter,820,9115.52263385386,0,0,0,0,0,9115.52263385386,0,1
gl,perimeter,822,0,8102.686785647875,0,0,0,8102.686785647875,8102.686785647875,385.1589656094425,1
gl,perimeter,823,2025.6716964119687,1012.8358482059843,0,0,0,1012.8358482059843,3038.507544617953,0,1
gl,perimeter,824,1012.8358482059843,0,0,0,0,0,1012.8358482059843,0,1
gl,perimeter,826,2025.6716964119687,4051.3433928239374,385.1589656094425,0,0,4436.502358433379,6462.174054845348,385.1589656094425,1
gl,perimeter,827,2025.6716964119687,4051.3433928239374,385.1589656094425,0,0,4436.502358433379,6462.174054845349,0,1
gl,perimeter,828,0,0,1540.63586243777,0,0,1540.63586243777,1540.63586243777,385.1589656094425,1
gl,perimeter,829,0,2025.6716964119687,1155.4768968283274,0,0,3181.148593240296,3181.148593240296,1155.4768968283274,1
gl,perimeter,830,4051.3433928239374,2025.6716964119687,2696.1127592660973,0,0,4721.784455678066,8773.127848502003,385.1589656094425,1
gl,perimeter,831,11526.35329587527,6077.015089235906,3851.5896560944248,0,0,9928.60474533033,21454.958041205602,1155.4768968283274,1
gl,perimeter,832,0,2025.6716964119687,0,0,0,2025.6716964119687,2025.6716964119687,0,1
gl,perimeter,834,0,5064.179241029922,0,0,0,5064.179241029922,5064.179241029922,385.1589656094425,1
gl,perimeter,835,0,7089.850937441891,3081.27172487554,0,0,10171.12266231743,10171.12266231743,1540.63586243777,1
rp,interior,334,0,5064.179241029922,385.1589656094425,0,0,5449.338206639364,5449.338206639364,770.317931218885,1
rp,interior,335,4051.3433928239374,0,0,0,0,0,4051.3433928239374,0,1
rp,interior,336,3038.507544617953,1012.8358482059843,770.317931218885,0,0,1783.1537794248693,4821.661324042822,0,1
rp,interior,337,0,8102.686785647875,385.1589656094425,0,0,8487.845751257317,8487.845751257317,1155.4768968283274,1
rp,interior,338,0,25320.89620514961,1540.63586243777,0,0,26861.53206758738,26861.53206758738,1540.63586243777,1
rp,interior,339,0,7089.85093744189,385.1589656094425,0,0,7475.009903051333,7475.009903051333,1540.63586243777,1
rp,interior,340,15192.537723089765,10128.358482059844,3466.4306904849823,0,0,13594.789172544824,28787.326895634593,0,1
rp,interior,341,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,0,1
rp,interior,342,0,6077.015089235906,1155.4768968283274,0,0,7232.491986064233,7232.491986064233,770.317931218885,1
rp,interior,343,1012.8358482059843,0,0,0,0,0,1012.8358482059843,0,1
rp,interior,344,1012.8358482059843,6077.015089235906,770.317931218885,0,385.1589656094425,6847.333020454791,7860.168868660776,0,1
rp,interior,345,0,14179.70187488378,0,0,0,14179.70187488378,14179.70187488378,1540.63586243777,1
rp,interior,346,1012.8358482059843,37474.926383621416,385.1589656094425,0,0,37860.08534923086,38872.921197436845,0,1
rp,interior,347,0,3038.507544617953,0,0,0,3038.507544617953,3038.507544617953,0,1
rp,interior,348,1012.8358482059843,20256.716964119685,0,0,0,20256.716964119685,21269.55281232567,0,1
rp,perimeter,880,2025.6716964119687,0,0,0,0,0,2025.6716964119687,0,1
rp,perimeter,881,0,0,1540.63586243777,0,0,1540.63586243777,1540.63586243777,385.1589656094425,1
rp,perimeter,883,1012.8358482059843,2025.6716964119687,385.1589656094425,0,0,2410.830662021411,3423.6665102273955,385.1589656094425,1
rp,perimeter,884,0,4051.3433928239374,1540.63586243777,0,0,5591.979255261707,5591.979255261707,385.1589656094425,1
rp,perimeter,885,3038.507544617953,0,0,0,0,0,3038.507544617953,0,1
rp,perimeter,886,1012.8358482059843,0,0,0,0,0,1012.8358482059843,0,1
rp,perimeter,887,8102.686785647875,0,1925.7948280472124,0,0,1925.7948280472124,10028.481613695087,385.1589656094425,1
rp,perimeter,888,0,1012.8358482059843,1540.63586243777,0,0,2553.4717106437542,2553.4717106437542,1540.63586243777,1
rp,perimeter,889,1012.8358482059843,2025.6716964119687,0,0,0,2025.6716964119687,3038.507544617953,770.317931218885,1
rp,perimeter,890,1012.8358482059843,6077.015089235906,0,0,0,6077.015089235906,7089.85093744189,0,1
rp,perimeter,891,5064.179241029922,8102.686785647875,770.317931218885,0,0,8873.004716866759,13937.183957896683,385.1589656094425,1
rp,perimeter,892,0,4051.3433928239374,0,0,0,4051.3433928239374,4051.3433928239374,0,1
wedge,interior,370,6077.015089235906,12154.030178471812,0,0,0,12154.030178471812,18231.04526770772,0,1
wedge,interior,371,6077.015089235906,16205.37357129575,0,0,0,16205.37357129575,22282.388660531655,0,1
wedge,interior,372,3038.507544617953,0,0,0,0,0,3038.507544617953,0,1
wedge,interior,373,0,98245.07727598048,0,0,0,98245.07727598048,98245.07727598048,0,1
wedge,interior,375,5064.179241029922,1012.8358482059843,0,0,0,1012.8358482059843,6077.015089235906,385.1589656094425,1
wedge,interior,378,2025.6716964119687,2025.6716964119687,0,0,0,2025.6716964119687,4051.3433928239374,0,1
wedge,interior,380,1012.8358482059843,1012.8358482059843,0,0,0,1012.8358482059843,2025.6716964119687,0,1
wedge,interior,381,1012.8358482059843,1012.8358482059843,0,0,0,1012.8358482059843,2025.6716964119687,770.317931218885,1
wedge,interior,382,3038.507544617953,0,0,0,0,0,3038.507544617953,0,1
wedge,interior,383,1012.8358482059843,2025.6716964119687,1540.63586243777,1155.4768968283274,0,4721.784455678066,5734.62030388405,1540.63586243777,1
wedge,perimeter,966,3038.507544617953,1012.8358482059843,0,0,0,1012.8358482059843,4051.3433928239374,0,1
wedge,perimeter,967,9115.52263385386,5064.179241029922,0,0,0,5064.179241029922,14179.701874883782,0,1
wedge,perimeter,968,0,7089.85093744189,1540.63586243777,385.1589656094425,0,9015.645765489102,9015.645765489102,1540.63586243777,1
wedge,perimeter,972,11141.194330265827,2025.6716964119687,385.1589656094425,0,0,2410.830662021411,13552.024992287237,0,1
wedge,perimeter,974,5064.179241029922,0,0,0,0,0,5064.179241029922,0,1
wedge,perimeter,975,0,13166.866026677797,0,0,0,13166.866026677797,13166.866026677797,0,1
boot,interior,356,0,0,0,0,0,0,0,0,1
boot,interior,363,0,0,0,0,0,0,0,0,1
boot,perimeter,950,0,0,0,0,0,0,0,0,1
boot,perimeter,957,0,0,0,0,0,0,0,0,1
boot,perimeter,961,0,0,0,0,0,0,0,0,1
cgl,control,729,0,0,0,0,0,0,0,0,1
cgl,control,736,0,0,0,0,0,0,0,0,1
cgl,control,739,0,0,0,0,0,0,0,0,1
cgl,control,741,0,0,0,0,0,0,0,0,1
crp,control,751,0,0,0,0,0,0,0,0,1
crp,control,759,0,0,0,0,0,0,0,0,1
crp,control,760,0,0,0,0,0,0,0,0,1
crp,control,765,0,0,0,0,0,0,0,0,1
cwb,control,398,0,0,0,0,0,0,0,0,1
cwb,control,701,0,0,0,0,0,0,0,0,1
cwb,control,703,0,0,0,0,0,0,0,0,1
cwb,control,704,0,0,0,0,0,0,0,0,1
cwb,control,709,0,0,0,0,0,0,0,0,1
cwb,control,946,0,0,0,0,0,0,0,0,1
gl,interior,846,0,0,0,0,0,0,0,0,1
gl,interior,854,0,0,0,0,0,0,0,0,1
gl,interior,856,0,0,0,0,0,0,0,0,1
gl,interior,862,0,0,0,0,0,0,0,0,1
gl,interior,863,0,0,0,0,0,0,0,0,1
gl,interior,873,0,0,0,0,0,0,0,0,1
gl,interior,874,0,0,0,0,0,0,0,0,1
gl,perimeter,814,0,0,0,0,0,0,0,0,1
gl,perimeter,821,0,0,0,0,0,0,0,0,1
gl,perimeter,825,0,0,0,0,0,0,0,0,1
gl,perimeter,833,0,0,0,0,0,0,0,0,1
rp,perimeter,882,0,0,0,0,0,0,0,0,1
wedge,interior,374,0,0,0,0,0,0,0,0,1
wedge,interior,376,0,0,0,0,0,0,0,0,1
wedge,interior,377,0,0,0,0,0,0,0,0,1
wedge,interior,379,0,0,0,0,0,0,0,0,1
wedge,perimeter,969,0,0,0,0,0,0,0,0,1
wedge,perimeter,970,0,0,0,0,0,0,0,0,1
wedge,perimeter,971,0,0,0,0,0,0,0,0,1
wedge,perimeter,973,0,0,0,0,0,0,0,0,1
