harvest,location,point,count,spp,origin,year,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl,suppressed,exposed,total,winners
sta_rd,control,390,1,sb,singl/unk,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,391,1,sb,singl/unk,2019,3038.507544617953,0,0,0,5064.179241029922,0,0,0,3038.507544617953,5064.179241029922,8102.686785647875,1540.63586243777
sta_rd,control,392,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,2025.6716964119687,0
sta_rd,control,392,1,bta,root,2019,1012.8358482059843,0,0,0,0,0,770.317931218885,0,1012.8358482059843,770.317931218885,1783.1537794248693,770.317931218885
sta_rd,control,392,1,pc,singl/unk,2019,2025.6716964119687,0,0,0,0,0,0,0,2025.6716964119687,0,2025.6716964119687,0
sta_rd,control,393,1,stm,singl/unk,2019,2025.6716964119687,0,0,0,2025.6716964119687,0,0,0,2025.6716964119687,2025.6716964119687,4051.3433928239374,770.317931218885
sta_rd,control,393,1,sb,singl/unk,2019,35449.25468720945,0,0,0,30385.07544617953,0,0,0,35449.25468720945,30385.07544617953,65834.33013338898,385.1589656094425
sta_rd,control,393,1,ab,singl/unk,2019,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,394,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,385.1589656094425
sta_rd,control,395,1,stm,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,395,1,sb,singl/unk,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,395,1,wa,singl/unk,2019,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
sta_rd,control,396,1,rm,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,385.1589656094425
sta_rd,control,397,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,398,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,399,1,rm,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,400,1,ab,singl/unk,2019,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,0
sta_rd,control,400,1,ab,stump,2019,0,0,0,0,0,1540.63586243777,0,0,0,1540.63586243777,1540.63586243777,1540.63586243777
sta_rd,control,400,1,wa,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,701,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,702,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,8102.686785647875,0,0,0,1012.8358482059843,8102.686785647875,9115.52263385386,1155.4768968283274
sta_rd,control,702,1,ab,root,2019,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,703,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,704,1,pc,singl/unk,2019,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,705,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,705,1,pc,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,706,1,sb,singl/unk,2019,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0,2025.6716964119687,1012.8358482059843,3038.507544617953,1155.4768968283274
sta_rd,control,707,1,wa,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,385.1589656094425
sta_rd,control,708,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,16205.37357129575,0,0,0,1012.8358482059843,16205.37357129575,17218.209419501734,1540.63586243777
sta_rd,control,708,1,wa,singl/unk,2019,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0,1012.8358482059843,1012.8358482059843,2025.6716964119687,0
sta_rd,control,709,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,710,1,stm,singl/unk,2019,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,control,710,1,ab,root,2019,2025.6716964119687,0,0,0,4051.3433928239374,0,0,0,2025.6716964119687,4051.3433928239374,6077.015089235906,1540.63586243777
sta_rd,control,710,1,ab,stump,2019,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,0
sta_rd,control,710,1,wa,singl/unk,2019,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
sta_rd,control,711,1,sb,singl/unk,2019,3038.507544617953,0,0,0,6077.015089235906,0,0,0,3038.507544617953,6077.015089235906,9115.52263385386,1540.63586243777
sta_rd,control,712,1,ab,root,2019,2025.6716964119687,0,0,0,0,0,0,0,2025.6716964119687,0,2025.6716964119687,0
sta_rd,control,712,1,wa,singl/unk,2019,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0,2025.6716964119687,1012.8358482059843,3038.507544617953,0
sta_rd,control,713,1,wa,singl/unk,2019,2025.6716964119687,0,0,0,0,0,0,0,2025.6716964119687,0,2025.6716964119687,0
gas_line,control,729,1,ab,root,2019,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
gas_line,control,729,1,ab,stump,2019,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,1155.4768968283274
gas_line,control,729,1,qa,root,2019,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
gas_line,control,730,1,rm,singl/unk,2019,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,0
gas_line,control,730,1,rm,stump,2019,0,0,0,0,0,1540.63586243777,0,0,0,1540.63586243777,1540.63586243777,1540.63586243777
