point,count,spp,origin,harvest,location,year,wall,cut,season,numb_yrs_grow,type,size,stems.per.acre
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1012.8358482059843
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,2025.6716964119687
844,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,385.1589656094425
844,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1397.9948138154268
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,2410.830662021411
845,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,385.1589656094425
845,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1012.8358482059843
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,2025.6716964119687
847,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,0
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1012.8358482059843
847,1,rm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,4051.3433928239374
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,4051.3433928239374
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,0
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,4051.3433928239374
847,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1397.9948138154268
847,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,1540.63586243777
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,385.1589656094425
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1925.7948280472124
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1925.7948280472124
847,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,385.1589656094425
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,770.317931218885
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,770.317931218885
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,770.317931218885
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,770.317931218885
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,770.317931218885
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,2310.953793656655
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,3081.27172487554
847,1,bc,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,1155.4768968283274
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,385.1589656094425
847,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1397.9948138154268
847,1,ba,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,385.1589656094425
848,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,385.1589656094425
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,770.317931218885
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,770.317931218885
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,770.317931218885
849,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,2025.6716964119687
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,2025.6716964119687
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,0
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,2025.6716964119687
849,1,ro,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1012.8358482059843
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1012.8358482059843
850,1,rm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1012.8358482059843
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1012.8358482059843
850,1,sb,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1012.8358482059843
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1012.8358482059843
850,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,385.1589656094425
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,770.317931218885
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,770.317931218885
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,770.317931218885
851,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,770.317931218885
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,3038.507544617953
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,3038.507544617953
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,3423.6665102273955
851,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,385.1589656094425
851,1,wa,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,770.317931218885
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,770.317931218885
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,total,770.317931218885
852,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,385.1589656094425
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,3851.5896560944248
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,0
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,3851.5896560944248
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,3851.5896560944248
852,1,wa,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,1155.4768968283274
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,385.1589656094425
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,385.1589656094425
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,total,1397.9948138154268
853,1,sm,singl/unk,gas_line,interior,2019,protected,2017,2019,2,commercial,winners,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_short,1012.8358482059843
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_med,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_tall,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,sup_sapl,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_short,1012.8358482059843
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_med,770.317931218885
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_tall,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exp_sapl,0
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,suppressed,1012.8358482059843
853,1,sm,veg,gas_line,interior,2019,protected,2017,2019,2,commercial,exposed,1783.1537794248693
