harvest,season,cut,year,numb_yrs_grow,point,location,wall,spp,count,origin,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl,suppressed,exposed,total
recknagel,2023,2019,2023,4,135,perimeter,unprotected,833,1,single,0,0,0,0,0,3081.239698259094,0,0,0,3081.239698259094,3081.239698259094
recknagel,2023,2019,2023,4,136,perimeter,unprotected,315,2,clump,0,0,0,0,0,0,770.3099245647735,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,136,perimeter,unprotected,316,1,single,2025.6506416604705,1155.4648868471602,0,0,0,5392.169471953414,0,0,3181.1155285076306,5392.169471953414,8573.285000461045
recknagel,2023,2019,2023,4,136,perimeter,unprotected,372,1,single,0,770.3099245647735,0,0,0,1925.7748114119338,1540.619849129547,0,770.3099245647735,3466.394660541481,4236.704585106254
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,3,clump,0,1155.4648868471602,0,0,0,0,0,0,1155.4648868471602,0,1155.4648868471602
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,5,clump,0,1925.7748114119338,0,0,0,0,0,0,1925.7748114119338,0,1925.7748114119338
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,1,single,0,770.3099245647735,0,0,0,1155.4648868471602,0,0,770.3099245647735,1155.4648868471602,1925.7748114119336
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,3,clump,0,1155.4648868471602,0,0,0,0,0,0,1155.4648868471602,0,1155.4648868471602
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,5,clump,0,1925.7748114119338,0,0,0,0,0,0,1925.7748114119338,0,1925.7748114119338
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,3,clump,0,0,0,0,0,1155.4648868471602,0,0,0,1155.4648868471602,1155.4648868471602
recknagel,2023,2019,2023,4,136,perimeter,unprotected,531,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,136,perimeter,unprotected,701,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,136,perimeter,unprotected,701,1,single,0,0,0,0,0,385.15496228238675,0,0,0,385.15496228238675,385.15496228238675
recknagel,2023,2019,2023,4,136,perimeter,unprotected,743,1,single,0,385.15496228238675,0,0,0,0,0,0,385.15496228238675,0,385.15496228238675
recknagel,2023,2019,2023,4,136,perimeter,unprotected,761,1,single,0,0,0,0,0,385.15496228238675,1540.619849129547,54.16241657096063,0,1979.9372279828945,1979.9372279828945
recknagel,2023,2019,2023,4,136,perimeter,unprotected,833,1,single,1012.8253208302352,0,0,0,0,770.3099245647735,0,0,1012.8253208302352,770.3099245647735,1783.1352453950087
recknagel,2023,2019,2023,4,137,perimeter,unprotected,316,1,single,0,0,0,0,0,385.15496228238675,0,0,0,385.15496228238675,385.15496228238675
recknagel,2023,2019,2023,4,137,perimeter,unprotected,372,1,single,0,0,0,0,0,385.15496228238675,0,0,0,385.15496228238675,385.15496228238675
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,1,single,0,0,0,0,0,385.15496228238675,0,0,0,385.15496228238675,385.15496228238675
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,8,clump,0,0,0,0,0,3081.239698259094,0,0,0,3081.239698259094,3081.239698259094
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,7,clump,0,0,0,0,0,2696.084735976707,0,0,0,2696.084735976707,2696.084735976707
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,8,clump,0,0,0,0,0,3081.239698259094,0,0,0,3081.239698259094,3081.239698259094
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,7,clump,0,0,0,0,0,2696.084735976707,0,0,0,2696.084735976707,2696.084735976707
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,137,perimeter,unprotected,531,14,clump,0,0,0,0,0,5392.169471953414,0,0,0,5392.169471953414,5392.169471953414
recknagel,2023,2019,2023,4,137,perimeter,unprotected,833,42,clump,0,0,0,0,0,16176.508415860244,0,0,0,16176.508415860244,16176.508415860244
recknagel,2023,2019,2023,4,138,perimeter,unprotected,315,1,single,0,385.15496228238675,0,0,0,0,0,0,385.15496228238675,0,385.15496228238675
recknagel,2023,2019,2023,4,138,perimeter,unprotected,315,2,clump,0,0,0,0,0,770.3099245647735,0,0,0,770.3099245647735,770.3099245647735
recknagel,2023,2019,2023,4,138,perimeter,unprotected,316,1,single,0,385.15496228238675,0,0,0,0,0,0,385.15496228238675,0,385.15496228238675
recknagel,2023,2019,2023,4,138,perimeter,unprotected,316,1,single,0,0,0,0,0,1155.4648868471602,385.15496228238675,0,0,1540.619849129547,1540.619849129547
recknagel,2023,2019,2023,4,138,perimeter,unprotected,372,1,single,0,4236.704585106254,0,0,0,385.15496228238675,1155.4648868471602,0,4236.704585106254,1540.619849129547,5777.324434235801
recknagel,2023,2019,2023,4,138,perimeter,unprotected,531,1,single,0,385.15496228238675,0,0,0,0,0,0,385.15496228238675,0,385.15496228238675
recknagel,2023,2019,2023,4,138,perimeter,unprotected,531,7,clump,0,2696.084735976707,0,0,0,0,0,0,2696.084735976707,0,2696.084735976707
recknagel,2023,2019,2023,4,138,perimeter,unprotected,531,3,clump,0,1155.4648868471602,0,0,0,0,0,0,1155.4648868471602,0,1155.4648868471602
recknagel,2023,2019,2023,4,138,perimeter,unprotected,531,3,clump,0,1155.4648868471602,0,0,0,0,0,0,1155.4648868471602,0,1155.4648868471602
recknagel,2023,2019,2023,4,138,perimeter,unprotected,531,1,single,0,0,0,0,0,385.15496228238675,0,0,0,385.15496228238675,385.15496228238675
recknagel,2023,2019,2023,4,138,perimeter,unprotected,541,1,single,1012.8253208302352,385.15496228238675,0,0,0,0,770.3099245647735,0,1397.980283112622,770.3099245647735,2168.2902076773953
recknagel,2023,2019,2023,4,138,perimeter,unprotected,541,5,clump,0,0,0,0,0,0,1925.7748114119338,0,0,1925.7748114119338,1925.7748114119338
recknagel,2023,2019,2023,4,138,perimeter,unprotected,761,1,single,0,0,0,0,0,0,385.15496228238675,0,0,385.15496228238675,385.15496228238675
