harvest,wall,location,point,count,season,cut,year,numb_yrs_grow,origin,spp,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl,suppressed,exposed,total,winners
sta_rd,protected,interior,361,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
sta_rd,protected,interior,361,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,protected,interior,362,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,25320.89620514961,385.1589656094425,0,0,0,25706.055170759053,25706.055170759053,0
sta_rd,protected,interior,362,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,1012.8358482059843,1925.7948280472124,0,0,0,2938.6306762531967,2938.6306762531967,1540.63586243777
sta_rd,protected,interior,363,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
sta_rd,protected,interior,364,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
sta_rd,protected,interior,364,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,2696.1127592660973,1155.4768968283274,0,0,3851.5896560944248,3851.5896560944248,1540.63586243777
sta_rd,protected,interior,364,1,2021,2017,2021,4,singl/unk,316,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,365,1,2021,2017,2021,4,veg,951,0,0,0,0,0,770.317931218885,0,770.317931218885,0,1540.63586243777,1540.63586243777,1155.4768968283274
sta_rd,protected,interior,365,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,13166.866026677797,0,0,0,0,13166.866026677797,13166.866026677797,0
sta_rd,protected,interior,365,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,365,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,0,0,385.1589656094425,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,protected,interior,366,1,2021,2017,2021,4,veg,531,0,0,0,0,1012.8358482059843,385.1589656094425,0,0,0,1397.9948138154268,1397.9948138154268,0
sta_rd,protected,interior,366,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,0,3081.27172487554,1155.4768968283274,0,0,4236.748621703868,4236.748621703868,1540.63586243777
sta_rd,protected,interior,367,1,2021,2017,2021,4,veg,531,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,0
sta_rd,protected,interior,367,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
sta_rd,protected,interior,367,1,2021,2017,2021,4,veg,951,0,0,0,0,0,0,1540.63586243777,1540.63586243777,0,3081.27172487554,3081.27172487554,1540.63586243777
sta_rd,protected,interior,368,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,6077.015089235906,0,0,0,0,6077.015089235906,6077.015089235906,1155.4768968283274
sta_rd,protected,interior,368,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,316,2025.6716964119687,0,0,0,6077.015089235906,0,0,0,2025.6716964119687,6077.015089235906,8102.686785647875,0
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,541,3038.507544617953,0,0,0,8102.686785647875,0,0,0,3038.507544617953,8102.686785647875,11141.194330265827,0
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,372,4051.3433928239374,0,0,0,14179.70187488378,13095.404830721043,0,0,4051.3433928239374,27275.106705604823,31326.45009842876,1540.63586243777
sta_rd,protected,interior,369,1,2021,2017,2021,4,veg,531,4051.3433928239374,0,0,0,2025.6716964119687,0,0,0,4051.3433928239374,2025.6716964119687,6077.015089235906,0
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,761,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,318,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,protected,interior,369,1,2021,2017,2021,4,singl/unk,746,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,370,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,3038.507544617953,4236.748621703868,1155.4768968283274,0,0,8430.733063150148,8430.733063150148,0
sta_rd,protected,interior,370,1,2021,2017,2021,4,veg,743,0,0,0,0,1012.8358482059843,385.1589656094425,2696.1127592660973,1540.63586243777,0,5634.7434355192945,5634.7434355192945,1540.63586243777
sta_rd,protected,interior,370,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,23295.22450873764,770.317931218885,0,0,0,24065.542439956524,24065.542439956524,0
sta_rd,protected,interior,371,1,2021,2017,2021,4,veg,761,0,0,0,0,0,1155.4768968283274,0,0,0,1155.4768968283274,1155.4768968283274,770.317931218885
sta_rd,protected,interior,371,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,6077.015089235906,0,0,0,0,6077.015089235906,6077.015089235906,0
sta_rd,protected,interior,371,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,1155.4768968283274,0,0,0,1155.4768968283274,1155.4768968283274,385.1589656094425
sta_rd,protected,interior,372,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,6932.861380969965,4236.748621703868,1155.4768968283274,0,12325.08689950216,12325.08689950216,1540.63586243777
sta_rd,protected,interior,372,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
sta_rd,protected,interior,373,1,2021,2017,2021,4,singl/unk,761,6077.015089235906,0,0,0,21269.55281232567,3851.5896560944248,0,0,6077.015089235906,25121.142468420094,31198.157557656,1540.63586243777
sta_rd,protected,interior,373,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,81026.86785647876,1540.63586243777,0,0,0,82567.50371891653,82567.50371891653,0
sta_rd,protected,interior,374,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
sta_rd,protected,interior,374,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,770.317931218885,2696.1127592660973,3466.4306904849823,0,6932.861380969965,6932.861380969965,1540.63586243777
sta_rd,protected,interior,374,1,2021,2017,2021,4,singl/unk,315,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,375,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,1012.8358482059843,385.1589656094425,0,0,0,1397.9948138154268,1397.9948138154268,770.317931218885
sta_rd,protected,interior,375,1,2021,2017,2021,4,singl/unk,316,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
sta_rd,protected,interior,375,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,protected,interior,376,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,2025.6716964119687,8473.497243407735,10014.133105845503,4236.748621703868,0,24750.050667369076,24750.050667369076,1540.63586243777
sta_rd,protected,interior,377,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,11169.610002673831,14250.881727549371,770.317931218885,0,26190.809661442087,26190.809661442087,1540.63586243777
sta_rd,protected,interior,378,1,2021,2017,2021,4,veg,315,0,0,0,0,7089.85093744189,0,0,0,0,7089.85093744189,7089.85093744189,1155.4768968283274
sta_rd,protected,interior,378,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,385.1589656094425
sta_rd,protected,interior,379,1,2021,2017,2021,4,singl/unk,316,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,protected,interior,379,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,379,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,0,385.1589656094425,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,protected,interior,380,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,7089.85093744189,0,0,0,0,7089.85093744189,7089.85093744189,0
sta_rd,protected,interior,380,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,0,770.317931218885,1925.7948280472124,0,0,2696.1127592660973,2696.1127592660973,1540.63586243777
sta_rd,protected,interior,381,1,2021,2017,2021,4,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,protected,interior,382,1,2021,2017,2021,4,singl/unk,541,3038.507544617953,0,0,0,1012.8358482059843,0,0,0,3038.507544617953,1012.8358482059843,4051.3433928239374,0
sta_rd,protected,interior,382,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,1012.8358482059843,3466.4306904849823,0,0,0,4479.266538690967,4479.266538690967,1540.63586243777
sta_rd,protected,interior,382,1,2021,2017,2021,4,singl/unk,316,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,protected,interior,383,1,2021,2017,2021,4,singl/unk,761,0,0,0,0,1012.8358482059843,1155.4768968283274,0,0,0,2168.312745034312,2168.312745034312,1540.63586243777
sta_rd,protected,interior,383,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,0
sta_rd,control,control,384,1,2021,2017,2021,4,singl/unk,541,3038.507544617953,0,0,0,3038.507544617953,0,0,0,3038.507544617953,3038.507544617953,6077.015089235906,1540.63586243777
sta_rd,control,control,385,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,7089.85093744189,0,0,0,0,7089.85093744189,7089.85093744189,385.1589656094425
sta_rd,control,control,385,1,2021,2017,2021,4,singl/unk,541,0,0,0,0,0,770.317931218885,385.1589656094425,0,0,1155.4768968283274,1155.4768968283274,1155.4768968283274
sta_rd,control,control,386,1,2021,2017,2021,4,singl/unk,372,7089.85093744189,0,0,0,3038.507544617953,5777.384484141638,0,0,7089.85093744189,8815.89202875959,15905.74296620148,1540.63586243777
sta_rd,control,control,386,1,2021,2017,2021,4,singl/unk,316,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,386,1,2021,2017,2021,4,singl/unk,315,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,control,control,386,1,2021,2017,2021,4,singl/unk,761,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,387,1,2021,2017,2021,4,singl/unk,372,1012.8358482059843,0,0,0,8102.686785647875,0,0,0,1012.8358482059843,8102.686785647875,9115.52263385386,1540.63586243777
sta_rd,control,control,388,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,control,389,1,2021,2017,2021,4,veg,316,0,0,0,0,2025.6716964119687,770.317931218885,0,0,0,2795.9896276308536,2795.9896276308536,1155.4768968283274
sta_rd,control,control,389,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,385.1589656094425
sta_rd,control,control,390,1,2021,2017,2021,4,singl/unk,372,10128.358482059844,0,0,0,34436.41883900347,0,0,0,10128.358482059844,34436.41883900347,44564.77732106332,1540.63586243777
sta_rd,control,control,391,1,2021,2017,2021,4,singl/unk,372,1012.8358482059843,0,0,0,9115.52263385386,0,0,0,1012.8358482059843,9115.52263385386,10128.358482059844,1540.63586243777
sta_rd,control,control,391,1,2021,2017,2021,4,singl/unk,316,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,control,control,392,1,2021,2017,2021,4,singl/unk,318,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
sta_rd,control,control,392,1,2021,2017,2021,4,singl/unk,541,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,392,1,2021,2017,2021,4,singl/unk,372,1012.8358482059843,0,0,0,0,2310.953793656655,0,0,1012.8358482059843,2310.953793656655,3323.789641862639,770.317931218885
sta_rd,control,control,392,1,2021,2017,2021,4,veg,743,0,0,0,0,0,0,385.1589656094425,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,control,392,1,2021,2017,2021,4,veg,531,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,control,393,1,2021,2017,2021,4,singl/unk,315,0,0,0,0,0,1155.4768968283274,0,0,0,1155.4768968283274,1155.4768968283274,1155.4768968283274
sta_rd,control,control,393,1,2021,2017,2021,4,singl/unk,372,15192.537723089765,0,0,0,40513.43392823938,3466.4306904849823,0,0,15192.537723089765,43979.86461872436,59172.40234181412,0
sta_rd,control,control,393,1,2021,2017,2021,4,veg,531,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,control,394,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
sta_rd,control,control,395,1,2021,2017,2021,4,singl/unk,318,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,385.1589656094425
sta_rd,control,control,395,1,2021,2017,2021,4,singl/unk,372,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,395,1,2021,2017,2021,4,singl/unk,541,1012.8358482059843,0,0,0,2025.6716964119687,0,0,0,1012.8358482059843,2025.6716964119687,3038.507544617953,1155.4768968283274
sta_rd,control,control,396,1,2021,2017,2021,4,singl/unk,541,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,396,1,2021,2017,2021,4,singl/unk,316,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,396,1,2021,2017,2021,4,singl/unk,318,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
sta_rd,control,control,397,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,0,770.317931218885,0,0,0,770.317931218885,770.317931218885,770.317931218885
sta_rd,control,control,398,1,2021,2017,2021,4,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
sta_rd,control,control,399,1,2021,2017,2021,4,singl/unk,372,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
sta_rd,control,control,400,1,2021,2017,2021,4,veg,531,0,0,0,0,3038.507544617953,770.317931218885,0,0,0,3808.825475836838,3808.825475836838,1540.63586243777
circle,protected,interior,401,1,2021,2019,2021,2,singl/unk,541,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,401,1,2021,2019,2021,2,singl/unk,761,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
circle,protected,interior,401,1,2021,2019,2021,2,veg,355,0,0,0,0,8102.686785647875,385.1589656094425,0,0,0,8487.845751257317,8487.845751257317,0
circle,protected,interior,401,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,0
circle,protected,interior,401,1,2021,2019,2021,2,veg,541,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
circle,protected,interior,401,1,2021,2019,2021,2,veg,951,0,0,0,0,0,385.1589656094425,1155.4768968283274,0,0,1540.63586243777,1540.63586243777,1155.4768968283274
circle,protected,interior,402,1,2021,2019,2021,2,singl/unk,391,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,0
circle,protected,interior,402,1,2021,2019,2021,2,singl/unk,541,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,402,1,2021,2019,2021,2,singl/unk,833,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,0
circle,protected,interior,402,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,402,1,2021,2019,2021,2,veg,701,0,0,0,0,0,0,1540.63586243777,0,0,1540.63586243777,1540.63586243777,1540.63586243777
circle,protected,interior,402,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,0,770.317931218885,0,0,0,770.317931218885,770.317931218885,0
circle,protected,interior,403,1,2021,2019,2021,2,veg,355,0,0,0,0,1012.8358482059843,385.1589656094425,0,0,0,1397.9948138154268,1397.9948138154268,385.1589656094425
circle,protected,interior,403,1,2021,2019,2021,2,singl/unk,355,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,403,1,2021,2019,2021,2,singl/unk,541,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,403,1,2021,2019,2021,2,veg,531,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
circle,protected,interior,403,1,2021,2019,2021,2,veg,391,0,0,0,0,4051.3433928239374,1540.63586243777,0,0,0,5591.979255261707,5591.979255261707,385.1589656094425
circle,protected,interior,403,1,2021,2019,2021,2,singl/unk,391,0,0,0,0,2025.6716964119687,385.1589656094425,0,0,0,2410.830662021411,2410.830662021411,0
circle,protected,interior,403,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,2025.6716964119687,770.317931218885,0,0,0,2795.9896276308536,2795.9896276308536,385.1589656094425
circle,protected,interior,403,1,2021,2019,2021,2,singl/unk,833,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,403,1,2021,2019,2021,2,veg,701,0,0,0,0,0,1155.4768968283274,0,0,0,1155.4768968283274,1155.4768968283274,385.1589656094425
circle,protected,interior,404,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,0
circle,protected,interior,404,1,2021,2019,2021,2,veg,531,0,0,0,0,11141.194330265827,0,0,0,0,11141.194330265827,11141.194330265827,0
circle,protected,interior,404,1,2021,2019,2021,2,veg,318,0,0,0,0,0,1540.63586243777,0,0,0,1540.63586243777,1540.63586243777,770.317931218885
circle,protected,interior,404,1,2021,2019,2021,2,veg,743,0,0,0,0,0,1155.4768968283274,385.1589656094425,0,0,1540.63586243777,1540.63586243777,770.317931218885
circle,protected,interior,404,1,2021,2019,2021,2,singl/unk,761,0,0,0,0,8102.686785647875,0,0,0,0,8102.686785647875,8102.686785647875,0
circle,protected,interior,405,1,2021,2019,2021,2,veg,531,0,0,0,0,16205.37357129575,0,0,0,0,16205.37357129575,16205.37357129575,0
circle,protected,interior,405,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,16205.37357129575,0,0,0,0,16205.37357129575,16205.37357129575,0
circle,protected,interior,405,1,2021,2019,2021,2,veg,743,0,0,0,0,2025.6716964119687,0,385.1589656094425,0,0,2410.830662021411,2410.830662021411,385.1589656094425
circle,protected,interior,405,1,2021,2019,2021,2,veg,701,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
circle,protected,interior,405,1,2021,2019,2021,2,singl/unk,402,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
circle,protected,interior,405,1,2021,2019,2021,2,singl/unk,761,0,0,0,0,0,770.317931218885,0,0,0,770.317931218885,770.317931218885,770.317931218885
circle,protected,interior,406,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,770.317931218885
circle,protected,interior,406,1,2021,2019,2021,2,singl/unk,316,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,385.1589656094425
circle,protected,interior,406,1,2021,2019,2021,2,veg,531,0,0,0,0,11141.194330265827,0,0,0,0,11141.194330265827,11141.194330265827,385.1589656094425
circle,protected,interior,407,1,2021,2019,2021,2,singl/unk,833,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
circle,protected,interior,407,1,2021,2019,2021,2,veg,701,0,0,0,0,1012.8358482059843,1155.4768968283274,0,0,0,2168.312745034312,2168.312745034312,1540.63586243777
circle,protected,interior,407,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
circle,protected,interior,408,1,2021,2019,2021,2,singl/unk,391,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
circle,protected,interior,408,1,2021,2019,2021,2,singl/unk,833,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,1155.4768968283274
circle,protected,interior,408,1,2021,2019,2021,2,singl/unk,761,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
recknagel,control,control,409,1,2021,2019,2021,2,veg,531,0,0,0,0,17218.209419501734,0,0,0,0,17218.209419501734,17218.209419501734,1540.63586243777
recknagel,control,control,410,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,411,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,412,1,2021,2019,2021,2,veg,531,0,0,0,0,7089.85093744189,0,0,0,0,7089.85093744189,7089.85093744189,1540.63586243777
recknagel,control,control,413,1,2021,2019,2021,2,veg,531,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
recknagel,control,control,413,1,2021,2019,2021,2,veg,315,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
recknagel,control,control,414,1,2021,2019,2021,2,veg,531,0,0,0,0,21269.55281232567,0,0,0,0,21269.55281232567,21269.55281232567,1155.4768968283274
recknagel,control,control,414,1,2021,2019,2021,2,singl/unk,833,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,415,1,2021,2019,2021,2,singl/unk,541,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
recknagel,control,control,415,1,2021,2019,2021,2,veg,531,0,0,0,0,0,385.1589656094425,0,0,0,385.1589656094425,385.1589656094425,385.1589656094425
recknagel,control,control,416,1,2021,2019,2021,2,veg,531,0,0,0,0,5064.179241029922,0,0,0,0,5064.179241029922,5064.179241029922,1540.63586243777
recknagel,control,control,417,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,418,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,419,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,419,1,2021,2019,2021,2,veg,701,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
recknagel,control,control,420,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,421,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,422,1,2021,2019,2021,2,singl/unk,541,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,423,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,424,1,2021,2019,2021,2,veg,701,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
recknagel,control,control,425,1,2021,2019,2021,2,veg,701,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,1540.63586243777
recknagel,control,control,426,1,2021,2019,2021,2,veg,701,0,0,0,0,12154.030178471812,0,0,0,0,12154.030178471812,12154.030178471812,1540.63586243777
recknagel,control,control,427,1,2021,2019,2021,2,veg,701,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
recknagel,control,control,428,1,2021,2019,2021,2,veg,701,0,0,0,0,4051.3433928239374,0,0,0,0,4051.3433928239374,4051.3433928239374,1540.63586243777
recknagel,control,control,429,1,2021,2019,2021,2,veg,531,0,0,0,0,11141.194330265827,0,0,0,0,11141.194330265827,11141.194330265827,1540.63586243777
recknagel,control,control,429,1,2021,2019,2021,2,singl/unk,315,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
recknagel,control,control,430,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,431,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,432,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,433,1,2021,2019,2021,2,veg,531,0,0,0,0,3038.507544617953,385.1589656094425,0,0,0,3423.6665102273955,3423.6665102273955,1540.63586243777
recknagel,control,control,434,1,2021,2019,2021,2,veg,531,0,0,0,0,20256.71696411969,0,0,0,0,20256.71696411969,20256.71696411969,1540.63586243777
recknagel,control,control,434,1,2021,2019,2021,2,singl/unk,372,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
recknagel,control,control,434,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,0
recknagel,control,control,435,1,2021,2019,2021,2,veg,701,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,436,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
recknagel,control,control,437,1,2021,2019,2021,2,singl/unk,1,0,0,0,0,0,0,0,0,0,0,0,0
recknagel,control,control,438,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,439,1,2021,2019,2021,2,veg,531,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,439,1,2021,2019,2021,2,singl/unk,318,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
recknagel,control,control,440,1,2021,2019,2021,2,singl/unk,701,0,0,0,0,3038.507544617953,0,0,0,0,3038.507544617953,3038.507544617953,1155.4768968283274
recknagel,control,control,440,1,2021,2019,2021,2,singl/unk,951,0,0,0,0,1012.8358482059843,0,0,0,0,1012.8358482059843,1012.8358482059843,385.1589656094425
